Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Marketing_authorisation_holder_extracted,Agency,Indications_and_usage,Origin,Referral,Disease_name(s),DRUG_CODE
nda218158,,clobetasol propionate,clobetasol propionate,formosa,,suspension; drops,ophthalmic,approved,authorised,04.03.2024,2024,no,,,,,,,no,,,formosa,FDA,,fda,yes,,
anda075062,,famotidine,famotidine,watson labs,small molecule,tablet,oral,approved,discontinued,16.04.2001,2001,no,,,,,,,yes,,,watson,FDA,,fda,no,,
anda075192,,famotidine,famotidine,marsam pharms llc,small molecule,injectable,injection,conditional marketing authorisation,none (conditional marketing authorisation),20.11.1998,1998,no,,,,,,,yes,,,marsam,FDA,,fda,no,,
anda075193,,famotidine,famotidine,marsam pharms llc,small molecule,injectable,injection,conditional marketing authorisation,none (conditional marketing authorisation),30.11.1998,1998,no,,,,,,,yes,,,marsam,FDA,,fda,no,,
anda075194,,famotidine,famotidine,marsam pharms llc,small molecule,injectable,injection,conditional marketing authorisation,none (conditional marketing authorisation),20.11.1998,1998,no,,,,,,,yes,,,marsam,FDA,,fda,no,,
anda075302,,famotidine,famotidine,mankind pharma,small molecule,tablet,oral,approved,authorised,16.04.2001,2001,no,,,,,,,yes,,,mankind,FDA,,fda,no,,
anda075311,,famotidine,famotidine,teva,small molecule,tablet,oral,approved,discontinued,16.04.2001,2001,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda075312,,famotidine,famotidine,teva,small molecule,tablet,oral,approved,discontinued,31.05.2001,2001,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda075400,,famotidine,famotidine,perrigo,small molecule,tablet,oral,approved,authorised,18.03.2005,2005,no,,,,,,,yes,,,perrigo,FDA,,fda,no,,
anda075404,,famotidine,famotidine,watson labs,small molecule,tablet,oral,approved,discontinued,28.11.2001,2001,no,,,,,,,yes,,,watson,FDA,,fda,no,,
anda075457,,famotidine,famotidine,mylan pharms inc,small molecule,tablet,oral,approved,discontinued,18.04.2001,2001,no,,,,,,,yes,,,mylan,FDA,,fda,no,,
anda075488,,famotidine,famotidine,hikma,small molecule,injectable,injection,approved,authorised,16.04.2001,2001,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda075511,,famotidine,famotidine,ivax sub teva pharms,small molecule,tablet,oral,approved,authorised,16.04.2001,2001,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda075512,,famotidine,famotidine,p and l,small molecule,tablet,oral,approved,authorised,26.07.2001,2001,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda075607,,famotidine,famotidine,sandoz,small molecule,tablet,oral,approved,discontinued,10.05.2001,2001,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda075610,,famotidine,famotidine,apotex,small molecule,tablet,oral,approved,discontinued,12.03.2002,2002,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda075611,,famotidine,famotidine,apotex,small molecule,tablet,oral,approved,discontinued,23.07.2001,2001,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda075639,,famotidine,famotidine,sun pharm industries,small molecule,tablet,oral,approved,discontinued,12.12.2001,2001,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda075650,,famotidine,famotidine,actavis elizabeth,small molecule,tablet,oral,approved,discontinued,14.09.2001,2001,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda075651,,famotidine,famotidine,sagent,small molecule,injectable,injection,approved,authorised,16.04.2001,2001,no,,,,,,,yes,,,sagent,FDA,,fda,no,,
anda075674,,famotidine,famotidine,natco pharma,small molecule,tablet,oral,approved,discontinued,21.12.2001,2001,no,,,,,,,yes,,,natco,FDA,,fda,no,,
anda075684,,famotidine,famotidine,sagent,small molecule,injectable,injection,approved,authorised,16.04.2001,2001,no,,,,,,,yes,,,sagent,FDA,,fda,no,,
anda075704,,famotidine,famotidine,rising,small molecule,tablet,oral,approved,discontinued,16.04.2001,2001,no,,,,,,,yes,,,rising,FDA,,fda,no,,
anda075705,,famotidine,famotidine,hospira,small molecule,injectable,injection,approved,discontinued,16.04.2001,2001,no,,,,,,,yes,,,hospira,FDA,,fda,no,,
anda075707,,famotidine,famotidine,apothecon,small molecule,injectable,injection,conditional marketing authorisation,discontinued,13.03.2001,2001,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda075709,,famotidine,famotidine,fresenius kabi usa,small molecule,injectable,injection,approved,authorised,16.04.2001,2001,no,,,,"diseases of the digestive system; endocrine, nutritional, and metabolic diseases",,,yes,,,fresenius,FDA,"indications and usage famotidine injection, supplied as a concentrated solution for intravenous injection, is intended for intravenous use only. famotidine injection is indicated in some hospitalized patients with pathological hypersecretory conditions or intractable ulcers, or as an alternative to the oral dosage forms for short term use in patients who are unable to take oral medication for the following conditions: short term treatment of active duodenal ulcer . most adult patients heal within 4 weeks; there is rarely reason to use famotidine at full dosage for longer than 6 to 8 weeks. studies have not assessed the safety of famotidine in uncomplicated active duodenal ulcer for periods of more than 8 weeks. maintenance therapy for duodenal ulcer patients at reduced dosage after healing of an active ulcer. controlled studies in adults have not extended beyond one year. short term treatment of active benign gastric ulcer. most adult patients heal within 6 weeks. studies have not assessed the safety or efficacy of famotidine in uncomplicated active benign gastric ulcer for periods of more than 8 weeks. short term treatment of gastroesophageal reflux disease (gerd). famotidine is indicated for short term treatment of patients with symptoms of gerd (see clinical pharmacology in adults, clinical studies ). famotidine is also indicated for the short term treatment of esophagitis due to gerd including erosive or ulcerative disease diagnosed by endoscopy (see clinical pharmacology in adults, clinical studies ). treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine adenomas) (see clinical pharmacology in adults, clinical studies ).",fda,no,<duodenal ulcer>; <gastric ulcer>; <gastroesophageal reflux>; <esophagitis>; <zollinger-ellison syndrome>; <multiple endocrine neoplasia>,
anda075715,,famotidine,famotidine,perrigo,small molecule,tablet,oral,approved,discontinued,22.08.2003,2003,no,,,,,,,yes,,,perrigo,FDA,,fda,no,,
anda075718,,famotidine,famotidine,dr reddys labs ltd,small molecule,tablet,oral,approved,authorised,16.04.2001,2001,no,,,,,,,yes,,,dr reddys,FDA,,fda,no,,
anda075786,,famotidine,famotidine,chartwell rx,small molecule,tablet,oral,approved,authorised,16.04.2001,2001,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda075793,,famotidine,famotidine,sandoz,small molecule,tablet,oral,approved,discontinued,16.04.2001,2001,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda075799,,famotidine,famotidine,hikma,small molecule,injectable,injection,approved,discontinued,30.04.2002,2002,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda075805,,famotidine,famotidine,carlsbad,small molecule,tablet,oral,approved,authorised,16.04.2001,2001,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda075870,,famotidine,famotidine,hospira,small molecule,injectable,injection,approved,discontinued,23.11.2001,2001,no,,,,,,,yes,,,hospira,FDA,,fda,no,,
anda075905,,famotidine,famotidine,hospira,small molecule,injectable,injection,approved,discontinued,23.11.2001,2001,no,,,,,,,yes,,,hospira,FDA,,fda,no,,
anda075942,,famotidine,famotidine,apotex inc,small molecule,injectable,injection,approved,discontinued,02.08.2002,2002,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda076101,,famotidine,famotidine,sandoz,small molecule,tablet,oral,approved,discontinued,21.10.2002,2002,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda077146,,famotidine,famotidine,glenmark pharms inc,,tablet,oral,approved,authorised,07.03.2005,2005,no,,,,,,,yes,,,glenmark,FDA,,fda,no,,
anda077351,,famotidine,famotidine,perrigo r and d,,tablet,oral,approved,authorised,25.09.2006,2006,no,,,,,,,yes,,,perrigo,FDA,,fda,no,,
anda077352,,famotidine,famotidine,perrigo r and d,,tablet,oral,approved,discontinued,27.07.2005,2005,no,,,,,,,yes,,,perrigo,FDA,,fda,no,,
anda077367,,famotidine,famotidine,dr reddys labs ltd,,tablet,oral,approved,authorised,25.09.2006,2006,no,,,,,,,yes,,,dr reddys,FDA,,fda,no,,
anda078641,,famotidine,famotidine,mylan labs ltd,,injectable,injection,approved,authorised,25.06.2008,2008,no,,,,,,,yes,,,mylan,FDA,,fda,no,,
anda078916,,famotidine,famotidine,alembic pharms ltd,,tablet,oral,approved,authorised,22.05.2009,2009,no,,,,,,,yes,,,alembic,FDA,,fda,no,,
anda090283,,famotidine,famotidine,sun pharm inds ltd,,tablet,oral,approved,discontinued,17.11.2009,2009,no,,,,diseases of the digestive system,,,yes,,,sun,FDA,use relieves heartburn associated with acid indigestion and sour stomach prevents heartburn associated with acid indigestion and sour stomach brought on by eating or drinking certain food and beverages,fda,no,<heartburn>,
anda090440,,famotidine,famotidine,lupin ltd,,suspension,oral,approved,authorised,29.06.2010,2010,no,,,,,,,yes,,,lupin,FDA,,fda,no,,
anda090837,,famotidine,famotidine,glenmark pharms inc,,tablet,oral,approved,authorised,04.08.2010,2010,no,,,,,,,yes,,,glenmark,FDA,,fda,no,,
anda091020,,famotidine,famotidine,navinta llc,,suspension,oral,approved,authorised,27.05.2010,2010,no,,,,"diseases of the digestive system; endocrine, nutritional, and metabolic diseases",,,yes,,,navinta,FDA,"1 indications and usage famotidine for oral suspension is indicated in adults for the treatment of: active duodenal ulcer (du). active gastric ulcer (gu). symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of duodenal ulcer recurrence. famotidine for oral suspension is indicated in pediatric patients 1 year of age and older for the treatment of: peptic ulcer disease. gerd with or without esophagitis and ulcerations. famotidine for oral suspension is indicated in pediatric patients from birth to less than 1 year of age for the treatment of: gerd. famotidine is a histamine-2 (h 2 ) receptor antagonist indicated (1): in adults for the treatment of: active duodenal ulcer (du). active gastric ulcer (gu). symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of du recurrence. in pediatric patients 1 year of age and older for the treatment of: peptic ulcer gerd with or without esophagitis and ulcerations in pediatric patients from birth to less than 1 year of age for the treatment of: gerd.",fda,no,<duodenal ulcer>; <gastric ulcer>; <gastroesophageal reflux>; <esophagitis>; <zollinger-ellison syndrome>; <multiple endocrine neoplasia>; <peptic ulcer disease>,
anda201695,,famotidine,famotidine,novel labs inc,,suspension,oral,approved,authorised,17.12.2012,2012,no,,,,,,,yes,,,novel,FDA,,fda,no,,
anda201995,,famotidine,famotidine,akorn,,suspension,oral,approved,authorised,30.05.2014,2014,no,,,,,,,yes,,,akorn,FDA,,fda,no,,
anda206530,,famotidine,famotidine,aurobindo pharma ltd,,tablet,oral,approved,authorised,22.12.2015,2015,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda206531,,famotidine,famotidine,aurobindo pharma,,tablet,oral,approved,authorised,26.04.2016,2016,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda215043,,famotidine,famotidine,novitium pharma,,suspension,oral,approved,authorised,20.04.2021,2021,no,,,,,,,yes,,,novitium,FDA,,fda,no,,
anda215630,,famotidine,famotidine,alkem labs ltd,,tablet,oral,approved,authorised,07.01.2022,2022,no,,,,"diseases of the digestive system; endocrine, nutritional, and metabolic diseases; neoplasms",,,yes,,,alkem,FDA,"1 indications & usage famotidine tablets are indicated in adult and pediatric patients 40 kg and greater for the treatment of: active duodenal ulcer (du). active gastric ulcer (gu). symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. famotidine tablets are indicated in adults for the: treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of duodenal ulcer recurrence. famotidine is a histamine-2 (h2) receptor antagonist indicated (1) : in adult and pediatric patients 40 kg and greater for the treatment of: active duodenal ulcer (du). active gastric ulcer. symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. in adults for the: treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of du recurrence.",fda,no,<duodenal ulcer>; <gastric ulcer>; <gastroesophageal reflux>; <esophagitis>; <zollinger-ellison syndrome>; <multiple endocrine neoplasia>,
anda215689,,famotidine,famotidine,ascent pharms inc,,tablet,oral,approved,authorised,15.10.2021,2021,no,,,,,,,yes,,,ascent,FDA,,fda,no,,
anda215766,,famotidine,famotidine,annora pharma,,tablet,oral,approved,authorised,08.11.2021,2021,no,,,,diseases of the digestive system,,,yes,,,annora,FDA,uses • relieves heartburn associated with acid indigestion and sour stomach • prevents heartburn associated with acid indigestion and sour stomach brought on by eating or drinking certain food and beverages,fda,no,<heartburn>,
anda215767,,famotidine,famotidine,annora pharma,,tablet,oral,approved,authorised,04.11.2021,2021,no,,,,,,,yes,,,annora,FDA,,fda,no,,
anda215822,,famotidine,famotidine,vkt pharma,,tablet,oral,approved,authorised,28.01.2022,2022,no,,,,,,,yes,,,vkt,FDA,,fda,no,,
anda215828,,famotidine,famotidine,zydus pharms,,injectable,injection,approved,discontinued,22.11.2022,2022,no,,,,,,,yes,,,zydus,FDA,,fda,no,,
anda216030,,famotidine,famotidine,ascent pharms inc,,tablet,oral,approved,authorised,03.11.2021,2021,no,,,,diseases of the digestive system,,,yes,,,ascent,FDA,uses relieves heartburn associated with acid indigestion and sour stomach prevents heartburn associated with acid indigestion and sour stomach brought on by eating or drinking certain food and beverages,fda,no,<heartburn>,
anda216400,,famotidine,famotidine,alkem labs ltd,,suspension,oral,approved,authorised,15.05.2023,2023,no,,,,,,,yes,,,alkem,FDA,,fda,no,,
anda216427,,famotidine,famotidine,amneals pharms,,suspension,oral,approved,authorised,04.08.2022,2022,no,,,,,,,yes,,,amneal,FDA,,fda,no,,
anda216441,,famotidine,famotidine,zydus pharms,,tablet,oral,approved,authorised,03.06.2022,2022,no,,,,,,,yes,,,zydus,FDA,,fda,no,,
anda217137,,famotidine,famotidine,carnegie,,suspension,oral,approved,authorised,07.07.2023,2023,no,,,,"diseases of the digestive system; endocrine, nutritional, and metabolic diseases",,,yes,,,carnegie,FDA,"1 indications and usage famotidine for oral suspension is indicated in adults for the treatment of: active duodenal ulcer (du). active gastric ulcer (gu). symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of duodenal ulcer recurrence. famotidine for oral suspension is indicated in pediatric patients 1 year of age and older for the treatment of: peptic ulcer disease. gerd with or without esophagitis and ulcerations. famotidine for oral suspension is indicated in pediatric patients from birth to less than 1 year of age for the treatment of: gerd. famotidine for oral suspension is a histamine-2 (h 2 ) receptor antagonist indicated (1) : in adults for the treatment of: active duodenal ulcer (du). active gastric ulcer (gu). symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of du recurrence. in pediatric patients 1 year of age and older for the treatment of: peptic ulcer gerd with or without esophagitis and ulcerations in pediatric patients from birth to less than 1 year of age for the treatment of: gerd.",fda,no,<duodenal ulcer>; <gastric ulcer>; <gastroesophageal reflux>; <esophagitis>; <zollinger-ellison syndrome>; <multiple endocrine neoplasia>; <peptic ulcer disease>,
anda217330,,famotidine,famotidine,annora pharma,,suspension,oral,approved,authorised,17.08.2023,2023,no,,,,,,,yes,,,annora,FDA,,fda,no,,
anda217375,,famotidine,famotidine,alkem labs ltd,,tablet,oral,approved,authorised,24.04.2023,2023,no,,,,,,,yes,,,alkem,FDA,,fda,no,,
anda217400,,famotidine,famotidine,msn,,tablet,oral,approved,authorised,06.08.2024,2024,no,,,,,,,yes,,,msn,FDA,,fda,no,,
anda217529,,famotidine,famotidine,ajanta pharma ltd,,suspension,oral,approved,authorised,18.09.2023,2023,no,,,,,,,yes,,,ajanta,FDA,,fda,no,,
anda217543,,famotidine,famotidine,marksans pharma,,tablet,oral,approved,authorised,08.03.2023,2023,no,,,,,,,yes,,,marksans,FDA,,fda,no,,
anda217605,,famotidine,famotidine,unichem,,suspension,oral,approved,authorised,16.01.2024,2024,no,,,,"diseases of the digestive system; endocrine, nutritional, and metabolic diseases",,,yes,,,unichem,FDA,"1 indications and usage famotidine for oral suspension is indicated in adults for the treatment of: active duodenal ulcer (du). active gastric ulcer (gu). symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of duodenal ulcer recurrence. famotidine for oral suspension is indicated in pediatric patients 1 year of age and older for the treatment of: peptic ulcer disease. gerd with or without esophagitis and ulcerations. famotidine for oral suspension is indicated in pediatric patients from birth to less than 1 year of age for the treatment of: gerd. famotidine is a histamine-2 (h 2 ) receptor antagonist indicated ( 1 ): in adults for the treatment of: active duodenal ulcer (du). active gastric ulcer (gu). symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of du recurrence. in pediatric patients 1 year of age and older for the treatment of: peptic ulcer gerd with or without esophagitis and ulcerations in pediatric patients from birth to less than 1 year of age for the treatment of: gerd",fda,no,<duodenal ulcer>; <gastric ulcer>; <gastroesophageal reflux>; <esophagitis>; <zollinger-ellison syndrome>; <multiple endocrine neoplasia>; <peptic ulcer>,
anda217655,,famotidine,famotidine,appco,,suspension,oral,approved,authorised,16.06.2023,2023,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda217669,,famotidine,famotidine,contract pharmacal,,tablet,oral,approved,authorised,20.12.2023,2023,no,,,,"diseases of the digestive system; endocrine, nutritional, and metabolic diseases; neoplasms",,,yes,,,contract pharmacal,FDA,"1 indications and usage famotidine tablets are indicated in adult and pediatric patients 40 kg and greater for the treatment of: active duodenal ulcer (du). active gastric ulcer (gu). symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. famotidine tablets are indicated in adults for the: treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of duodenal ulcer recurrence. famotidine is a histamine-2 (h 2 ) receptor antagonist indicated ( 1 ): in adult and pediatric patients 40 kg and greater for the treatment of: active duodenal ulcer (du). active gastric ulcer. symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. in adults for the: treatment of pathological hypersecretory conditions (e.g., zollinger ellison syndrome, multiple endocrine neoplasias). reduction of the risk of du recurrence.",fda,no,<duodenal ulcer>; <gastric ulcer>; <gastroesophageal reflux>; <esophagitis>; <zollinger-ellison syndrome>; <multiple endocrine neoplasia>,
anda217842,,famotidine,famotidine,micro labs,,suspension,oral,approved,authorised,14.09.2023,2023,no,,,,"diseases of the digestive system; endocrine, nutritional, and metabolic diseases",,,yes,,,micro,FDA,"1 indications and usage famotidine for oral suspension is indicated in adults for the treatment of: active duodenal ulcer (du). active gastric ulcer (gu). symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of du recurrence. famotidine for oral suspension is indicated in pediatric patients 1 year of age and older for the treatment of: peptic ulcer disease. gerd with or without esophagitis and ulcerations. famotidine for oral suspension is indicated in pediatric patients from birth to less than 1 year of age for the treatment of: gerd. famotidine for oral suspension is a histamine-2 (h 2 ) receptor antagonist indicated ( 1 ): in adults for the treatment of: active duodenal ulcer (du). active gastric ulcer (gu). symptomatic nonerosive gastroesophageal reflux disease (gerd). erosive esophagitis due to gerd, diagnosed by biopsy. treatment of pathological hypersecretory conditions (e.g., zollinger-ellison syndrome, multiple endocrine neoplasias). reduction of the risk of du recurrence. in pediatric patients 1 year of age and older for the treatment of: peptic ulcer. gerd with or without esophagitis and ulcerations. in pediatric patients from birth to less than 1 year of age for the treatment of: gerd.",fda,no,<duodenal ulcer>; <gastric ulcer>; <gastroesophageal reflux>; <esophagitis>; <zollinger-ellison syndrome>; <multiple endocrine neoplasia>; <peptic ulcer disease>,
anda218003,,famotidine,famotidine,contract pharmacal,,tablet,oral,approved,authorised,28.05.2024,2024,no,,,,,,,yes,,,contract pharmacal,FDA,,fda,no,,
anda218181,,famotidine,famotidine,rising,,tablet,oral,approved,authorised,22.12.2023,2023,no,,,,,,,yes,,,rising,FDA,,fda,no,,
anda218344,,famotidine,famotidine,epic pharma llc,,suspension,oral,approved,authorised,16.10.2024,2024,no,,,,,,,yes,,,epic,FDA,,fda,no,,
anda218461,,famotidine,famotidine,graviti pharms,,tablet,oral,approved,authorised,14.03.2024,2024,no,,,,,,,yes,,,graviti,FDA,,fda,no,,
anda218631,,famotidine,famotidine,beximco pharms usa,,tablet,oral,approved,authorised,25.03.2025,2025,no,,,,,,,yes,,,beximco,FDA,,fda,no,,
02351102,,famotidine,famotidine,sanis health inc,small molecule,tablet,oral,approved,approved,26.05.2010,2010,,,,,,,,,,,sanis,HealthCanada,,,,,83631.0
02351110,,famotidine,famotidine,sanis health inc,small molecule,tablet,oral,approved,approved,26.05.2010,2010,,,,,,,,,,,sanis,HealthCanada,,,,,83632.0
02549107,,famotidine,famotidine,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,26.06.2024,2024,,,,,,,,,,,sivem,HealthCanada,,,,,103798.0
02549115,,famotidine,famotidine,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,26.06.2024,2024,,,,,,,,,,,sivem,HealthCanada,,,,,103799.0
anda074803,,fluoxetine hydrochloride,fluoxetine hydrochloride,barr,small molecule,capsule,oral,approved,discontinued,02.08.2001,2001,no,,,,,,,yes,,,barr,FDA,,fda,no,,
anda075049,,fluoxetine hydrochloride,fluoxetine hydrochloride,apnar pharma lp,small molecule,capsule,oral,approved,authorised,02.08.2001,2001,no,,,,,,,yes,,,apnar,FDA,,fda,no,,
anda075207,,fluoxetine hydrochloride,fluoxetine hydrochloride,norvium bioscience,small molecule,capsule,oral,approved,discontinued,30.01.2002,2002,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda075245,,fluoxetine hydrochloride,fluoxetine hydrochloride,ivax sub teva pharms,small molecule,capsule,oral,approved,authorised,31.01.2002,2002,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda075292,,fluoxetine hydrochloride,fluoxetine hydrochloride,solis pharms,small molecule,solution,oral,approved,authorised,07.02.2002,2002,no,,,,mental and behavioural disorders,,,yes,,,solis,FDA,"1 indications and usage fluoxetine is a selective serotonin reuptake inhibitor indicated for: acute and maintenance treatment of major depressive disorder (mdd) in adult and pediatric patients aged 8 to 18 years (1.1) acute and maintenance treatment of obsessive compulsive disorder (ocd) in adult and pediatric patients aged 7 to 17 years (1.2) acute and maintenance treatment of bulimia nervosa in adult patients. (1.3) acute treatment of panic disorder, with or without agoraphobia in adult patients. (1.4) 1.1 major depressive disorder fluoxetine is indicated for the acute and maintenance treatment of major depressive disorder in adult patients and in pediatric patients aged 8 to 18 years [see clinical studies (14.1) ] the usefulness of the drug in adult and pediatric patients receiving fluoxetine for extended periods should periodically be re-evaluated [see dosage and administration (2.1) ] 1.2 obsessive compulsive disorder fluoxetine is indicated for the acute and maintenance treatment of obsessions and compulsions in adult patients and in pediatric patients aged 7 to 17 years with obsessive compulsive disorder (ocd) [see clinical studies (14.2) ] the effectiveness of fluoxetine in long-term use, i.e., for more than 13 weeks, has not been systematically evaluated in placebo-controlled trials. therefore, the physician who elects to use fluoxetine for extended periods should periodically re-evaluate the long-term usefulness of the drug for the individual patient [see dosage and administration (2.2) ] 1.3 bulimia nervosa fluoxetine is indicated for the acute and maintenance treatment of binge-eating and vomiting behaviors in adult patients with moderate to severe bulimia nervosa [see clinical studies (14.3) ] the physician who elects to use fluoxetine for extended periods should periodically re-evaluate the long-term usefulness of the drug for the individual patient [see dosage and administration (2.3) ] 1.4 panic disorder fluoxetine is indicated for the acute treatment of panic disorder, with or without agoraphobia, in adult patients [see clinical studies (14.4) ] the effectiveness of fluoxetine in long-term use, i.e., for more than 12 weeks, has not been established in placebo-controlled trials. therefore, the physician who elects to use fluoxetine for extended periods should periodically re-evaluate the long-term usefulness of the drug for the individual patient [see dosage and administration (2.4) ]",fda,no,<major depressive disorder>; <obsessive compulsive disorder>; <bulimia nervosa>; <panic disorder>,
anda075452,,fluoxetine hydrochloride,fluoxetine hydrochloride,teva,small molecule,capsule,oral,approved,authorised,29.01.2002,2002,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda075464,,fluoxetine hydrochloride,fluoxetine hydrochloride,landela pharm,small molecule,capsule,oral,approved,authorised,30.01.2002,2002,no,,,,,,,yes,,,landela,FDA,,fda,no,,
anda075465,,fluoxetine hydrochloride,fluoxetine hydrochloride,marksans pharma,small molecule,capsule,oral,approved,authorised,29.01.2002,2002,no,,,,,,,yes,,,marksans,FDA,,fda,no,,
anda075506,,fluoxetine hydrochloride,fluoxetine hydrochloride,teva,small molecule,solution,oral,approved,authorised,02.08.2001,2001,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda075514,,fluoxetine hydrochloride,fluoxetine hydrochloride,pharmobedient cnsltg,small molecule,solution,oral,approved,discontinued,29.08.2002,2002,no,,,,,,,yes,,,pharmobedient,FDA,,fda,no,,
anda075525,,fluoxetine hydrochloride,fluoxetine hydrochloride,sciegen pharms inc,small molecule,solution,oral,approved,discontinued,27.06.2002,2002,no,,,,,,,yes,,,sciegen,FDA,,fda,no,,
anda075577,,fluoxetine hydrochloride,fluoxetine hydrochloride,norvium bioscience,small molecule,capsule,oral,approved,discontinued,29.01.2002,2002,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda075658,,fluoxetine hydrochloride,fluoxetine hydrochloride,specgx llc,small molecule,capsule,oral,approved,discontinued,29.01.2002,2002,no,,,,,,,yes,,,specgx,FDA,,fda,no,,
anda075690,,fluoxetine hydrochloride,fluoxetine hydrochloride,actavis mid atlantic,small molecule,solution,oral,approved,discontinued,31.01.2002,2002,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda075755,,fluoxetine hydrochloride,fluoxetine hydrochloride,rising,small molecule,tablet,oral,approved,discontinued,02.08.2001,2001,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda075807,,fluoxetine hydrochloride,fluoxetine hydrochloride,beximco pharms usa,small molecule,capsule,oral,approved,discontinued,29.01.2002,2002,no,,,,,,,yes,,,beximco,FDA,,fda,no,,
anda075810,,fluoxetine hydrochloride,fluoxetine hydrochloride,barr,small molecule,tablet,oral,approved,discontinued,01.02.2002,2002,no,,,,,,,yes,,,barr,FDA,,fda,no,,
anda075865,,fluoxetine hydrochloride,fluoxetine hydrochloride,ivax sub teva pharms,small molecule,tablet,oral,approved,discontinued,28.02.2002,2002,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda075872,,fluoxetine hydrochloride,fluoxetine hydrochloride,teva,small molecule,tablet,oral,approved,discontinued,29.01.2002,2002,no,,,,,,,yes,,,teva,FDA,,fda,no,,
