Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Marketing_authorisation_holder_extracted,Agency,Indications_and_usage,Origin,Referral,Disease_name(s),DRUG_CODE
anda201588,,olanzapine,olanzapine,sandoz inc,,injectable,intramuscular,approved,authorised,24.10.2011,2011,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda201741,,olanzapine,olanzapine,am regent,,injectable,intramuscular,approved,authorised,20.03.2012,2012,no,,,,mental and behavioural disorders,,,yes,,,am regent,FDA,"1 indications & usage olanzapine for injection is an atypical antipsychotic indicated for the: treatment of acute agitation associated with schizophrenia and bipolar i mania. ( 1.4 ) efficacy was established in three 1-day trials in adults. ( 14.3 ) 1.4 agitation associated with schizophrenia and bipolar i mania olanzapine for injection is indicated for the treatment of acute agitation associated with schizophrenia and bipolar i mania. efficacy was demonstrated in 3 short-term (24 hours of intramuscular treatment) placebo-controlled trials in agitated adult inpatients with: schizophrenia or bipolar i disorder (manic or mixed episodes) [see clinical studies ( 14.3 )]. “psychomotor agitation” is defined in dsm-iv as “excessive motor activity associated with a feeling of inner tension.” patients experiencing agitation often manifest behaviors that interfere with their diagnosis and care, e.g., threatening behaviors, escalating or urgently distressing behavior, or self-exhausting behavior, leading clinicians to the use of intramuscular antipsychotic medications to achieve immediate control of the agitation.",fda,no,<schizophrenia>; <bipolar disorder>,
anda202050,,olanzapine,olanzapine,aurobindo pharma ltd,,tablet,oral,approved,authorised,23.04.2012,2012,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda202285,,olanzapine,olanzapine,norvium bioscience,,tablet,oral,approved,authorised,12.05.2014,2014,no,,,,,,,yes,,,norvium,FDA,,fda,no,,
anda202287,,olanzapine,olanzapine,orbion pharms,,tablet,oral,approved,authorised,23.04.2012,2012,no,,,,,,,yes,,,orbion,FDA,,fda,no,,
anda202295,,olanzapine,olanzapine,alkem labs ltd,,tablet,oral,approved,authorised,20.10.2015,2015,no,,,,,,,yes,,,alkem,FDA,,fda,no,,
anda202862,,olanzapine,olanzapine,macleods pharms ltd,,tablet,oral,approved,authorised,15.08.2014,2014,no,,,,,,,yes,,,macleods,FDA,,fda,no,,
anda202889,,olanzapine,olanzapine,zydus pharms,,tablet,oral,approved,discontinued,09.03.2023,2023,no,,,,,,,yes,,,zydus,FDA,,fda,no,,
anda202937,,olanzapine,olanzapine,orbion pharms,,tablet,oral,approved,authorised,02.03.2015,2015,no,,,,,,,yes,,,orbion,FDA,,fda,no,,
anda203044,,olanzapine,olanzapine,macleods pharms ltd,,tablet,oral,approved,authorised,20.02.2015,2015,no,,,,,,,yes,,,macleods,FDA,,fda,no,,
anda203333,,olanzapine,olanzapine,chartwell molecular,,tablet,oral,approved,authorised,15.03.2016,2016,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda203456,,olanzapine,olanzapine,chartwell molecular,,tablet,oral,approved,authorised,16.03.2016,2016,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda203708,,olanzapine,olanzapine,aurobindo pharma ltd,,tablet,oral,approved,authorised,15.05.2014,2014,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda204319,,olanzapine,olanzapine,qilu,,tablet,oral,approved,authorised,27.01.2016,2016,no,,,,,,,yes,,,qilu,FDA,,fda,no,,
anda204320,,olanzapine,olanzapine,ajanta pharma ltd,,tablet,oral,approved,discontinued,30.05.2017,2017,no,,,,,,,yes,,,ajanta,FDA,,fda,no,,
anda204866,,olanzapine,olanzapine,hikma,,tablet,oral,approved,discontinued,16.06.2017,2017,no,,,,,,,yes,,,hikma,FDA,,fda,no,,
anda206155,,olanzapine,olanzapine,indoco,,tablet,oral,approved,discontinued,31.07.2020,2020,no,,,,mental and behavioural disorders,,,yes,,,indoco,FDA,"1 indications & usage olanzapine is an atypical antipsychotic indicated: as oral formulation for the: treatment of schizophrenia. ( 1.1 ) adults: efficacy was established in three clinical trials in patients with schizophrenia: two 6-week trials and one maintenance trial. ( 14.1 ) adolescents (ages 13-17): efficacy was established in one 6-week trial in patients with schizophrenia ( 14.1 ). the increased potential (in adolescents compared with adults) for weight gain and dyslipidemia may lead clinicians to consider prescribing other drugs first in adolescents. ( 1.1 ) acute treatment of manic or mixed episodes associated with bipolar i disorder and maintenance treatment of bipolar i disorder. ( 1.2 ) adults: efficacy was established in three clinical trials in patients with manic or mixed episodes of bipolar i disorder: two 3- to 4-week trials and one maintenance trial. ( 14.2 ) adolescents (ages 13-17): efficacy was established in one 3-week trial in patients with manic or mixed episodes associated with bipolar i disorder ( 14.2 ). the increased potential (in adolescents compared with adults) for weight gain and dyslipidemia may lead clinicians to consider prescribing other drugs first in adolescents. ( 1.2 ) medication therapy for pediatric patients with schizophrenia or bipolar i disorder should be undertaken only after a thorough diagnostic evaluation and with careful consideration of the potential risks. ( 1.3 ) adjunct to valproate or lithium in the treatment of manic or mixed episodes associated with bipolar i disorder. ( 1.2 ) efficacy was established in two 6-week clinical trials in adults ( 14.2 ). maintenance efficacy has not been systematically evaluated. as olanzapine and fluoxetine in combination for the: treatment of depressive episodes associated with bipolar i disorder. ( 1.5 ) efficacy was established with symbyax (olanzapine and fluoxetine in combination); refer to the product label for symbyax treatment of treatment resistant depression. ( 1.6 ) efficacy was established with symbyax (olanzapine and fluoxetine in combination) in adults; refer to the product label for symbyax. 1.1 schizophrenia oral olanzapine tablets are indicated for the treatment of schizophrenia. efficacy was established in three clinical trials in adult patients with schizophrenia: two 6-week trials and one maintenance trial. in adolescent patients with schizophrenia (ages 13-17), efficacy was established in one 6-week trial [see clinical studies ( 14.1 )]. when deciding among the alternative treatments available for adolescents, clinicians should consider the increased potential (in adolescents as compared with adults) for weight gain and dyslipidemia. clinicians should consider the potential long-term risks when prescribing to adolescents, and in many cases this may lead them to consider prescribing other drugs first in adolescents [see warnings and precautions ( 5.5 )]. 1.2 bipolar i disorder (manic or mixed episodes) monotherapy — oral olanzapine tablets are indicated for the acute treatment of manic or mixed episodes associated with bipolar i disorder and maintenance treatment of bipolar i disorder. efficacy was established in three clinical trials in adult patients with manic or mixed episodes of bipolar i disorder: two 3- to 4-week trials and one monotherapy maintenance trial. in adolescent patients with manic or mixed episodes associated with bipolar i disorder (ages 13-17), efficacy was established in one 3-week trial [see clinical studies ( 14.2)]. when deciding among the alternative treatments available for adolescents, clinicians should consider the increased potential (in adolescents as compared with adults) for weight gain and dyslipidemia. clinicians should consider the potential long-term risks when prescribing to adolescents, and in many cases this may lead them to consider prescribing other drugs first in adolescents [see warnings and precautions ( 5.5 )]. adjunctive therapy to lithium or valproate — oral olanzapine tablets are indicated for the treatment of manic or mixed episodes associated with bipolar i disorder as an adjunct to lithium or valproate. efficacy was established in two 6-week clinical trials in adults. the effectiveness of adjunctive therapy for longer-term use has not been systematically evaluated in controlled trials [see clinical studies ( 14.2 )]. 1.3 special considerations in treating pediatric schizophrenia and bipolar i disorder pediatric schizophrenia and bipolar i disorder are serious mental disorders; however, diagnosis can be challenging. for pediatric schizophrenia, symptom profiles can be variable, and for bipolar i disorder, pediatric patients may have variable patterns of periodicity of manic or mixed symptoms. it is recommended that medication therapy for pediatric schizophrenia and bipolar i disorder be initiated only after a thorough diagnostic evaluation has been performed and careful consideration given to the risks associated with medication treatment. medication treatment for both pediatric schizophrenia and bipolar i disorder should be part of a total treatment program that often includes psychological, educational and social interventions. 1.5 olanzapine and fluoxetine in combination: depressive episodes associated with bipolar i disorder oral olanzapine and fluoxetine in combination is indicated for the treatment of depressive episodes associated with bipolar i disorder, based on clinical studies. when using olanzapine and fluoxetine in combination, refer to the clinical studies section of the package insert for symbyax. olanzapine tablets monotherapy is not indicated for the treatment of depressive episodes associated with bipolar i disorder. 1.6 olanzapine and fluoxetine in combination: treatment resistant depression oral olanzapine and fluoxetine in combination is indicated for the treatment of treatment resistant depression (major depressive disorder in patients who do not respond to 2 separate trials of different antidepressants of adequate dose and duration in the current episode), based on clinical studies in adult patients. when using olanzapine and fluoxetine in combination, refer to the clinical studies section of the package insert for symbyax. olanzapine monotherapy is not indicated for the treatment of treatment resistant depression.",fda,no,<schizophrenia>; <bipolar disorder>; <depressive disorder>; <treatment resistant depression>,
anda206238,,olanzapine,olanzapine,sunshine,,tablet,oral,approved,discontinued,19.11.2018,2018,no,,,,,,,yes,,,sunshine,FDA,,fda,no,,
anda206711,,olanzapine,olanzapine,ajanta pharma ltd,,tablet,oral,approved,discontinued,30.08.2016,2016,no,,,,,,,yes,,,ajanta,FDA,,fda,no,,
anda206892,,olanzapine,olanzapine,hisun pharm hangzhou,,tablet,oral,approved,authorised,31.12.2020,2020,no,,,,,,,yes,,,hisun,FDA,,fda,no,,
anda206924,,olanzapine,olanzapine,hisun pharm hangzhou,,tablet,oral,approved,discontinued,31.12.2020,2020,no,,,,,,,yes,,,hisun,FDA,,fda,no,,
anda208146,,olanzapine,olanzapine,hec pharm,,tablet,oral,approved,authorised,03.07.2018,2018,no,,,,,,,yes,,,hec,FDA,,fda,no,,
anda209399,,olanzapine,olanzapine,jiangsu hansoh pharm,,tablet,oral,approved,discontinued,24.09.2018,2018,no,,,,,,,yes,,,jiangsu hansoh,FDA,,fda,no,,
anda210022,,olanzapine,olanzapine,cadila pharms ltd,,tablet,oral,approved,authorised,24.02.2023,2023,no,,,,mental and behavioural disorders,,,yes,,,cadila,FDA,"1 indications & usage olanzapine is an atypical antipsychotic indicated: as oral formulation for the: • treatment of schizophrenia. ( 1.1 ) • adults: efficacy was established in three clinical trials in patients with schizophrenia: two 6-week trials and one maintenance trial. ( 14.1 ) • adolescents (ages 13 to 17): efficacy was established in one 6-week trial in patients with schizophrenia ( 14.1 ). the increased potential (in adolescents compared with adults) for weight gain and dyslipidemia may lead clinicians to consider prescribing other drugs first in adolescents. ( 1.1 ) • acute treatment of manic or mixed episodes associated with bipolar i disorder and maintenance treatment of bipolar i disorder. ( 1.2 ) • adults: efficacy was established in three clinical trials in patients with manic or mixed episodes of bipolar i disorder: two 3- to 4-week trials and one maintenance trial. ( 14.2 ) • adolescents (ages 13 to 17): efficacy was established in one 3-week trial in patients with manic or mixed episodes associated with bipolar i disorder ( 14.2 ). the increased potential (in adolescents compared with adults) for weight gain and dyslipidemia may lead clinicians to consider prescribing other drugs first in adolescents. ( 1.2 ) • medication therapy for pediatric patients with schizophrenia or bipolar i disorder should be undertaken only after a thorough diagnostic evaluation and with careful consideration of the potential risks. ( 1.3 ) • adjunct to valproate or lithium in the treatment of manic or mixed episodes associated with bipolar i disorder. ( 1.2 ) • efficacy was established in two 6-week clinical trials in adults ( 14.2 ). maintenance efficacy has not been systematically evaluated. as olanzapine intramuscular for the : • treatment of acute agitation associated with schizophrenia and bipolar i mania. ( 1.4 ) • efficacy was established in three 1-day trials in adults. ( 14.3 ) as olanzapine and fluoxetine in combination for the: • treatment of depressive episodes associated with bipolar i disorder. ( 1.5 ) • efficacy was established with symbyax (olanzapine and fluoxetine in combination); refer to the product label for symbyax. • treatment of treatment resistant depression. ( 1.6 ) • efficacy was established with symbyax (olanzapine and fluoxetine in combination) in adults; refer to the product label for symbyax. 1.1 schizophrenia oral olanzapine is indicated for the treatment of schizophrenia. efficacy was established in three clinical trials in adult patients with schizophrenia: two 6-week trials and one maintenance trial. in adolescent patients with schizophrenia (ages 13 to 17), efficacy was established in one 6-week trial [see clinical studies ( 14.1)]. when deciding among the alternative treatments available for adolescents, clinicians should consider the increased potential (in adolescents as compared with adults) for weight gain and dyslipidemia. clinicians should consider the potential long-term risks when prescribing to adolescents, and in many cases this may lead them to consider prescribing other drugs first in adolescents [see warnings and precautions (5.5)]. 1.2 bipolar i disorder (manic or mixed episodes) monotherapy — oral olanzapine is indicated for the acute treatment of manic or mixed episodes associated with bipolar i disorder and maintenance treatment of bipolar i disorder. efficacy was established in three clinical trials in adult patients with manic or mixed episodes of bipolar i disorder: two 3- to 4-week trials and one monotherapy maintenance trial. in adolescent patients with manic or mixed episodes associated with bipolar i disorder (ages 13 to 17), efficacy was established in one 3-week trial [see clinical studies ( 14.2)]. when deciding among the alternative treatments available for adolescents, clinicians should consider the increased potential (in adolescents as compared with adults) for weight gain and dyslipidemia. clinicians should consider the potential long-term risks when prescribing to adolescents, and in many cases this may lead them to consider prescribing other drugs first in adolescents [see warnings and precautions ( 5.5)]. adjunctive therapy to lithium or valproate — oral olanzapine is indicated for the treatment of manic or mixed episodes associated with bipolar i disorder as an adjunct to lithium or valproate. efficacy was established in two 6-week clinical trials in adults. the effectiveness of adjunctive therapy for longer-term use has not been systematically evaluated in controlled trials [see clinical studies ( 14.2)]. 1.3 special considerations in treating pediatric schizophrenia and bipolar i disorder pediatric schizophrenia and bipolar i disorder are serious mental disorders; however, diagnosis can be challenging. for pediatric schizophrenia, symptom profiles can be variable, and for bipolar i disorder, pediatric patients may have variable patterns of periodicity of manic or mixed symptoms. it is recommended that medication therapy for pediatric schizophrenia and bipolar i disorder be initiated only after a thorough diagnostic evaluation has been performed and careful consideration given to the risks associated with medication treatment. medication treatment for both pediatric schizophrenia and bipolar i disorder should be part of a total treatment program that often includes psychological, educational and social interventions. 1.4 olanzapine intramuscular: agitation associated with schizophrenia and bipolar i mania olanzapine intramuscular is indicated for the treatment of acute agitation associated with schizophrenia and bipolar i mania. efficacy was demonstrated in 3 short-term (24 hours of im treatment) placebo-controlled trials in agitated adult inpatients with: schizophrenia or bipolar i disorder (manic or mixed episodes) [see clinical studies ( 14.3 )] . “psychomotor agitation” is defined in dsm-iv as “excessive motor activity associated with a feeling of inner tension.” patients experiencing agitation often manifest behaviors that interfere with their diagnosis and care, e.g., threatening behaviors, escalating or urgently distressing behavior, or self-exhausting behavior, leading clinicians to the use of intramuscular antipsychotic medications to achieve immediate control of the agitation. 1.5 olanzapine and fluoxetine in combination: depressive episodes associated with bipolar i disorder oral olanzapine and fluoxetine in combination is indicated for the treatment of depressive episodes associated with bipolar i disorder, based on clinical studies. when using olanzapine and fluoxetine in combination, refer to the clinical studies section of the package insert for symbyax. olanzapine monotherapy is not indicated for the treatment of depressive episodes associated with bipolar i disorder. 1.6 olanzapine and fluoxetine in combination: treatment resistant depression oral olanzapine and fluoxetine in combination is indicated for the treatment of treatment resistant depression (major depressive disorder in patients who do not respond to 2 separate trials of different antidepressants of adequate dose and duration in the current episode), based on clinical studies in adult patients. when using olanzapine and fluoxetine in combination, refer to the clinical studies section of the package insert for symbyax. olanzapine monotherapy is not indicated for the treatment of treatment resistant depression.",fda,no,<schizophrenia>; <bipolar disorder>; <treatment-resistant depression>,
anda210968,,olanzapine,olanzapine,eugia pharma,,injectable,intramuscular,approved,authorised,22.10.2020,2020,no,,,,,,,yes,,,eugia,FDA,,fda,no,,
anda217466,,olanzapine,olanzapine,aspiro,,injectable,intramuscular,approved,authorised,22.03.2023,2023,no,,,,mental and behavioural disorders,,,yes,,,not reported,FDA,"1 indications and usage olanzapine for injection is an atypical antipsychotic indicated: • treatment of acute agitation associated with schizophrenia and bipolar i mania. ( 1.4 ) • efficacy was established in three 1-day trials in adults. ( 14.3 ) 1.4 olanzapine for injection: agitation associated with schizophrenia and bipolar i mania olanzapine for injection intramuscular is indicated for the treatment of acute agitation associated with schizophrenia and bipolar i mania. efficacy was demonstrated in 3 short-term (24 hours of im treatment) placebo-controlled trials in agitated adult inpatients with: schizophrenia or bipolar i disorder (manic or mixed episodes) [see clinical studies ( 14.3 )]. “psychomotor agitation” is defined in dsm-iv as “excessive motor activity associated with a feeling of inner tension.” patients experiencing agitation often manifest behaviors that interfere with their diagnosis and care, e.g., threatening behaviors, escalating or urgently distressing behavior, or self-exhausting behavior, leading clinicians to the use of intramuscular antipsychotic medications to achieve immediate control of the agitation.",fda,no,<schizophrenia>; <bipolar disorder>,
anda218116,,olanzapine,olanzapine,qilu,,injectable,intramuscular,approved,authorised,16.05.2025,2025,no,,,,,,,yes,,,qilu,FDA,,fda,no,,
02311968,,olanzapine,olanzapine,pro doc limitee,small molecule,tablet,oral,approved,approved,29.01.2010,2010,,,,,,,,,,,pro doc,HealthCanada,,,,,79749.0
02311976,,olanzapine,olanzapine,pro doc limitee,small molecule,tablet,oral,approved,approved,29.01.2010,2010,,,,,,,,,,,pro doc,HealthCanada,,,,,79750.0
02311984,,olanzapine,olanzapine,pro doc limitee,small molecule,tablet,oral,approved,approved,29.01.2010,2010,,,,,,,,,,,pro doc,HealthCanada,,,,,79751.0
02311992,,olanzapine,olanzapine,pro doc limitee,small molecule,tablet,oral,approved,approved,29.01.2010,2010,,,,,,,,,,,pro doc,HealthCanada,,,,,79752.0
02312018,,olanzapine,olanzapine,pro doc limitee,small molecule,tablet,oral,approved,approved,29.01.2010,2010,,,,,,,,,,,pro doc,HealthCanada,,,,,79753.0
02372819,,olanzapine,olanzapine,sanis health inc,small molecule,tablet,oral,approved,approved,25.10.2011,2011,,,,,,,,,,,sanis,HealthCanada,,,,,85790.0
02372827,,olanzapine,olanzapine,sanis health inc,small molecule,tablet,oral,approved,approved,25.10.2011,2011,,,,,,,,,,,sanis,HealthCanada,,,,,85791.0
02372835,,olanzapine,olanzapine,sanis health inc,small molecule,tablet,oral,approved,approved,25.10.2011,2011,,,,,,,,,,,sanis,HealthCanada,,,,,85792.0
02372843,,olanzapine,olanzapine,sanis health inc,small molecule,tablet,oral,approved,approved,25.10.2011,2011,,,,,,,,,,,sanis,HealthCanada,,,,,85793.0
02372851,,olanzapine,olanzapine,sanis health inc,small molecule,tablet,oral,approved,approved,25.10.2011,2011,,,,,,,,,,,sanis,HealthCanada,,,,,85794.0
02385864,,olanzapine,olanzapine,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,05.06.2012,2012,,,,,,,,,,,sivem,HealthCanada,,,,,87147.0
02385872,,olanzapine,olanzapine,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,05.06.2012,2012,,,,,,,,,,,sivem,HealthCanada,,,,,87148.0
02385880,,olanzapine,olanzapine,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,05.06.2012,2012,,,,,,,,,,,sivem,HealthCanada,,,,,87149.0
02385899,,olanzapine,olanzapine,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,05.06.2012,2012,,,,,,,,,,,sivem,HealthCanada,,,,,87150.0
02385902,,olanzapine,olanzapine,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,05.06.2012,2012,,,,,,,,,,,sivem,HealthCanada,,,,,87151.0
02385910,,olanzapine,olanzapine,sivem pharmaceuticals ulc,small molecule,tablet,oral,approved,approved,10.05.2012,2012,,,,,,,,,,,sivem,HealthCanada,,,,,87152.0
02421704,,olanzapine,olanzapine,pro doc limitee,small molecule,tablet,oral,approved,approved,18.03.2014,2014,,,,,,,,,,,pro doc,HealthCanada,,,,,90636.0
anda073531,,potassium chloride,potassium chloride,teva,small molecule,capsule,oral,approved,discontinued,26.04.1996,1996,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda073532,,potassium chloride,potassium chloride,teva,small molecule,capsule,oral,approved,discontinued,26.04.1996,1996,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda074812,,potassium chloride,potassium chloride,esi lederle,small molecule,tablet,oral,conditional marketing authorisation,none (conditional marketing authorisation),11.05.1999,1999,no,,,,,,,yes,,,esi,FDA,,fda,no,,
anda075604,,potassium chloride,potassium chloride,actavis labs fl inc,small molecule,tablet,oral,approved,authorised,10.04.2002,2002,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda075775,,potassium chloride,potassium chloride,elan pharm,small molecule,tablet,oral,conditional marketing authorisation,none (conditional marketing authorisation),28.06.2001,2001,no,,,,,,,yes,,,elan,FDA,,fda,no,,
anda076044,,potassium chloride,potassium chloride,nesher pharms,small molecule,tablet,oral,approved,discontinued,05.04.2002,2002,no,,,,,,,yes,,,nesher,FDA,,fda,no,,
anda076368,,potassium chloride,potassium chloride,adare pharms inc,small molecule,tablet,oral,approved,authorised,18.08.2004,2004,no,,,,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",,,yes,,,adare,FDA,"indications and usage because of reports of intestinal and gastric ulceration and bleeding with controlled release potassium chloride preparations, these drugs should be reserved for those patients who cannot tolerate or refuse to take liquid or effervescent potassium preparations or for patients in whom there is a problem of compliance with these preparations. for the treatment of patients with hypokalemia with or without metabolic alkalosis, in digitalis intoxication, and in patients with hypokalemic familial periodic paralysis. if hypokalemia is the result of diuretic therapy, consideration should be given to the use of a lower dose of diuretic, which may be sufficient without leading to hypokalemia. for the prevention of hypokalemia in patients who would be at particular risk if hypokalemia were to develop, e.g. digitalized patients or patients with significant cardiac arrhythmias. the use of potassium salts in patients receiving diuretics for uncomplicated essential hypertension is often unnecessary when such patients have a normal dietary pattern and when low doses of the diuretic are used. serum potassium should be checked periodically, however, and if hypokalemia occurs, dietary supplementation with potassium-containing foods may be adequate to control milder cases. in more severe cases, and if dose adjustment of the diuretic is ineffective or unwarranted, supplementation with potassium salts may be indicated.",fda,no,<metabolic alkalosis>; <digitalis intoxication>; <hypokalemic periodic paralysis>; <cardiac arrhythmias>; <hypertension>,
anda077419,,potassium chloride,potassium chloride,actavis labs fl inc,,capsule,oral,approved,authorised,02.06.2008,2008,no,,,,,,,yes,,,actavis,FDA,,fda,no,,
anda200185,,potassium chloride,potassium chloride,padagis us,,capsule,oral,approved,authorised,18.05.2011,2011,no,,,,,,,yes,,,padagis,FDA,,fda,no,,
anda201944,,potassium chloride,potassium chloride,tris pharma inc,,capsule,oral,approved,discontinued,04.03.2016,2016,no,,,,,,,yes,,,tris,FDA,,fda,no,,
anda202128,,potassium chloride,potassium chloride,amneal pharms,,capsule,oral,approved,authorised,22.02.2013,2013,no,,,,,,,yes,,,amneal,FDA,,fda,no,,
anda202868,,potassium chloride,potassium chloride,glenmark pharms ltd,,capsule,oral,approved,discontinued,19.01.2016,2016,no,,,,,,,yes,,,glenmark,FDA,,fda,no,,
anda202886,,potassium chloride,potassium chloride,endo operations,,capsule,oral,approved,discontinued,26.12.2013,2013,no,,,,,,,yes,,,endo,FDA,,fda,no,,
anda203002,,potassium chloride,potassium chloride,lupin ltd,,capsule,oral,approved,authorised,18.12.2015,2015,no,,,,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system; diseases of the digestive system; diseases of the genitourinary system",,,yes,,,lupin,FDA,"indications and usage because of reports of intestinal and gastric ulceration and bleeding with controlled-release potassium chloride preparations, these drugs should be reserved for those patients who cannot tolerate or refuse to take liquid or effervescent potassium preparations or for patients in whom there is a problem of compliance with these preparations. for the treatment of patients with hypokalemia with or without metabolic alkalosis, in digitalis intoxications, and in patients with hypokalemic familial periodic paralysis. if hypokalemia is the result of diuretic therapy, consideration should be given to the use of a lower dose of diuretic, which may be sufficient without leading to hypokalemia. for the prevention of hypokalemia in patients who would be at particular risk if hypokalemia were to develop e.g., digitalized patients or patients with significant cardiac arrhythmias, hepatic cirrhosis with ascites, states of aldosterone excess with normal renal function, potassium-losing nephropathy, and certain diarrheal states. the use of potassium salts in patients receiving diuretics for uncomplicated essential hypertension is often unnecessary when such patients have a normal dietary pattern and when low doses of the diuretic are used. serum potassium should be checked periodically, however, and if hypokalemia occurs, dietary supplementation with potassium-containing foods may be adequate to control milder cases. in more severe cases, and if dose adjustment of the diuretic is ineffective or unwarranted, supplementation with potassium salts may be indicated.",fda,no,<hypokalemia>; <metabolic alkalosis>; <digitalis glycoside toxicity>; <hypokalemic periodic paralysis>; <cardiac arrhythmias>; <liver cirrhosis>; <hyperaldosteronism>; <nephropathies>; <diarrhea>,
anda203562,,potassium chloride,potassium chloride,glenmark pharms ltd,,tablet,oral,approved,authorised,26.07.2016,2016,no,,,,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",,,yes,,,glenmark,FDA,"indications and usage because of reports of intestinal and gastric ulceration and bleeding with controlled-release potassium chloride preparations, these drugs should be reserved for those patients who cannot tolerate or refuse to take liquid or effervescent potassium preparations or for patients in whom there is a problem of compliance with these preparations. 1. for the treatment of patients with hypokalemia with or without metabolic alkalosis, in digitalis intoxication, and in patients with hypokalemic familial periodic paralysis. if hypokalemia is the result of diuretic therapy, consideration should be given to the use of a lower dose of diuretic, which may be sufficient without leading to hypokalemia. 2. for the prevention of hypokalemia in patients who would be at particular risk if hypokalemia were to develop, e.g., digitalized patients or patients with significant cardiac arrhythmias. the use of potassium salts in patients receiving diuretics for uncomplicated essential hypertension is often unnecessary when such patients have a normal dietary pattern and when low doses of the diuretic are used. serum potassium should be checked periodically, however, and if hypokalemia occurs, dietary supplementation with potassium-containing foods may be adequate to control milder cases. in more severe cases, and if dose adjustment of the diuretic is ineffective or unwarranted, supplementation with potassium salts may be indicated.",fda,no,<hypokalemia>; <metabolic alkalosis>; <digitalis intoxication>; <hypokalemic periodic paralysis>; <cardiac arrhythmias>; <hypertension>,
anda204210,,potassium chloride,potassium chloride,chartwell molecular,,capsule,oral,approved,discontinued,28.03.2016,2016,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda204662,,potassium chloride,potassium chloride,mylan,,tablet,oral,approved,authorised,21.08.2014,2014,no,,,,,,,yes,,,mylan,FDA,,fda,no,,
anda204828,,potassium chloride,potassium chloride,novel labs inc,,capsule,oral,approved,authorised,15.08.2016,2016,no,,,,,,,yes,,,novel,FDA,,fda,no,,
anda205549,,potassium chloride,potassium chloride,strides pharma,,capsule,oral,approved,authorised,08.12.2015,2015,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda205993,,potassium chloride,potassium chloride,padagis us,,tablet,oral,approved,authorised,05.11.2015,2015,no,,,,,,,yes,,,padagis,FDA,,fda,no,,
anda206347,,potassium chloride,potassium chloride,novel labs inc,,tablet,oral,approved,authorised,21.01.2016,2016,no,,,,,,,yes,,,novel,FDA,,fda,no,,
anda206630,,potassium chloride,potassium chloride,chartwell rx,,tablet,oral,approved,discontinued,29.03.2019,2019,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda206759,,potassium chloride,potassium chloride,novel labs inc,,tablet,oral,approved,authorised,09.08.2016,2016,no,,,,,,,yes,,,novel,FDA,,fda,no,,
anda206881,,potassium chloride,potassium chloride,strides pharma,,tablet,oral,approved,discontinued,22.01.2019,2019,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda207528,,potassium chloride,potassium chloride,sigmapharm labs llc,,tablet,oral,approved,discontinued,19.08.2016,2016,no,,,,,,,yes,,,sigmapharm,FDA,,fda,no,,
anda208445,,potassium chloride,potassium chloride,zydus pharms,,capsule,oral,approved,authorised,11.03.2019,2019,no,,,,,,,yes,,,zydus,FDA,,fda,no,,
anda208864,,potassium chloride,potassium chloride,adare pharms inc,,capsule,oral,approved,authorised,17.03.2017,2017,no,,,,"endocrine, nutritional, and metabolic diseases",,,yes,,,adare,FDA,"1 indications and usage potassium chloride extended-release capsules are indicated for the treatment and prophylaxis of hypokalemia in adults and children with or without metabolic alkalosis, in patients for whom dietary management with potassium-rich foods or diuretic dose reduction is insufficient. potassium chloride extended-release capsules contain potassium chloride, a potassium salt indicated for the treatment and prophylaxis of hypokalemia with or without metabolic alkalosis, in patients for whom dietary management with potassium-rich foods or diuretic dose reduction is insufficient. (1)",fda,no,<hypokalemia>,
