measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,22,All ages,340,Tetanus,1,Number,1980,513629.5352423805,733172.2965970439,354922.7866018767
1,Deaths,1,Global,3,Both,22,All ages,340,Tetanus,2,Percent,1980,0.011656777599697847,0.0166471987180832,0.008242067500235458
1,Deaths,1,Global,3,Both,22,All ages,340,Tetanus,3,Rate,1980,11.489344504277044,16.40028175681196,7.939243925610012
1,Deaths,1,Global,3,Both,22,All ages,391,Other nutritional deficiencies,1,Number,1980,96976.69734804556,148765.80940743547,67432.69231899673
1,Deaths,1,Global,3,Both,22,All ages,391,Other nutritional deficiencies,2,Percent,1980,0.0022010239157405085,0.0033649262108497906,0.0015299890355986129
1,Deaths,1,Global,3,Both,22,All ages,391,Other nutritional deficiencies,3,Rate,1980,2.169265216013945,3.3277323780320893,1.5083973559625292
1,Deaths,1,Global,3,Both,22,All ages,394,Syphilis,1,Number,1980,87022.06246981911,168293.72718902107,33408.93506683557
1,Deaths,1,Global,3,Both,22,All ages,394,Syphilis,2,Percent,1980,0.001973887440911392,0.003808819072698178,0.0007460044779025476
1,Deaths,1,Global,3,Both,22,All ages,394,Syphilis,3,Rate,1980,1.9465906584142454,3.764551056572369,0.7473222199396288
1,Deaths,1,Global,3,Both,22,All ages,395,Chlamydial infection,1,Number,1980,803.736681458886,1002.4570397587103,547.1594820681328
1,Deaths,1,Global,3,Both,22,All ages,395,Chlamydial infection,2,Percent,1980,1.8238458630431183e-05,2.2679425430318114e-05,1.2381087856753233e-05
1,Deaths,1,Global,3,Both,22,All ages,395,Chlamydial infection,3,Rate,1980,0.017978731732488522,0.02242389405253039,0.01223937362810724
1,Deaths,1,Global,3,Both,22,All ages,396,Gonococcal infection,1,Number,1980,373.99960668858455,548.9255468752742,241.3326053651944
1,Deaths,1,Global,3,Both,22,All ages,396,Gonococcal infection,2,Percent,1980,8.489734618580925e-06,1.2466643707439191e-05,5.463790887996316e-06
1,Deaths,1,Global,3,Both,22,All ages,396,Gonococcal infection,3,Rate,1980,0.008365972030174468,0.012278878612914147,0.005398352806652755
1,Deaths,1,Global,3,Both,22,All ages,399,Other sexually transmitted infections,1,Number,1980,2525.391834147758,3242.6027117448775,1735.2477507617104
1,Deaths,1,Global,3,Both,22,All ages,399,Other sexually transmitted infections,2,Percent,1980,5.730979443825976e-05,7.320750562032745e-05,3.941316050975085e-05
1,Deaths,1,Global,3,Both,22,All ages,399,Other sexually transmitted infections,3,Rate,1980,0.05649031996791124,0.07253356181738868,0.0388156401468716
1,Deaths,1,Global,3,Both,22,All ages,400,Acute hepatitis,1,Number,1980,186345.14002291078,212477.95094525252,161183.5748517539
1,Deaths,1,Global,3,Both,22,All ages,400,Acute hepatitis,2,Percent,1980,0.004228335385344289,0.004761190449813659,0.0037170426279118734
1,Deaths,1,Global,3,Both,22,All ages,400,Acute hepatitis,3,Rate,1980,4.168341895313006,4.7529049839800805,3.605504537485019
1,Deaths,1,Global,3,Both,22,All ages,408,Other unspecified infectious diseases,1,Number,1980,59997.67168810087,74425.7433474671,36468.36429908944
1,Deaths,1,Global,3,Both,22,All ages,408,Other unspecified infectious diseases,2,Percent,1980,0.0013614032812030415,0.0016726130667646727,0.0008340355693911143
1,Deaths,1,Global,3,Both,22,All ages,408,Other unspecified infectious diseases,3,Rate,1980,1.3420838798800867,1.6648244437548418,0.8157583865226755
1,Deaths,1,Global,3,Both,22,All ages,411,Esophageal cancer,1,Number,1980,299718.6842880595,341533.6171814458,260955.35917946298
1,Deaths,1,Global,3,Both,22,All ages,411,Esophageal cancer,2,Percent,1980,0.006799771825348342,0.007639435431847981,0.0059205558908471114
1,Deaths,1,Global,3,Both,22,All ages,411,Esophageal cancer,3,Rate,1980,6.704387076434667,7.639742495995245,5.837292866025232
1,Deaths,1,Global,3,Both,22,All ages,414,Stomach cancer,1,Number,1980,827903.8473794208,906091.2296715754,741976.9002183033
1,Deaths,1,Global,3,Both,22,All ages,414,Stomach cancer,2,Percent,1980,0.018786059692179297,0.020266434225964674,0.01689896279224892
1,Deaths,1,Global,3,Both,22,All ages,414,Stomach cancer,3,Rate,1980,18.51932544040685,20.268293732540318,16.5972313426268
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,1,Number,1980,203098.31786292396,235838.88635982756,170622.7517726223
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,2,Percent,1980,0.004608153726121107,0.0053015179850883715,0.0038929723173787146
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,3,Rate,1980,4.54309260285264,5.275464175973508,3.8166488507291962
1,Deaths,1,Global,3,Both,22,All ages,381,Neonatal preterm birth,1,Number,1980,1438179.8484566296,1595195.7962344459,1286504.2799196073
1,Deaths,1,Global,3,Both,22,All ages,381,Neonatal preterm birth,2,Percent,1980,0.03263683103718111,0.03581204941949083,0.029614200116861458
