"FORMULATION_ID"~"COMPONENT_ID"~"FORMULATION_TYPE"~"INGREDIENT_ID"~"LABEL_NAME_AND_POTENCY"~"CONCENTRATION_RATIO_1"~"CONCENTRATION_RATIO_2"~"POTENCY"~"POTENCY_MEASURED"~"UNIT_PROPORTION_CODE"~"ADDITIONAL_INFORMATION"~"STANDARDISED_FLAG"~"CREATION_DATE"~"LAST_UPDATE_DATE"~"QUANTITY"~"FORMULATION_INGREDIENT_TYPE"
296630~83517~E~56316~~~~~~mg~~~03-jul-2002 00:00:00~26-aug-1996 00:00:00~~S
296631~83517~E~55886~~~~~~mg~~~03-jul-2002 00:00:00~26-aug-1996 00:00:00~~S
296632~83517~E~58409~~~~~~mg~~~03-jul-2002 00:00:00~26-aug-1996 00:00:00~~S
296633~83517~E~54400~~~~~~mg~~~03-jul-2002 00:00:00~26-aug-1996 00:00:00~~S
296634~83517~E~77698~~~~~~mg~~~03-jul-2002 00:00:00~26-aug-1996 00:00:00~~S
296635~83517~E~93377~~~~~~mg~~~03-jul-2002 00:00:00~26-aug-1996 00:00:00~~S
299592~83814~A~53142~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~2~S
299593~83814~A~53312~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~2.5~S
299594~83814~E~52120~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299595~83814~E~52877~~~~~~mg/mL~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~~S
299596~83814~E~55797~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299597~83814~E~55690~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299598~83814~E~53800~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299599~83814~E~57981~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299600~83814~E~55987~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299601~83814~E~52417~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299602~83814~E~55774~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299603~83814~E~54475~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299604~83814~E~52121~~~~~~mg/mL~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299605~83814~E~93224~~~~~~QS~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~S
299606~83814~E~892~~~~~~~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~PI
299607~83814~E~2488~~~~~~~~~03-jul-2002 00:00:00~13-sep-1996 00:00:00~~PI
300990~83923~A~59932~~~~~~mg~root powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~247~S
300991~83923~A~68686~~~~~~mg~rhiz. powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~247~S
300992~83923~A~68512~~~~~~mg~root & rhiz. powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~247~S
300993~83923~A~68577~~~~~~mg~root powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~247~S
300994~83923~A~72121~~~~~~mg~root powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~494~S
300995~83923~A~94996~~~~~~g~root powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~1.974~S
300996~83923~A~77281~~~~~~mg~tuber powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~494~S
300997~83923~A~108259~~~~~~mg~seed powder~~03-jul-2002 00:00:00~04-apr-2012 10:23:41~494~S
300998~83923~A~77033~~~~~~mg~root powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~247~S
300999~83923~E~58672~~~~~~g~~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~~S
301000~83924~A~70499~~~~~~mg~fruit powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~332~S
301001~83924~A~77248~~~~~~mg~flower powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~332~S
301002~83924~A~94996~~~~~~g~root powder steamed with wine~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~1.326~S
301003~83924~A~108191~~~~~~mg~rhiz. powder~~03-jul-2002 00:00:00~04-apr-2012 10:23:08~663~S
301004~83924~A~68612~~~~~~mg~fruit flesh powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~663~S
301005~83924~A~68586~~~~~~mg~stem bark powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~497~S
301006~83924~A~68423~~~~~~mg~fruit. body powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~497~S
301007~83924~A~82404~~~~~~mg~tuber powder~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~497~S
301008~83924~E~58672~~~~~~g~~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~~S
301363~83958~A~55585~~~~~~mg~(containing 34.69% base)~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~720.7~S
301364~83958~E~55955~~~~~~mg~~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~~S
301365~83958~E~52008~~~~~~mg~~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~~S
301366~83958~E~93377~~~~~~mg~~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~~S
301367~83958~E~54400~~~~~~mg~~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~~S
301368~83958~E~68471~~~~~~mg~~~03-jul-2002 00:00:00~30-sep-1996 00:00:00~~S
302818~84084~A~59168~~~~~~mg~bulb odourless ext dry conc (50:1 in 30% E:W)~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~10~S
302819~84084~A~71964~~~~~~mg~root powder~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~200~S
302820~84084~E~93309~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302821~84084~E~77698~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302822~84084~E~57933~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302823~84084~E~55927~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302824~84084~E~53757~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302825~84084~E~93283~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302826~84084~E~93287~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302827~84084~E~93285~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302828~84084~E~55549~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302829~84084~E~55403~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302830~84084~E~53800~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302831~84084~E~93224~~~~~~~~~03-jul-2002 00:00:00~21-oct-1996 00:00:00~~S
302838~84086~A~52684~~~~~~mg~~~03-jul-2002 00:00:00~17-oct-1996 00:00:00~4~S
302839~84086~A~94750~~~~~~mg~~~03-jul-2002 00:00:00~17-oct-1996 00:00:00~5~S
302840~84086~E~55927~~~~~~mg~~~03-jul-2002 00:00:00~17-oct-1996 00:00:00~~S
302841~84086~E~53757~~~~~~mg~~~03-jul-2002 00:00:00~17-oct-1996 00:00:00~~S
302842~84086~E~53800~~~~~~mg~~~03-jul-2002 00:00:00~17-oct-1996 00:00:00~~S
302843~84086~E~93224~~~~~~mg~~~03-jul-2002 00:00:00~17-oct-1996 00:00:00~~S
309999~84734~A~55087~~~~~~mg~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~500~S
310000~84734~E~54400~~~~~~mg~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310001~84734~E~93379~~~~~~mg~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310002~84734~E~55955~~~~~~mg~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310003~84734~E~55456~~~~~~mg~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310004~84734~E~55458~~~~~~mg~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310005~84734~E~60108~~~~~~mg~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310020~84736~A~75194~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~22~S
310021~84736~E~55873~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310022~84736~E~52637~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310023~84736~E~52060~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310024~84736~E~55797~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310025~84736~E~55906~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310026~84736~E~53348~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310027~84736~E~75927~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310028~84736~E~55690~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310029~84736~E~55754~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310030~84736~E~55846~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310031~84736~E~55876~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310032~84736~E~82054~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310033~84736~E~55287~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310034~84736~E~93224~~~~~~mg/mL~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~S
310035~84736~E~2237~~~~~~~~~03-jul-2002 00:00:00~03-dec-1996 00:00:00~~PI
310939~84812~A~55445~~~~~~mg~~~03-jul-2002 00:00:00~13-dec-1996 00:00:00~130~S
310940~84812~E~93242~~~~~~mg~~~03-jul-2002 00:00:00~13-dec-1996 00:00:00~~S
310941~84812~E~82070~~~~~~mg~ANHYDROUS~~03-jul-2002 00:00:00~13-dec-1996 00:00:00~~S
310942~84812~E~55750~~~~~~mg~~~03-jul-2002 00:00:00~13-dec-1996 00:00:00~~S
310943~84812~E~54400~~~~~~mg~~~03-jul-2002 00:00:00~13-dec-1996 00:00:00~~S
312879~84955~A~52230~~~~~~mg~~~03-jul-2002 00:00:00~24-dec-1996 00:00:00~300~S
312880~84955~E~54252~~~~~~mg~~~03-jul-2002 00:00:00~24-dec-1996 00:00:00~~S
312881~84955~E~55950~~~~~~mg~~~03-jul-2002 00:00:00~24-dec-1996 00:00:00~~S
312882~84955~E~93379~~~~~~mg~~~03-jul-2002 00:00:00~24-dec-1996 00:00:00~~S
315134~85158~A~59773~~~~~~mg~fl. bud ext. liq. conc. (5.0 : 1) in 90% E:W~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~100~S
315135~85158~E~93260~~~~~~mg~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315136~85158~E~93309~~~~~~mg~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315137~85158~E~57933~~~~~~mg~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315138~85158~E~77698~~~~~~mg~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315139~85158~E~55927~~~~~~mg~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315140~85158~E~53757~~~~~~mg~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315141~85158~E~53800~~~~~~mg~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315142~85159~E~53462~~~~~~microlitre/mL~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315143~85159~E~57905~~~~~~microlitre/mL~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315146~85161~A~59773~~~~~~mg/g~resin~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~48.75~S
315147~85161~E~93245~~~~~~mg/g~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315148~85161~E~56423~~~~~~mg/g~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315149~85161~E~79816~~~~~~mg/g~~~03-jul-2002 00:00:00~30-mar-2016 00:00:00~~S
315150~85161~E~52661~~~~~~mg/g~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315151~85161~E~53462~~~~~~mg/g~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315152~85161~E~57893~~~~~~mg/g~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315153~85161~E~70313~~~~~~mg/g~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315154~85162~A~59773~~~~~~mg/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~9.75~S
315155~85162~E~93245~~~~~~mg/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315156~85162~E~79816~~~~~~mg/g~~~03-jul-2002 00:00:00~30-mar-2016 00:00:00~~S
315157~85162~E~53462~~~~~~mg/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315158~85162~E~94735~~~~~~mg/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315159~85162~E~52955~~~~~~mg/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315160~85162~E~83178~~~~~~mg/g~flower oil ess.~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315161~85162~E~93271~~~~~~mg/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315162~85162~E~53800~~~~~~mg/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315163~85162~E~93224~~~~~~microlitre/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315164~85162~E~55223~~~~~~mg/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315165~85162~E~54644~~~~~~mg/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315166~85162~E~93365~~~~~~mg/g~~~03-jul-2002 00:00:00~28-feb-1997 00:00:00~~S
315175~85164~A~59773~~~~~~mg/mL~resin~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~200~S
315176~85164~E~53462~~~~~~microlitre/mL~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315177~85164~E~57905~~~~~~microlitre/mL~~~03-jul-2002 00:00:00~28-jan-1997 00:00:00~~S
315320~85179~A~52962~~~~~~mg~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~275~S
315321~85179~E~53757~~~~~~mg~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
315322~85179~E~75927~~~~~~mg~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
315323~85179~E~58056~~~~~~microgram~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
315324~85179~E~55876~~~~~~microgram~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
315325~85179~E~52417~~~~~~microgram~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
315326~85179~E~53800~~~~~~mg~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
315327~85179~E~93224~~~~~~mg~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
315361~85184~A~53586~~~~~~mg~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~500~S
315362~85184~A~89945~~~~~~mg~from Epanoil(R) 503mg~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~500~S
315363~85184~E~93260~~~~~~mg~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
315364~85184~E~53757~~~~~~mg~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
315365~85184~E~53800~~~~~~mg~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
315366~85184~E~93224~~~~~~mg~~~03-jul-2002 00:00:00~29-jan-1997 00:00:00~~S
318282~85421~A~52525~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~500~S
318283~85421~E~55987~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318284~85421~E~55950~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318285~85421~E~58203~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318286~85421~E~93379~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318287~85421~E~55873~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318288~85421~E~93377~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318289~85421~E~51980~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318290~85421~E~2764~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~PI
318291~85422~A~52525~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~500~S
318292~85422~E~55987~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318293~85422~E~55950~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318294~85422~E~58203~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318295~85422~E~93379~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318296~85422~E~55873~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318297~85422~E~51980~~~~~~mg~~~03-jul-2002 00:00:00~11-mar-1999 00:00:00~~S
318298~85422~E~2762~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~PI
318299~85422~E~2768~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~PI
318300~85423~A~52525~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~500~S
318301~85423~E~55987~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318302~85423~E~55950~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318303~85423~E~58203~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318304~85423~E~93379~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318305~85423~E~55873~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~S
318306~85423~E~51980~~~~~~mg~~~03-jul-2002 00:00:00~11-mar-1999 00:00:00~~S
318307~85423~E~2769~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~PI
318308~85423~E~2761~~~~~~mg~~~03-jul-2002 00:00:00~08-sep-1997 00:00:00~~PI
319036~85482~A~52594~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~12.5~S
319037~85482~E~93242~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319038~85482~E~54252~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319039~85482~E~57944~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319040~85482~E~58409~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319041~85482~E~55957~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319200~85498~A~52594~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~25~S
319201~85498~E~93242~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319202~85498~E~54252~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319203~85498~E~57944~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319204~85498~E~58409~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319205~85498~E~55957~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319206~85499~A~52594~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~50~S
319207~85499~E~93242~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319208~85499~E~54252~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319209~85499~E~57944~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319210~85499~E~58409~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319211~85499~E~55957~~~~~~mg~~~03-jul-2002 00:00:00~18-feb-1997 00:00:00~~S
319256~85505~A~59773~~~~~~mg~fl. bud ext. liq. conc. (5.0 : 1) in 90% E:W~~03-jul-2002 00:00:00~21-feb-1997 00:00:00~100~S
319257~85505~E~93260~~~~~~mg~~~03-jul-2002 00:00:00~21-feb-1997 00:00:00~~S
319258~85505~E~93309~~~~~~mg~~~03-jul-2002 00:00:00~21-feb-1997 00:00:00~~S
319259~85505~E~57933~~~~~~mg~~~03-jul-2002 00:00:00~21-feb-1997 00:00:00~~S
319260~85505~E~77698~~~~~~mg~~~03-jul-2002 00:00:00~21-feb-1997 00:00:00~~S
319261~85505~E~55927~~~~~~mg~~~03-jul-2002 00:00:00~21-feb-1997 00:00:00~~S
319262~85505~E~53757~~~~~~mg~~~03-jul-2002 00:00:00~21-feb-1997 00:00:00~~S
319263~85505~E~53800~~~~~~mg~~~03-jul-2002 00:00:00~21-feb-1997 00:00:00~~S
319541~85523~A~59150~~~~~~microlitre/mL~flower tinct. (1:5) in 45% E:W~~03-jul-2002 00:00:00~20-feb-1997 00:00:00~200~S
319542~85523~A~52577~~~~~~microlitre/mL~~~03-jul-2002 00:00:00~20-feb-1997 00:00:00~87~S
319543~85523~E~53462~~~~~~microlitre/mL~~~03-jul-2002 00:00:00~20-feb-1997 00:00:00~~S
319544~85523~E~69548~~~~~~microlitre/mL~~~03-jul-2002 00:00:00~20-feb-1997 00:00:00~~S
320124~85567~A~52230~~~~~~mg/g~~~03-jul-2002 00:00:00~24-feb-1997 00:00:00~50~S
320125~85567~A~54463~~~~~~mg/g~~~03-jul-2002 00:00:00~24-feb-1997 00:00:00~50~S
320126~85567~A~59150~~~~~~microlitre/g~flower tinct (1:10 in 45% E:W)~~03-jul-2002 00:00:00~24-feb-1997 00:00:00~50~S
320127~85567~E~94735~~~~~~mg/g~~~03-jul-2002 00:00:00~24-feb-1997 00:00:00~~S
320128~85567~E~55091~~~~~~mg/g~~~03-jul-2002 00:00:00~24-feb-1997 00:00:00~~S
320129~85567~E~57963~~~~~~mg/g~~~03-jul-2002 00:00:00~24-feb-1997 00:00:00~~S
320130~85567~E~55549~~~~~~microlitre/g~~~03-jul-2002 00:00:00~24-feb-1997 00:00:00~~S
320131~85567~E~52762~~~~~~ng/g~~~03-jul-2002 00:00:00~24-feb-1997 00:00:00~~S
320132~85567~E~93224~~~~~~mg/g~~~03-jul-2002 00:00:00~24-feb-1997 00:00:00~~S
320897~85640~A~53760~~~~~~mg~~~03-jul-2002 00:00:00~27-feb-1997 00:00:00~600~S
320898~85640~E~93242~~~~~~mg~~~03-jul-2002 00:00:00~27-feb-1997 00:00:00~~S
320899~85640~E~57944~~~~~~mg~~~03-jul-2002 00:00:00~27-feb-1997 00:00:00~~S
320900~85640~E~53016~~~~~~mg~~~03-jul-2002 00:00:00~27-feb-1997 00:00:00~~S
320901~85640~E~55458~~~~~~mg~~~03-jul-2002 00:00:00~27-feb-1997 00:00:00~~S
320902~85640~E~53017~~~~~~mg~~~03-jul-2002 00:00:00~27-feb-1997 00:00:00~~S
320903~85640~E~55403~~~~~~mg~~~03-jul-2002 00:00:00~27-feb-1997 00:00:00~~S
320904~85640~E~54400~~~~~~mg~~~03-jul-2002 00:00:00~27-feb-1997 00:00:00~~S
320905~85640~E~58409~~~~~~mg~~~03-jul-2002 00:00:00~27-feb-1997 00:00:00~~S
320906~85640~E~68471~~~~~~mg~~~03-jul-2002 00:00:00~27-feb-1997 00:00:00~~S
320907~85640~E~2578~~~~~~mg~~~03-jul-2002 00:00:00~11-mar-1997 00:00:00~~PI
321369~85683~A~68718~~~~~~mg~seed powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~24.1~S
321370~85683~A~68507~~~~~~mg~root powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~24.5~S
321371~85683~A~68520~~~~~~mg~rhiz. powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~14.4~S
321372~85683~A~68512~~~~~~mg~root & rhiz. powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~20.4~S
321373~85683~A~83164~~~~~~mg~tuber powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~20.4~S
321374~85683~A~72780~~~~~~mg~tuber powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~20.4~S
321375~85683~A~83719~~~~~~mg~pollen powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~20.4~S
321376~85683~A~68601~~~~~~mg~rhiz. powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~16.4~S
321377~85683~A~68719~~~~~~mg~flower powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~12.4~S
321378~85683~A~72121~~~~~~mg~root powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~16.4~S
321379~85683~A~69935~~~~~~mg~root powder~~03-jul-2002 00:00:00~05-mar-1997 00:00:00~10.2~S
324731~86019~A~55040~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~30~S
324732~86019~A~94457~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~26~S
324733~86019~A~54968~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~75~S
324734~86019~A~90839~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~25~S
324735~86019~E~52476~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324736~86019~E~100371~~~~~~mg/g~~~03-jul-2002 00:00:00~04-apr-2016 00:00:00~~S
324737~86019~E~93224~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324738~86019~E~85480~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324739~86019~E~93365~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324740~86019~E~68290~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324741~86019~E~52068~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324742~86019~E~53800~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324743~86019~E~56424~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324744~86019~E~52060~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324745~86019~E~84765~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324746~86019~E~89309~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
324747~86019~E~54209~~~~~~mg/g~~~03-jul-2002 00:00:00~02-apr-1997 00:00:00~~S
