DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year,Marketing_authorisation_holder_extracted,Drug_class,Agency
76122,02275589,pms-bicalutamide,bicalutamide,tablet,oral,approved,07.02.2006,approved,pharmascience inc,2006,pharmascience,small molecule,HealthCanada
76152,02275864,hypurin nph insulin isophane pork,insulin isophane injection pork,suspension,subcutaneous; intramuscular,marketed,01.04.2006,approved,wockhardt uk limited,2006,wockhardt,peptides and proteins,HealthCanada
76153,02275872,hypurin regular insulin pork,insulin injection pork,solution,intramuscular; intravenous; subcutaneous,marketed,01.04.2006,approved,wockhardt uk limited,2006,wockhardt,peptides and proteins,HealthCanada
76167,02275996,extra strength tylenol flu daytime,phenylephrine hydrochloride; acetaminophen; dextromethorphan hydrobromide,tablet,oral,marketed,24.07.2006,approved,mcneil consumer healthcare division of johnson & johnson inc,2006,johnson & johnson,small molecule,HealthCanada
76168,02276003,extra strength tylenol sinus daytime,phenylephrine hydrochloride; acetaminophen,tablet,oral,marketed,24.07.2006,approved,mcneil consumer healthcare division of johnson & johnson inc,2006,johnson & johnson,small molecule,HealthCanada
76170,02276038,extra strength tylenol sinus nighttime,chlorpheniramine maleate; acetaminophen; phenylephrine hydrochloride,tablet,oral,marketed,24.07.2006,approved,mcneil consumer healthcare division of johnson & johnson inc,2006,johnson & johnson,small molecule,HealthCanada
76171,02276046,extra strength tylenol flu nighttime,acetaminophen; chlorpheniramine maleate; phenylephrine hydrochloride; dextromethorphan hydrobromide,tablet,oral,marketed,24.07.2006,approved,mcneil consumer healthcare division of johnson & johnson inc,2006,johnson & johnson,small molecule,HealthCanada
76185,02276186,extra strength tylenol cold daytime,dextromethorphan hydrobromide; phenylephrine hydrochloride; acetaminophen,tablet,oral,marketed,24.07.2006,approved,mcneil consumer healthcare division of johnson & johnson inc,2006,johnson & johnson,small molecule,HealthCanada
76192,02276259,extra strength tylenol cold nighttime,dextromethorphan hydrobromide; chlorpheniramine maleate; acetaminophen; phenylephrine hydrochloride,tablet,oral,marketed,24.07.2006,approved,mcneil consumer healthcare division of johnson & johnson inc,2006,johnson & johnson,small molecule,HealthCanada
76210,02276429,fosavance,alendronic acid (alendronate sodium trihydrate); vitamin d3 (cholecalciferol),tablet,oral,approved,03.02.2006,approved,organon canada inc.,2006,organon,small molecule,HealthCanada
76239,02276712,teva-olanzapine,olanzapine,tablet,oral,marketed,06.06.2007,approved,teva canada limited,2007,teva,small molecule,HealthCanada
76240,02276720,teva-olanzapine,olanzapine,tablet,oral,marketed,06.06.2007,approved,teva canada limited,2007,teva,small molecule,HealthCanada
76241,02276739,teva-olanzapine,olanzapine,tablet,oral,marketed,06.06.2007,approved,teva canada limited,2007,teva,small molecule,HealthCanada
76242,02276747,teva-olanzapine,olanzapine,tablet,oral,marketed,06.06.2007,approved,teva canada limited,2007,teva,small molecule,HealthCanada
76243,02276755,teva-olanzapine,olanzapine,tablet,oral,marketed,06.06.2007,approved,teva canada limited,2007,teva,small molecule,HealthCanada
76258,02276917,quick clean,chloroxylenol,gel,topical,marketed,01.10.2010,approved,sprakita products,2010,sprakita,small molecule,HealthCanada
76279,02277131,biphentin,methylphenidate hydrochloride,capsule,oral,approved,28.03.2006,approved,elvium life sciences,2006,elvium,small molecule,HealthCanada
76280,02277158,biphentin,methylphenidate hydrochloride,capsule,oral,approved,28.03.2006,approved,elvium life sciences,2006,elvium,small molecule,HealthCanada
76281,02277166,biphentin,methylphenidate hydrochloride,capsule,oral,approved,29.03.2006,approved,elvium life sciences,2006,elvium,small molecule,HealthCanada
76282,02277174,biphentin,methylphenidate hydrochloride,capsule,oral,approved,28.03.2006,approved,elvium life sciences,2006,elvium,small molecule,HealthCanada
76283,02277182,biphentin,methylphenidate hydrochloride,capsule,oral,approved,28.03.2006,approved,elvium life sciences,2006,elvium,small molecule,HealthCanada
76284,02277190,biphentin,methylphenidate hydrochloride,capsule,oral,approved,28.03.2006,approved,elvium life sciences,2006,elvium,small molecule,HealthCanada
76285,02277204,biphentin,methylphenidate hydrochloride,capsule,oral,approved,28.03.2006,approved,elvium life sciences,2006,elvium,small molecule,HealthCanada
76286,02277212,biphentin,methylphenidate hydrochloride,capsule,oral,approved,28.03.2006,approved,elvium life sciences,2006,elvium,small molecule,HealthCanada
76292,02277263,vesicare,solifenacin succinate,tablet,oral,approved,20.02.2006,approved,astellas pharma canada inc,2006,astellas,small molecule,HealthCanada
76293,02277271,vesicare,solifenacin succinate,tablet,oral,approved,20.02.2006,approved,astellas pharma canada inc,2006,astellas,small molecule,HealthCanada
76294,02277298,aa-medroxy,medroxyprogesterone acetate,tablet,oral,approved,22.02.2006,approved,aa pharma inc,2006,aa,small molecule,HealthCanada
76301,02277379,riva-atenolol,atenolol,tablet,oral,approved,03.03.2006,approved,laboratoire riva inc.,2006,riva,small molecule,HealthCanada
76310,02277476,prismasol 4,sodium chloride; calcium chloride; sodium bicarbonate; l-lactic acid; dextrose anhydrous; magnesium chloride; potassium chloride,solution,haemodialysis; intravenous,marketed,21.02.2006,approved,vantive ulc,2006,vantive,other,HealthCanada
76338,02277778,critic-aid clear,white petrolatum,ointment,topical,marketed,13.10.2006,approved,coloplast a/s,2006,coloplast,other,HealthCanada
76352,02277921,igivnex,immunoglobulin (human),solution,subcutaneous; intravenous,approved,03.03.2006,approved,grifols therapeutics llc,2006,grifols,biologics,HealthCanada
76362,02278030,riva-zopiclone,zopiclone,tablet,oral,approved,09.03.2006,approved,laboratoire riva inc.,2006,riva,small molecule,HealthCanada
76363,02278049,riva-zopiclone,zopiclone,tablet,oral,approved,09.03.2006,approved,laboratoire riva inc.,2006,riva,small molecule,HealthCanada
76364,02278057,voluven,hydroxyethyl starch 130/0.4,solution,intravenous,approved,10.03.2006,approved,fresenius kabi canada ltd,2006,fresenius,other,HealthCanada
76380,02278219,arestin microspheres,minocycline (minocycline hydrochloride),powder,subgingival,approved,15.03.2006,approved,ora pharma inc.,2006,ora,small molecule,HealthCanada
76384,02278251,duotrav pq,timolol (timolol maleate); travoprost,solution,ophthalmic,approved,17.03.2006,approved,novartis pharmaceuticals canada inc,2006,novartis,small molecule,HealthCanada
76425,02278677,apo-midodrine,midodrine hydrochloride,tablet,oral,approved,13.03.2006,approved,apotex inc,2006,apotex,small molecule,HealthCanada
76426,02278685,apo-midodrine,midodrine hydrochloride,tablet,oral,approved,13.03.2006,approved,apotex inc,2006,apotex,small molecule,HealthCanada
76469,02279150,children's tylenol cold and cough nighttime,dextromethorphan hydrobromide; diphenhydramine hydrochloride; acetaminophen,suspension,oral,marketed,31.08.2006,approved,mcneil consumer healthcare division of johnson & johnson inc,2006,johnson,small molecule,HealthCanada
76475,02279215,apo-raloxifene,raloxifene hydrochloride,tablet,oral,approved,30.03.2009,approved,apotex inc,2009,apotex,small molecule,HealthCanada
76481,02279266,pms-risperidone,risperidone (risperidone tartrate),solution,oral,approved,05.07.2006,approved,pharmascience inc,2006,pharmascience,small molecule,HealthCanada
76497,02279363,pms-dexamethasone,dexamethasone,tablet,oral,marketed,08.06.2006,approved,pharmascience inc,2006,pharmascience,small molecule,HealthCanada
76500,02279401,revatio,sildenafil (sildenafil citrate),tablet,oral,approved,26.05.2006,approved,bgp pharma ulc,2006,bgp,small molecule,HealthCanada
76501,02279428,ondansetron injection usp   -(preservative free),ondansetron (ondansetron hydrochloride dihydrate),solution,intravenous,approved,19.04.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
76502,02279436,ondansetron injection usp   -(with preservative),ondansetron (ondansetron hydrochloride dihydrate),solution,intravenous,approved,19.04.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
76503,02279444,gammagard liquid,immunoglobulin (human),solution,intravenous,approved,12.04.2006,approved,takeda canada inc,2006,takeda,biologics,HealthCanada
76506,02279460,apidra,insulin glulisine (recombinant dna origin),solution,subcutaneous,approved,12.04.2006,approved,sanofi-aventis canada inc,2006,sanofi-aventis,peptides and proteins,HealthCanada
76507,02279479,apidra,insulin glulisine (recombinant dna origin),solution,subcutaneous,approved,12.04.2006,approved,sanofi-aventis canada inc,2006,sanofi-aventis,peptides and proteins,HealthCanada
76514,02279525,visionblue,trypan blue,solution,intraocular,marketed,06.09.2006,approved,dutch ophthalmic research center international bv,2006,dutch ophthalmic research center,small molecule,HealthCanada
76520,02279592,resultz,isopropyl myristate,solution,topical,approved,11.07.2006,approved,aralez pharmaceuticals canada inc,2006,aralez,small molecule,HealthCanada
76522,02279614,apo-topiramate,topiramate,tablet,oral,approved,19.04.2006,approved,apotex inc,2006,apotex,small molecule,HealthCanada
76524,02279630,apo-topiramate,topiramate,tablet,oral,approved,19.04.2006,approved,apotex inc,2006,apotex,small molecule,HealthCanada
76525,02279649,apo-topiramate,topiramate,tablet,oral,approved,19.04.2006,approved,apotex inc,2006,apotex,small molecule,HealthCanada
76530,02279703,buckley's complete,acetaminophen; menthol,solution,oral,marketed,09.08.2006,approved,haleon canada ulc,2006,haleon,small molecule,HealthCanada
76539,02279800,sandoz risperidone,risperidone,tablet,oral,approved,05.07.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
76540,02279819,sandoz risperidone,risperidone,tablet,oral,approved,05.07.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
76541,02279827,sandoz risperidone,risperidone,tablet,oral,approved,05.07.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
76542,02279835,sandoz risperidone,risperidone,tablet,oral,approved,05.07.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
76550,02279924,menactra,"meningococcal polysaccharide-diphtheria toxoid conjugate, group w 135; meningococcal polysaccharide-diphtheria toxoid conjugate, group a; meningococcal polysaccharide-diphtheria toxoid conjugate, group c; meningococcal polysaccharide-diphtheria toxoid conjugate, group y",solution,intramuscular,approved,03.05.2006,approved,sanofi pasteur limited,2006,sanofi,vaccine,HealthCanada
76560,02279983,taro-mupirocin,mupirocin,ointment,topical,approved,05.05.2006,approved,taro pharmaceuticals inc,2006,taro,small molecule,HealthCanada
76561,02279991,vfend,voriconazole,powder,oral,approved,15.05.2006,approved,pfizer canada ulc,2006,pfizer,small molecule,HealthCanada
76583,02280159,24 hour allergy remedy,loratadine,tablet,oral,approved,16.05.2006,approved,vita health products inc,2006,vita health,small molecule,HealthCanada
76585,02280175,children's ibuprofen suspension,ibuprofen,suspension,oral,approved,12.05.2006,approved,perrigo international,2006,perrigo,small molecule,HealthCanada
76586,02280183,teva-betahistine,betahistine hydrochloride,tablet,oral,approved,12.05.2006,approved,teva canada limited,2006,teva,small molecule,HealthCanada
76587,02280191,teva-betahistine,betahistine hydrochloride,tablet,oral,approved,12.05.2006,approved,teva canada limited,2006,teva,small molecule,HealthCanada
76588,02280205,teva-betahistine,betahistine hydrochloride,tablet,oral,approved,12.05.2006,approved,teva canada limited,2006,teva,small molecule,HealthCanada
76591,02280248,testim 1%,testosterone,gel,transdermal,approved,15.05.2006,approved,endo operations ltd.,2006,endo,peptides and proteins,HealthCanada
76593,02280264,sandoz felodipine,felodipine,tablet,oral,approved,04.08.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
76594,02280272,sandoz felodipine,felodipine,tablet,oral,approved,04.08.2006,approved,sandoz canada incorporated,2006,sandoz,small molecule,HealthCanada
76603,02280353,ombrelle cream spf 60,titanium dioxide; octocrylene; drometrizole trisiloxane; terephthalylidene dicamphor sulfonic acid; avobenzone,cream,topical,marketed,01.03.2007,approved,ombrelle canada,2007,not reported,other,HealthCanada
76617,02280515,teva-lansoprazole,lansoprazole,capsule,oral,marketed,02.11.2009,approved,teva canada limited,2009,teva,small molecule,HealthCanada
76618,02280523,teva-lansoprazole,lansoprazole,capsule,oral,marketed,02.11.2009,approved,teva canada limited,2009,teva,small molecule,HealthCanada
76622,02280566,silver bullet suppository,bisacodyl,suppository,rectal,marketed,15.12.2007,approved,d & c mobility solutions inc.,2007,d & c mobility solutions,small molecule,HealthCanada
76647,02280795,sutent,sunitinib (sunitinib malate),capsule,oral,approved,26.05.2006,approved,pfizer canada ulc,2006,pfizer,small molecule,HealthCanada
76648,02280809,sutent,sunitinib (sunitinib malate),capsule,oral,approved,26.05.2006,approved,pfizer canada ulc,2006,pfizer,small molecule,HealthCanada
76649,02280817,sutent,sunitinib (sunitinib malate),capsule,oral,approved,26.05.2006,approved,pfizer canada ulc,2006,pfizer,small molecule,HealthCanada
76653,02280868,benadryl bug bite relief,zinc acetate; diphenhydramine hydrochloride,liquid,topical,marketed,09.03.2007,approved,mcneil consumer healthcare division of johnson & johnson inc,2007,johnson & johnson,small molecule,HealthCanada
76654,02280884,hema bp-38,sodium bicarbonate,powder,haemodialysis,marketed,03.07.2006,approved,chief medical supplies ltd,2006,chief medical supplies,small molecule,HealthCanada
76671,02281031,stool softener,docusate sodium,capsule,oral,marketed,01.10.2007,approved,pharmascience inc,2007,pharmascience,small molecule,HealthCanada
76673,02281066,abraxane for injectable suspension,paclitaxel,powder,intravenous,approved,07.06.2006,approved,bristol-myers squibb canada,2006,bristol-myers squibb,small molecule,HealthCanada
76674,02281074,aczone,dapsone,gel,topical,approved,15.06.2006,approved,"bausch health, canada inc.",2006,bausch,small molecule,HealthCanada
76681,02281147,cold and flu-in-one extra strength,acetaminophen; guaifenesin; dextromethorphan hydrobromide; pseudoephedrine hydrochloride,tablet,oral,marketed,01.04.2007,approved,vita health products inc,2007,vita health,small molecule,HealthCanada
76691,02281260,act fluconazole,fluconazole,tablet,oral,approved,05.06.2006,approved,teva canada limited,2006,teva,small molecule,HealthCanada
76692,02281279,act fluconazole,fluconazole,tablet,oral,approved,05.06.2006,approved,teva canada limited,2006,teva,small molecule,HealthCanada
76745,02281791,apo-olanzapine,olanzapine,tablet,oral,approved,09.10.2009,approved,apotex inc,2009,apotex,small molecule,HealthCanada
76746,02281805,apo-olanzapine,olanzapine,tablet,oral,approved,09.10.2009,approved,apotex inc,2009,apotex,small molecule,HealthCanada
76747,02281813,apo-olanzapine,olanzapine,tablet,oral,approved,09.10.2009,approved,apotex inc,2009,apotex,small molecule,HealthCanada
76748,02281821,apo-olanzapine,olanzapine,tablet,oral,approved,09.10.2009,approved,apotex inc,2009,apotex,small molecule,HealthCanada
76749,02281848,apo-olanzapine,olanzapine,tablet,oral,approved,09.10.2009,approved,apotex inc,2009,apotex,small molecule,HealthCanada
76776,02282097,orencia,abatacept,powder,intravenous,approved,29.06.2006,approved,bristol-myers squibb canada,2006,bristol-myers squibb,biologics,HealthCanada
76778,02282119,apo-risperidone,risperidone,tablet,oral,approved,05.07.2006,approved,apotex inc,2006,apotex,small molecule,HealthCanada
76779,02282127,apo-risperidone,risperidone,tablet,oral,approved,05.07.2006,approved,apotex inc,2006,apotex,small molecule,HealthCanada
