Non_proprietary_name,n_agencies,drug_names,has_globally_consistent_name
dabrafenib,2,"['finlee', 'tafinlar']",True
dabrafenib (dabrafenib mesylate),1,['tafinlar'],True
dabrafenib mesilate,2,['tafinlar'],True
dabrafenib mesylate,1,['tafinlar'],True
dacarbazine,2,"['dacarbazine', 'dacarbazine for injection bp']",False
daclatasvir,3,['daklinza'],True
daclatasvir dihydrochloride,1,['daklinza'],True
daclatasvir hydrochloride/asunaprevir/beclabuvir hydrochloride,1,['ximency'],True
daclizumab,3,['zinbryta'],True
dacomitinib,3,['vizimpro'],True
dactinomycin,1,['dactinomycin'],True
dalbavancin,1,"['exulett', 'xydalba']",True
dalbavancin (dalbavancin hydrochloride),1,['xydalba'],True
dalbavancin hydrochloride,1,['dalvance'],True
dalfampridine,1,"['ampyra', 'dalfampridine']",True
dalfopristin,1,['synercid'],True
dalteparin,1,['fragmin'],True
dalteparin sodium,1,['fragmin'],True
damoctocog alfa pegol,3,['jivi'],True
danaparoid sodium,2,['orgaran'],True
danazol,1,['danazol'],True
danicopan,5,['voydeya'],True
dantrolene sodium,2,"['dantrolene sodium', 'dantrolene sodium for injection, usp', 'revonto', 'ryanodex']",False
"dantrolene sodium, hemiheptahydrate",1,['agilus'],True
dapagliflozin,5,"['ag-dapagliflozin', 'apo-dapagliflozin', 'appebb, az dapagliflozin, bms dapagliflozin, bms/az dapagliflozin, edistride, empliciti and forxiga', 'auro-dapagliflozin', 'dapagliflozin', 'dapagliflozin and saxagliptin', 'dapagliflozin viatris', 'dapagliflozin;metformin hydrochloride', 'edistride', 'farxiga', 'forxiga', 'gln-dapagliflozin', 'jamp dapagliflozin', 'm-dapagliflozin', 'nra-dapagliflozin', 'pms-dapagliflozin', 'pro-dapagliflozin', 'qtern', 'qternmet xr', 'riva-dapagliflozin', 'sandoz dapagliflozin', 'xigduo xr']",False
dapagliflozin (dapagliflozin propanediol monohydrate),1,['forxiga'],True
dapagliflozin (dapagliflozin propanediol monohydrate); metformin hydrochloride,1,['xigduo'],True
dapagliflozin / metformin,1,"['ebymect', 'xigduo']",True
dapagliflozin and sitagliptin,1,['sidapvia'],True
dapagliflozin || metformin,1,['dapagliflozin and metformin'],True
"dapagliflozin, saxagliptin monohydrate",1,['dapagliflozin and saxagliptin monohydrate'],True
dapagliflozin; metformin,1,['xigduo xr'],True
dapagliflozin; metformin hydrochloride,1,"['apo-dapagliflozin-metformin', 'auro-dapagliflozin / metformin']",True
dapiprazole hydrochloride,1,['dapiprazole hydrochloride'],True
dapoxetine,1,['priligy'],True
daprodustat,2,['jesduvroq'],True
dapsone,3,"['aczone', 'dapsone', 'mar-dapsone']",True
daptomycin,4,"['cubicin', 'cubicin rf', 'cubicin; cubicin rf', 'daptomycin', 'daptomycin for injection', 'daptomycin hospira', 'daptomycin in 0.9% sodium chloride; dapzura rt']",False
daratumumab,5,"['darzalex', 'darzalex sc']",False
daratumumab and hyaluronidase-fihj,1,['darzalex faspro'],True
darbepoetin alfa,3,['aranesp'],True
daridorexant,2,['quviviq'],True
daridorexant (daridorexant hydrochloride),1,['quviviq'],True
daridorexant hydrochloride,1,['quviviq'],True
darifenacin (darifenacin hydrobromide),1,"['apo-darifenacin', 'enablex', 'jamp darifenacin']",True
darifenacin hydrobromide,1,"['darifenacin', 'darifenacin hydrobromide', 'enablex']",True
darinaparsin,1,['darvias'],True
darolutamid,1,['nubeqa'],True
darolutamide,5,['nubeqa'],True
darolutamidum,1,['nubeqa'],True
darunavir,3,"['apo-darunavir', 'darunavir', 'darunavir krka', 'darunavir mylan', 'prezista']",False
darunavir (darunavir propylene glycolate),1,['auro-darunavir'],True
darunavir / cobicistat,1,['rezolsta'],True
darunavir / cobicistat / emtricitabine / tenofovir alafenamide,1,['symtuza'],True
darunavir and ritonavir,1,['darunavir and ritonavir'],True
darunavir ethanolate,1,['darunavir ethanolate'],True
darvadstrocel,1,['alofisel'],True
dasabuvir,1,['exviera'],True
dasabuvir sodium,1,"['viekira pak (copackaged)', 'viekira xr']",True
dasatinib,4,"['apo-dasatinib', 'dasatinib', 'dasatinib accord', 'dasatinib accord healthcare', 'dasatinib accordpharma', 'phyrago', 'sprycel', 'taro-dasatinib']",False
dasatinib (dasatinib (s)-propylene glycol),1,['reddy-dasatinib'],True
dasatinib (dasatinib monohydrate),1,"['sprycel', 'teva-dasatinib']",True
dasiglucagon,1,['zegalogue'],True
dasiglucagon hydrochloride,1,['zegalogue; zegalogue (autoinjector)'],True
dasiprotimut-t,1,['lympreva'],True
datopotamab deruxtecan,1,['datroway'],True
datopotamab deruxtecan-dlnk,1,['datroway'],True
daunorubicin (daunorubicin hydrochloride),1,['daunorubicin hydrochloride injection'],True
daunorubicin / cytarabine,1,['vyxeos'],True
daunorubicin citrate,1,['daunoxome'],True
daunorubicin hydrochloride,1,"['cerubidine', 'daunorubicin hydrochloride']",True
daunorubicin/cytarabine,1,['vyxeos'],True
daxibotulinumtoxina-lanm,1,['daxxify'],True
decitabine,3,"['dacogen', 'decitabine', 'demylocan']",False
decitabine / cedazuridine,1,['inaqovi'],True
decitabine and cedazuridine,1,['inqovi 35/100'],True
"defatted powder of arachis hypogaea l., semen (peanuts)",1,['palforzia'],True
deferasirox,4,"['apo-deferasirox', 'apo-deferasirox (type j)', 'auro-deferasirox (type j)', 'deferasirox', 'deferasirox accord', 'deferasirox mylan', 'exjade', 'jadenu', 'jadenu sprinkle', 'pms-deferasirox', 'pms-deferasirox (type j)', 'sandoz deferasirox', 'sandoz deferasirox (type j)', 'taro-deferasirox', 'taro-deferasirox (type j)']",True
deferiprone,4,"['deferiprone', 'deferiprone lipomed', 'ferriprox', 'ferriprox mr', 'taro-deferiprone']",True
deferoxamine mesylate,2,"['deferoxamine mesylate', 'deferoxamine mesylate for injection']",False
defibrotide,3,['defitelio'],True
defibrotide sodium,1,['defitelio'],True
deflazacort,1,"['deflazacort', 'emflaza', 'jaythari']",True
degarelix,2,"['degarelix accord', 'firmagon']",False
degarelix (as acetate),1,['firmagon'],True
degarelix (degarelix acetate),1,['firmagon'],True
degarelix acetate,1,['firmagon'],True
dehydrated alcohol,1,['dehydrated alcohol'],True
delafloxacin,1,['quofenix'],True
delafloxacin meglumine,1,['baxdela'],True
delamanid,2,['deltyba'],True
delavirdine mesylate,1,['rescriptor'],True
delgocitinib,2,"['anzupgo', 'corectim']",False
delta-9-tetrahydrocannabinol (cannabis sativa extract); cannabidiol (cannabis sativa extract),1,['sativex'],True
demeclocycline hydrochloride,1,['demeclocycline hydrochloride'],True
"dengue tetravalent vaccine (live, attenuated)",1,"['dengvaxia', 'qdenga']",True
denileukin diftitox,1,['ontak'],True
denileukin diftitox-cxdl,1,['lymphir'],True
denosumab,5,"['jubbonti', 'jubbonti/wyost', 'obodence', 'osenvelt', 'pralia', 'prolia', 'prolia; xgeva', 'stoboclo', 'wyost', 'xgeva']",False
denosumab-bbdz,1,['jubbonti; wyost'],True
denosumab-bmwo,1,['osenvelt; stoboclo'],True
denosumab-bnht,1,['bomyntra; conexxence; denosumab-bnht'],True
denosumab-dssb,1,['denosumab-dssb; ospomyv; xbryk'],True
deoxycholic acid,3,"['belkyra', 'deoxycholic acid', 'kybella']",False
dequalinium chloride,1,"['dequadin', 'dequadin oral paint', 'dequadin oral spray', 'vablys']",True
dermatophagoides farinae,1,"['allergenic extract - standardized mite dermatophagoides farinae', 'allergenic extract standardized mite df (30,000 au/ml)', 'allergenic extract, standardardized mite, d. farinae']",True
dermatophagoides farinae; dermatophagoides pteronyssinus,1,"['acarizax', 'allergenic extract - standardized mite mix', 'allergenic extract, standardized mite mixed']",True
dermatophagoides pteronyssinus,1,"['allergenic extract - standardized mite dermatophagoides pteronyssinus', 'allergenic extract standardized mite dp (30,000 au/ml)', 'allergenic extract, standardized mite, d.pteronyssinus']",True
desflurane,2,"['desflurane', 'suprane']",False
desipramine hydrochloride,2,"['desipramine', 'desipramine hydrochloride']",False
desirudin recombinant,1,['iprivask'],True
desloratadine,3,"['aerius', 'aerius kids', 'clarinex', 'clarinex d 24 hour', 'clarinex-d 12 hour', 'dasselta', 'desloratadine', 'desloratadine actavis', 'desloratadine allergy control', 'desloratadine and pseudoephedrine sulfate 24 hour', 'desloratadine krka', 'desloratadine ratiopharm', 'desloratadine teva']",False
desloratadine; pseudoephedrine sulfate,1,['aerius sinus + allergy'],True
desmopressin,1,['nocdurna'],True
desmopressin (desmopressin acetate),1,['ddavp melt'],True
desmopressin acetate,2,"['apo-desmopressin', 'bipazen', 'ddavp', 'desmopressin acetate', 'desmopressin acetate (needs no refrigeration)', 'desmopressin acetate preservative free', 'desmopressin spray', 'minirin', 'nocdurna', 'noctiva', 'octostim liq inj. 15mcg/ml']",False
desmopressin acetate (desmopressin acetate trihydrate),1,['pms-desmopressin'],True
desogestrel,1,"['averi', 'bekyree', 'cyclessa', 'desogestrel and ethinyl estradiol', 'desogestrel and ethinyl estradiol; desogestrel; ethinyl estradiol', 'desogestrel; ethinyl; velivet', 'emoquette', 'enskyce', 'isibloom', 'kalliga', 'kariva', 'kimidess', 'mircette', 'pimtrea', 'simliya', 'viorele', 'volnea']",True
desonide,2,"['desonate', 'desonide', 'pdp-desonide', 'verdeso']",False
desoximetasone,2,"['desoximetasone', 'topicort']",True
desvenlafaxine,3,"['apo-desvenlafaxine', 'desvenlafaxine', 'ellefore', 'khedezla', 'pristiqs', 'sandoz desvenlafaxine']",False
desvenlafaxine (desvenlafaxine succinate),1,"['ag-desvenlafaxine', 'jamp desvenlafaxine', 'pristiq', 'taro-desvenlafaxine', 'teva-desvenlafaxine']",True
desvenlafaxine fumarate,1,['desvenlafaxine'],True
desvenlafaxine succinate,1,"['desvenlafaxine succinate', 'pristiq']",True
deucravacitinib,4,['sotyktu'],True
deuruxolitinib phosphate,1,['leqselvi'],True
deutetrabenazine,2,"['austedo', 'austedo xr', 'deutetrabenazine']",True
deutivacaftor,1,['alyftrek'],True
dexamethasone,4,"['apo-dexamethasone', 'dexamethasone', 'dexasporin', 'dextenza', 'dexycu kit', 'hemady', 'neofordex', 'odan-dexamethasone elixir', 'ozurdex', 'pms-dexamethasone', 'tobradex st', 'tobramycin and dexamethasone']",True
dexamethasone phosphate,1,['dexamethasone taw'],True
dexamethasone phosphate (dexamethasone sodium phosphate),1,"['dexamethasone omega unidose', 'dexamethasone-omega']",True
dexamethasone sodium phosphate,1,"['dexamethasone sodium phosphate', 'dexamethasone sodium phosphate preservative free', 'neomycin sulfate and dexamethasone sodium phosphate']",True
dexamethasone; ciprofloxacin (ciprofloxacin hydrochloride),1,['ciprodex'],True
dexbrompheniramine maleate,1,['dexbrompheniramine maleate and pseudoephedrine sulfate'],True
dexchlorpheniramine maleate,1,['polmon'],True
dexlansoprazole,2,"['apo-dexlansoprazole', 'dexilant', 'dexilant solutab', 'dexlansoprazole']",True
dexmedetomidine,1,['dexdor'],True
dexmedetomidine (dexmedetomidine hydrochloride),1,"['dexmedetomidine hydrochloride for injection', 'dexmedetomidine hydrochloride for injection, usp', 'dexmedetomidine hydrochloride injection', 'precedex']",True
dexmedetomidine hydrochloride,2,"['dexmedetomidine hydrochloride', 'igalmi', 'precedex']",True
dexmethylphenidate hydrochloride,1,"['azstarys', 'dexmethylphenidate hydrochloride', 'focalin', 'focalin xr']",True
dexrazoxane,2,"['savene', 'zinecard']",False
dexrazoxane hydrochloride,1,"['dexrazoxane hydrochloride', 'totect', 'zinecard']",True
dextran 70; glycerine; hypromellose,1,['tears naturale forte'],True
dextroamphetamine,1,['xelstrym'],True
dextroamphetamine saccharate,1,['dextroamphetamine saccharate; amphetamine aspartate monohydrate; dextroamphetamine sulfate; amphetamine sulfate'],True
dextroamphetamine sulfate,2,"['dextroamphetamine', 'dextroamphetamine sulfate', 'teva-dextroamphetamine sr']",False
dextromethorphan hydrobromide,2,"['benylin for children dry cough', ""buckley's dry cough extra strength"", 'dextromethorphan hydrobromide and quinidine sulfate', 'dry cough relief extra strength', 'guaifenesin and dextromethorphan hydrobromide', 'mucinex dm', 'nuedexta', 'promethazine dm', 'promethazine hydrochloride and dextromethorphan hydrobromide', 'robitussin dm coughgels liqui-gels toux']",False
dextromethorphan hydrobromide; acetaminophen; diphenhydramine hydrochloride,1,"[""children's tylenol complete cold, cough & fever nighttime""]",True
dextromethorphan hydrobromide; acetaminophen; diphenhydramine hydrochloride; pseudoephedrine hydrochloride,1,['flu relief'],True
dextromethorphan hydrobromide; acetaminophen; doxylamine succinate,1,['vicks nyquil cold & flu'],True
dextromethorphan hydrobromide; acetaminophen; doxylamine succinate; pseudoephedrine hydrochloride,1,['nighttime cold & flu liquid capsules'],True
dextromethorphan hydrobromide; acetaminophen; guaifenesin; phenylephrine hydrochloride,1,"['dayquil complete + vicks vapocool cold & flu liquid', 'vicks dayquil complete cold & flu liquid']",True
dextromethorphan hydrobromide; acetaminophen; guaifenesin; pseudoephedrine hydrochloride,1,['cold & sinus liquid fastgels'],True
dextromethorphan hydrobromide; acetaminophen; pseudoephedrine hydrochloride,1,"['daytime cold & flu liquid capsules', 'neocitran ultra strength total flu']",True
dextromethorphan hydrobromide; chlorpheniramine maleate,1,"['coldaside cough & cold', 'nyquil kids cough & cold']",True
dextromethorphan hydrobromide; chlorpheniramine maleate; acetaminophen; guaifenesin; pseudoephedrine hydrochloride,1,['benylin extra strength mucus & phlegm plus cold relief night'],True
dextromethorphan hydrobromide; chlorpheniramine maleate; acetaminophen; phenylephrine hydrochloride,1,['extra strength tylenol cold nighttime'],True
dextromethorphan hydrobromide; diphenhydramine hydrochloride; acetaminophen,1,"['benylin for children all-in-one cold & fever nightime', ""children's tylenol cold and cough nighttime""]",True
dextromethorphan hydrobromide; diphenhydramine hydrochloride; pseudoephedrine hydrochloride; guaifenesin; acetaminophen,1,"['flu, cough & cold complete day and night']",True
dextromethorphan hydrobromide; doxylamine succinate; acetaminophen,1,['nighttime cold & flu relief'],True
dextromethorphan hydrobromide; doxylamine succinate; acetaminophen; phenylephrine hydrochloride,1,['vicks nyquil complete cold & flu'],True
dextromethorphan hydrobromide; doxylamine succinate; phenylephrine hydrochloride,1,['nyquil kids'],True
dextromethorphan hydrobromide; doxylamine succinate; pseudoephedrine hydrochloride; acetaminophen,1,"[""buckley's complete nighttime softgels"", 'cold & sinus liquid capsules']",True
dextromethorphan hydrobromide; guaifenesin,1,"['cough & chest congestion regular strength', 'jack & jill honey cough & cold']",True
dextromethorphan hydrobromide; guaifenesin; menthol,1,['benylin extra strength for people with diabetes'],True
dextromethorphan hydrobromide; guaifenesin; pseudoephedrine hydrochloride,1,['robitussin extra strength cough & cold'],True
dextromethorphan hydrobromide; menthol; pseudoephedrine hydrochloride; guaifenesin,1,['benylin extra strength cough complete'],True
dextromethorphan hydrobromide; phenylephrine hydrochloride; acetaminophen,1,"['cough & cold relief', 'extra strength tylenol cold daytime']",True
dextromethorphan hydrobromide; phenylephrine hydrochloride; acetaminophen; guaifenesin,1,['vicks dayquil complete cold & flu liquicaps'],True
dextromethorphan hydrobromide; phenylephrine hydrochloride; brompheniramine maleate,1,"[""robitussin children's cough & cold bedtime""]",True
dextromethorphan hydrobromide; phenylephrine hydrochloride; guaifenesin,1,"['mucinex multi-action congestion, stuffy nose & cough liquid']",True
dextromethorphan hydrobromide; promethazine hydrochloride,1,['promethazine hydrochloride and dextromethorphan hydrobromide; promethazine hydrochloride; dextromethorphan hydrobromide'],True
dextromethorphan hydrobromide; pseudoephedrine hydrochloride,1,['jack & jill multi-symptom cold & cough'],True
dextromethorphan hydrobromide; pseudoephedrine hydrochloride; acetaminophen; chlorpheniramine maleate,1,"[""children's tylenol cold and cough"", 'extra strength cold medication nighttime relief']",True
dextromethorphan hydrobromide; pseudoephedrine hydrochloride; chlorpheniramine maleate; acetaminophen,1,['cold medication'],True
dextromethorphan hydrobromide; pseudoephedrine hydrochloride; guaifenesin; acetaminophen,1,['benylin extra strength mucus & phlegm plus cold relief'],True
dextromethorphan polistirex,1,['dextromethorphan polistirex'],True
dextromethorphan/quinidine,1,['nuedexta'],True
dextrose,2,"['10% dextrose injection, usp', '70% dextrose injection usp', 'dextrose 10% in plastic container', 'dextrose 2.5% and sodium chloride 0.45% in plastic container', 'dextrose 5%', 'dextrose 5% and potassium chloride 0.075%; dextrose 5% and potassium chloride 0.15%', 'dextrose 5% and sodium chloride 0.225%', 'dextrose 5% and sodium chloride 0.3% in plastic container', 'dextrose 5% and sodium chloride 0.45%', 'dextrose 5% and sodium chloride 0.9%', 'dextrose 5% in plastic container', 'dextrose 50%', 'dextrose injection', 'dextrose injection usp', 'potassium chloride 10meq in dextrose 5% and sodium chloride 0.225% in plastic container; potassium chloride 20meq in dextrose 5% and sodium chloride 0.225% in plastic container', 'potassium chloride 10meq in dextrose 5% and sodium chloride 0.45%; potassium chloride 20meq in dextrose 5% and sodium chloride 0.45%; potassium chloride 30meq in dextrose 5% and sodium chloride 0.45%; potassium chloride 40meq in dextrose 5% and sodium chloride 0.45%', 'potassium chloride 20meq in dextrose 5% and sodium chloride 0.9%; potassium chloride 40meq in dextrose 5% and sodium chloride 0.9%']",False
dextrose (dextrose monohydrate),1,['5% dextrose injection'],True
dextrose; acetic acid; potassium chloride; calcium chloride; magnesium chloride; sodium chloride,1,['naturalyte h-408'],True
