Non_proprietary_name,Drug_name,n_agencies_per_name,n_agencies,is_globally_consistent
clavulanic acid (clavulanate potassium); amoxicillin (amoxicillin sodium),amoxicillin sodium and potassium clavulanate for injection,1,1,True
clavulanic acid (clavulanate potassium); amoxicillin (amoxicillin trihydrate),auro-amoxiclav,1,1,True
clavulanic acid (clavulanate potassium); amoxicillin (amoxicillin trihydrate),clavulin 400,1,1,True
clavulanic acid (clavulanate potassium); amoxicillin (amoxicillin trihydrate),jamp amoxi clav,1,1,True
clavulanic acid (clavulanate potassium); amoxicillin (amoxicillin trihydrate),jamp amoxi clav suspension,1,1,True
clavulanic acid (clavulanate potassium); amoxicillin (amoxicillin trihydrate),m-amoxi clav,1,1,True
clavulanic acid (clavulanate potassium); amoxicillin (amoxicillin trihydrate),pro-amoxi clav,1,1,True
clavulanic acid (clavulanate potassium); amoxicillin (amoxicillin trihydrate),sandoz amoxi-clav tablet,1,1,True
clazosentan sodium,pivlaz,1,1,True
clemastine fumarate,clemastine fumarate,1,1,True
clevidipine,cleviprex,3,3,True
clindamycin (clindamycin hydrochloride),auro-clindamycin,1,1,True
clindamycin (clindamycin hydrochloride),clindamycin,1,1,True
clindamycin (clindamycin hydrochloride),jamp clindamycin,1,1,True
clindamycin (clindamycin hydrochloride),m-clindamycin,1,1,True
clindamycin (clindamycin hydrochloride),med-clindamycin,1,1,True
clindamycin (clindamycin hydrochloride),nra-clindamycin,1,1,True
clindamycin (clindamycin hydrochloride),riva-clindamycin,1,1,True
clindamycin (clindamycin hydrochloride),teva-clindamycin,1,1,True
clindamycin (clindamycin phosphate),clindamycin injection in 5% dextrose,1,1,True
clindamycin (clindamycin phosphate),clindamycin injection usp,1,1,True
clindamycin (clindamycin phosphate),clindamycin iv infusion,1,1,True
clindamycin (clindamycin phosphate),taro-clindamycin,1,1,True
clindamycin (clindamycin phosphate); benzoyl peroxide,clindoxyl gel,1,1,True
clindamycin hydrochloride,clindamycin hydrochloride,1,1,True
clindamycin palmitate hydrochloride,clindamycin palmitate hydrochloride,1,1,True
clindamycin phosphate,cleocin,1,1,True
clindamycin phosphate,clindagel,1,1,True
clindamycin phosphate,clindamycin phosphate,1,1,True
clindamycin phosphate,clindamycin phosphate and tretinoin,1,1,True
clindamycin phosphate,clindamycin phosphate in 0.9% sodium chloride,1,1,True
clindamycin phosphate,clindamycin phosphate in 5% dextrose in plastic container,1,1,True
clindamycin phosphate,clindamycin phosphate in dextrose 5%,1,1,True
clindamycin phosphate,clindamycin phosphate in dextrose 5% in plastic container,1,1,True
clindamycin phosphate,clindesse,1,1,True
clindamycin phosphate,clindets,1,1,True
clindamycin phosphate,evoclin,1,1,True
clindamycin phosphate,veltin,1,1,True
clindamycin phosphate,xaciato,1,1,True
clindamycin phosphate,ziana,1,1,True
clindamycin phosphate hydrate/benzoyl peroxide,duac,1,1,True
clindamycin phosphate; tretinoin,biacna topical gel,1,1,True
clobazam,apo-clobazam,1,3,False
clobazam,clobazam,1,3,False
clobazam,frisium,1,3,False
clobazam,onfi,1,3,False
clobazam,sympazan,1,3,False
clobazam,teva-clobazam,1,3,False
clobetasol propionate,clobetasol propionate,1,3,False
clobetasol propionate,clobetasol propionate (emollient),1,3,False
clobetasol propionate,clobex,2,3,False
clobetasol propionate,clobex shampoo,1,3,False
clobetasol propionate,clobex spray,1,3,False
clobetasol propionate,cormax,1,3,False
clobetasol propionate,dermovate cream,1,3,False
clobetasol propionate,dermovate ointment,1,3,False
clobetasol propionate,dermovate scalp application,1,3,False
clobetasol propionate,embeline,1,3,False
clobetasol propionate,embeline e,1,3,False
clobetasol propionate,impeklo,1,3,False
clobetasol propionate,impoyz,1,3,False
clobetasol propionate,jamp clobetasol spray,1,3,False
clobetasol propionate,mylan-clobetasol scalp application,1,3,False
clobetasol propionate,odan clobetasol spray,1,3,False
clobetasol propionate,olux,1,3,False
clobetasol propionate,olux e,1,3,False
clobetasol propionate,reddy-clobetasol shampoo,1,3,False
clobetasol propionate,sandoz clobetasol,1,3,False
clobetasol propionate,"taro-clobetasol cream usp, 0.05%",1,3,False
clobetasol propionate,"taro-clobetasol ointment usp, 0.05%",1,3,False
clobetasol propionate,taro-clobetasol shampoo,1,3,False
clobetasol propionate,taro-clobetasol spray,1,3,False
clobetasol propionate,"taro-clobetasol topical solution usp, 0.05%",1,3,False
clobetasone butyrate,spectro eczemacare medicated cream,1,1,True
clocortolone pivalate,clocortolone pivalate,1,1,True
clodronate disodium,clasteon,1,1,True
clofarabine,clofara,1,4,False
clofarabine,clofarabine,1,4,False
clofarabine,clolar,2,4,False
clofarabine,ivozall,1,4,False
clomiphene citrate,clomiphene citrate,1,1,True
clomipramine hydrochloride,clomipramine hydrochloride,1,2,False
clomipramine hydrochloride,taro-clomipramine,1,2,False
clonazepam,apo-clonazepam,1,2,False
clonazepam,clonazepam,1,2,False
clonazepam,klonopin rapidly disintegrating,1,2,False
clonazepam,pms-clonazepam,1,2,False
clonazepam,pms-clonazepam-r,1,2,False
clonazepam,pro-clonazepam,1,2,False
clonazepam,riva-clonazepam,1,2,False
clonidine,clonidine,1,1,True
clonidine,nexiclon xr,1,1,True
clonidine hydrochloride,clonidine,1,2,False
clonidine hydrochloride,clonidine hydrochloride,1,2,False
clonidine hydrochloride,duraclon,1,2,False
clonidine hydrochloride,jamp clonidine,1,2,False
clonidine hydrochloride,jenloga; kapvay,1,2,False
clonidine hydrochloride,mar-clonidine,1,2,False
clonidine hydrochloride,mint-clonidine,1,2,False
clonidine hydrochloride,onyda xr,1,2,False
clonidine hydrochloride,sandoz clonidine,1,2,False
clonidine hydrochloride,teva-clonidine,1,2,False
clopidogrel,clopidogrel 1a pharma,1,1,True
clopidogrel,clopidogrel acino,1,1,True
clopidogrel,clopidogrel acino pharma,1,1,True
clopidogrel,clopidogrel acino pharma gmbh,1,1,True
clopidogrel,clopidogrel bms,1,1,True
clopidogrel,clopidogrel dura,1,1,True
clopidogrel,clopidogrel hcs,1,1,True
clopidogrel,clopidogrel hexal,1,1,True
clopidogrel,clopidogrel krka,1,1,True
clopidogrel,clopidogrel mylan,1,1,True
clopidogrel,clopidogrel qualimed,1,1,True
clopidogrel,clopidogrel ratiopharm,1,1,True
clopidogrel,clopidogrel ratiopharm gmbh,1,1,True
clopidogrel,clopidogrel sandoz,1,1,True
clopidogrel,clopidogrel tad,1,1,True
clopidogrel,clopidogrel teva,1,1,True
clopidogrel,clopidogrel teva generics b.v.,1,1,True
clopidogrel,clopidogrel teva pharma,1,1,True
clopidogrel,clopidogrel teva pharma b.v.,1,1,True
clopidogrel,clopidogrel winthrop,1,1,True
clopidogrel,grepid,1,1,True
clopidogrel,iscover,1,1,True
clopidogrel,plavix,1,1,True
clopidogrel,zopya,1,1,True
clopidogrel,zylagren,1,1,True
clopidogrel,zyllt,1,1,True
clopidogrel (clopidogrel bisulfate),act clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),ag-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),apo-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),auro-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),bio-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),jamp-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),m-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),mar-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),mint-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),nra-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),plavix,1,1,True
clopidogrel (clopidogrel bisulfate),pms-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),riva-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),taro-clopidogrel,1,1,True
clopidogrel (clopidogrel bisulfate),teva-clopidogrel,1,1,True
clopidogrel / acetylsalicylic acid,clopidogrel / acetylsalicylic acid teva,1,1,True
clopidogrel / acetylsalicylic acid,duocover,1,1,True
clopidogrel / acetylsalicylic acid,duoplavin,1,1,True
clopidogrel bisulfate,clopidogrel bisulfate,1,1,True
clopidogrel bisulfate,plavix,1,1,True
clopidogrel/aspirin,co plavix/duo cover,1,1,True
clorazepate dipotassium,clorazepate dipotassium,1,1,True
clostridium botulinum type a toxin - haemagglutinin complex,dysport,1,1,True
clotrimazole,canesten 1 day internal cream,1,2,False
clotrimazole,canesten 1% topical cream,1,2,False
clotrimazole,canesten 3 day internal cream,1,2,False
clotrimazole,canesten 6 day internal cream,1,2,False
clotrimazole,canesten combi 1 day,1,2,False
clotrimazole,canesten combi 1 day internal + external creams,1,2,False
clotrimazole,canesten combi 1 day soft capsule + extra strength external cream,1,2,False
clotrimazole,canesten combi 3 day,1,2,False
clotrimazole,canesten comfortab 1,1,2,False
clotrimazole,canesten comfortab 3,1,2,False
clotrimazole,canesten external antifungal cream,1,2,False
clotrimazole,canesten external cream,1,2,False
clotrimazole,canesten extra strength external antifungal cream,1,2,False
clotrimazole,canesten soft capsule 1,1,2,False
clotrimazole,clotrimazole,1,2,False
clotrimazole,clotrimazole external antifungal cream,1,2,False
clotrimazole,clotrimazole extra strength external antifungal cream,1,2,False
clotrimazole,clotrimazole topical,1,2,False
clotrimazole,clotrimazole vaginal 3,1,2,False
clotrimazole,clotrimazole vaginal 6,1,2,False
clotrimazole,gyne-lotrimin 3,1,2,False
clotrimazole,gyne-lotrimin 3 combination pack,1,2,False
clotrimazole,gynix,1,2,False
clotrimazole,trivagizole 3,1,2,False
clotrimazole; fluconazole,canesoral combi 1 day,1,1,True
cloxacillin (cloxacillin sodium),cloxacillin for injection,1,1,True
cloxacillin (cloxacillin sodium),jamp cloxacillin,1,1,True
clozapine,aa-clozapine,1,3,False
clozapine,clozapine,1,3,False
clozapine,clozaril,2,3,False
clozapine,fazaclo odt,1,3,False
clozapine,gen-clozapine,1,3,False
clozapine,versacloz,1,3,False
coagulation factor ix (human),immunine vh,1,1,True
coagulation factor ix (human); coagulation factor vii (human); coagulation factor ii (human); protein c; protein s; coagulation factor x (human),octaplex,1,1,True
coagulation factor ix (recombinant),benefix,1,1,True
"coagulation factor ix (recombinant), pegylated",rebinyn,1,1,True
coagulation factor x (human); coagulation factor ii (human); coagulation factor vii (human); protein s; coagulation factor ix (human); protein c,octaplex,1,1,True
coagulation factor x (human); coagulation factor vii (human); protein s; protein c; coagulation factor ii (human); coagulation factor ix (human),beriplex p/n 500,1,1,True
coal tar,coal-tar shampoo,1,1,True
coal tar,derm oil,1,1,True
coal tar,psoriasin gel,1,1,True
coal tar,psoriasin ointment,1,1,True
cobicistat,cobicistat,1,3,False
cobicistat,genvoya,1,3,False
cobicistat,prezcobix,1,3,False
cobicistat,stribild,1,3,False
cobicistat,symtuza,1,3,False
cobicistat,tybost,3,3,True
cobicistat; darunavir (darunavir ethanolate),prezcobix,1,1,True
cobicistat; emtricitabine; darunavir (darunavir ethanolate); tenofovir alafenamide (tenofovir alafenamide hemifumarate),symtuza,1,1,True
cobicistat; emtricitabine; tenofovir disoproxil fumarate; elvitegravir,stribild,1,1,True
cobimetinib,cotellic,1,1,True
cobimetinib (cobimetinib fumarate),cotellic,1,1,True
cobimetinib fumarate,cotellic,1,1,True
cocaine hydrochloride,goprelto,1,1,True
cocaine hydrochloride,numbrino,1,1,True
"codeine (codeine monohydrate, codeine sulfate trihydrate)",codeine contin 100mg controlled release tab,1,1,True
"codeine (codeine monohydrate, codeine sulfate trihydrate)",codeine contin 150mg controlled release tab,1,1,True
"codeine (codeine monohydrate, codeine sulfate trihydrate)",codeine contin 200mg controlled release tab,1,1,True
"codeine (codeine monohydrate, codeine sulfate trihydrate)",codeine contin 50mg controlled release tab,1,1,True
codeine phosphate,"prometh hydrochloride,phenylephrine hydrochloride w/codeine phosphate",1,1,True
codeine phosphate,promethazine hydrochloride and codeine phosphate,1,1,True
codeine phosphate,"promethazine hydrochloride, phenylephrine hydrochloride w/codeine phosphate",1,1,True
codeine phosphate,"promethazine hydrochloride,phenylephrine hydrochloride w/codeine phosphate",1,1,True
codeine phosphate,promethazine with codeine,1,1,True
codeine phosphate; butalbital; acetylsalicylic acid; caffeine,apo-butalbital-acetylsalicylic acid-caffeine-codeine-c 1/2,1,1,True
codeine phosphate; diphenhydramine hydrochloride; ammonium chloride,cough and allergy syrup with codeine,1,1,True
codeine phosphate; promethazine hydrochloride,promethazine hydrochloride and codeine phosphate; promethazine hydrochloride; codeine phosphate,1,1,True
codeine phosphate; pseudoephedrine hydrochloride; guaifenesin,cough syrup with codeine,1,1,True
codeine sulfate,codeine sulfate,1,1,True
colchicine,colchicine,1,2,False
colchicine,colcrys,1,2,False
colchicine,euro-colchicine,1,2,False
colchicine,gloperba,1,2,False
colchicine,jamp-colchicine,1,2,False
colchicine,lodoco,1,2,False
colchicine,mitigare,1,2,False
colchicine,myinfla,1,2,False
colchicine,pms-colchicine,1,2,False
colchicine,probenecid and colchicine,1,2,False
colesevelam hydrochloride,apo-colesevelam,1,2,False
colesevelam hydrochloride,colesevelam hydrochloride,1,2,False
colesevelam hydrochloride,lodalis,1,2,False
colesevelam hydrochloride,welchol,1,2,False
colestilan,bindren,1,1,True
colestipol hydrochloride,colestid tablets,1,2,False
colestipol hydrochloride,colestipol hydrochloride,1,2,False
colistimethate sodium,colistimethate for injection usp,1,4,False
colistimethate sodium,colistimethate sodium,1,4,False
colistimethate sodium,colobreathe,1,4,False
colistimethate sodium,tadim,1,4,False
colistin (colistimethate sodium),colistimethate for injection u.s.p.,1,1,True
colistin (colistimethate sodium),"colistimethate for injection, usp",1,1,True
collagenase,xiaflex,1,1,True
collagenase clostridium histolyticum,xiaflex,2,3,False
collagenase clostridium histolyticum,xiapex,1,3,False
collagenase clostridium histolyticum-aaes,qwo,1,1,True
concentrate of proteolytic enzymes enriched in bromelain,nexobrid,2,2,True
concizumab,alhemo,4,4,True
concizumab-mtci,alhemo,1,1,True
conestat alfa,ruconest,1,1,True
conivaptan hydrochloride,vaprisol,1,1,True
conivaptan hydrochloride,vaprisol; vaprisol in 5% dextrose in plastic container,1,1,True
conjugated estrogens,premarin,1,1,True
conjugated estrogens / bazedoxifene acetate,duavive,1,1,True
conjugated estrogens/medroxyprogesterone acetate,prempro/premphase,1,1,True
copanlisib,aliqopa,1,1,True
copanlisib dihydrochloride,aliqopa,1,1,True
copper,miudella,1,1,True
copper (64cu) chloride,cuprymina,1,1,True
copper (copper gluconate); vitamin d3 (cholecalciferol); zinc (zinc oxide); magnesium (magnesium oxide); vitamin b12 (cyanocobalamin); d-pantothenic acid (calcium d-pantothenate); vitamin b1 (thiamine mononitrate); iodine (potassium iodide); ascorbic acid; iron (ferrous fumarate); calcium (calcium carbonate); vitamin b6 (pyridoxine hydrochloride); vitamin e (dl-alpha tocopheryl acetate); folic acid; beta-carotene; nicotinamide; vitamin b2 (riboflavin),pregnancy multivitamin folic 5,1,1,True
copper (cupric sulfate); selenium (selenious acid); zinc (zinc sulfate); iodide (sodium iodide); manganese (manganese sulfate),micro+ te pediatric,1,1,True
copper cu-64 dotatate,detectnet,1,1,True
corifollitropin alfa,elonva,2,2,True
coronavirus (sars-cov-2) rna vaccine,comirnaty,1,1,True
coronavirus (sars-cov-2) rna vaccine,daichirona,1,1,True
coronavirus (sars-cov-2) rna vaccine,kostaive,1,1,True
coronavirus (sars-cov-2) rna vaccine,spikevax,1,1,True
coronavirus modified uridine rna vaccine,comirnaty,1,1,True
coronavirus modified uridine rna vaccine,covid-19 vaccine moderna,1,1,True
coronavirus modified uridine rna vaccine,spikevax,1,1,True
coronavirus rna vaccine,spikevax,1,1,True
corticorelin ovine triflutate,acthrel,1,1,True
cortisone acetate,cortisone acetate,1,1,True
corynebacterium diphtheriae crm-197 protein; meningococcal group c oligosaccharide,menjugate liquid,1,1,True
cosibelimab-ipdl,unloxcyt,1,1,True
cosyntropin,cosyntropin,1,1,True
covid-19 (sars-cov-2) vaccine,jcovden,1,1,True
covid-19 (sars-cov-2) vaccine,vaxzevria,1,1,True
covid-19 mrna vaccine (nucleoside-modified),comirnaty,1,1,True
covid-19 mrna vaccine (nucleoside-modified),covid-19 vaccine moderna,1,1,True
covid-19 vaccine (chadox1-s [recombinant]),covid-19 vaccine astrazeneca,1,1,True
"covid-19 vaccine (recombinant, adjuvanted)",bimervax,1,1,True
"covid-19 vaccine (recombinant, adjuvanted)",nuvaxovid,1,1,True
"covid-19 vaccine (recombinant, adjuvanted)",vidprevtyn beta,1,1,True
crinecerfont,crenessity,1,1,True
crisaborole,eucrisa,2,4,False
crisaborole,staquis,2,4,False
crisantaspase,enrylaze,2,4,False
crisantaspase,erwinase,1,4,False
crisantaspase,rylaze,1,4,False
crizanlizumab,adakveo,2,2,True
crizanlizumab-tmca,adakveo,1,1,True
crizotinib,xalkori,5,5,True
crofelemer,mytesi,1,1,True
cromolyn sodium,crolom,1,1,True
cromolyn sodium,cromolyn sodium,1,1,True
cromolyn sodium,cromoptic,1,1,True
cromolyn sodium,gastrocrom,1,1,True
cromolyn sodium,nasalcrom,1,1,True
crovalimab,piasky,2,2,True
crovalimab-akkz,piasky,1,1,True
cupric chloride,cupric chloride,1,1,True
cupric sulfate,cupric sulfate,1,1,True
cupric sulfate,multrys; tralement,1,1,True
cx-024414,spikevax,1,1,True
cyanocobalamin,calomist,1,1,True
cyanocobalamin,cyanocobalamin,1,1,True
cyanocobalamin,nascobal,1,1,True
cyclizine lactate,valoid,1,1,True
cyclobenzaprine hydrochloride,ag-cyclobenzaprine,1,2,False
cyclobenzaprine hydrochloride,amrix,1,2,False
cyclobenzaprine hydrochloride,apo-cyclobenzaprine,1,2,False
cyclobenzaprine hydrochloride,auro-cyclobenzaprine,1,2,False
cyclobenzaprine hydrochloride,cyclobenzaprine,1,2,False
cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,1,2,False
cyclobenzaprine hydrochloride,jamp-cyclobenzaprine,1,2,False
cyclobenzaprine hydrochloride,pms-cyclobenzaprine - tab 10mg,1,2,False
cyclobenzaprine hydrochloride,pro-cyclobenzaprine,1,2,False
cyclobenzaprine hydrochloride,riva-cyclobenzaprine,1,2,False
cyclopentolate hydrochloride,akpentolate,1,2,False
cyclopentolate hydrochloride,cyclopentolate hydrochloride,1,2,False
cyclopentolate hydrochloride,minims cyclopentolate hydrochloride,1,2,False
cyclophosphamide,cyclophosphamide,1,2,False
cyclophosphamide,cyclophosphamide for injection usp,1,2,False
cyclophosphamide,procytox,1,2,False
cyclophosphamide,procytox tab 25mg,1,2,False
cyclophosphamide,procytox tab 50mg,1,2,False
cyclosporin,restasis,1,1,True
cyclosporine,cequa,2,2,True
cyclosporine,cyclosporine,1,2,False
cyclosporine,gengraf,1,2,False
