DRUG_CODE,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Pharmaceutical_form,Administration_route,Decision,Decision_date,Current_status,Marketing_authorisation_holder,Decision_year
70035,02245915,PMS-CARVEDILOL,CARVEDILOL,TABLET,ORAL,APPROVED,01.08.2003,MARKETED,PHARMASCIENCE INC,2003
70036,02245916,PMS-CARVEDILOL,CARVEDILOL,TABLET,ORAL,APPROVED,01.08.2003,MARKETED,PHARMASCIENCE INC,2003
70037,02245917,PMS-CARVEDILOL,CARVEDILOL,TABLET,ORAL,APPROVED,01.08.2003,MARKETED,PHARMASCIENCE INC,2003
70063,02245939,MAXILENE 5,LIDOCAINE,CREAM,TOPICAL,APPROVED,13.12.2002,MARKETED,RGR PHARMA LTD.,2002
70070,02245946,JAMP-DOCUSATE SODIUM,DOCUSATE SODIUM,CAPSULE,ORAL,MARKETED,30.06.2004,MARKETED,JAMP PHARMA CORPORATION,2004
70072,02245948,LEVOTHYROXINE SODIUM FOR INJECTION,LEVOTHYROXINE SODIUM,POWDER FOR SOLUTION,INTRAVENOUS; INTRAMUSCULAR,MARKETED,27.08.2002,MARKETED,FRESENIUS KABI CANADA LTD,2002
70103,02245977,RECOMBIVAX HB,HEPATITIS B SURFACE ANTIGEN (RECOMBINANT),SUSPENSION,INTRAMUSCULAR,APPROVED,28.05.2002,MARKETED,MERCK CANADA INC,2002
70136,02246010,APO-METOPROLOL,METOPROLOL TARTRATE,TABLET,ORAL,APPROVED,19.07.2002,MARKETED,APOTEX INC,2002
70142,02246016,THYROGEN,THYROTROPIN ALFA,POWDER FOR SOLUTION,INTRAMUSCULAR,APPROVED,31.05.2002,MARKETED,SANOFI-AVENTIS CANADA INC,2002
70170,02246039,JAMP-BISACODYL,BISACODYL,TABLET,ORAL,MARKETED,20.10.2006,MARKETED,JAMP PHARMA CORPORATION,2006
70187,02246056,APO-CITALOPRAM,CITALOPRAM (CITALOPRAM HYDROBROMIDE),TABLET,ORAL,APPROVED,20.01.2004,MARKETED,APOTEX INC,2004
70188,02246057,APO-CITALOPRAM,CITALOPRAM (CITALOPRAM HYDROBROMIDE),TABLET,ORAL,APPROVED,20.01.2004,MARKETED,APOTEX INC,2004
70191,02246060,TYLENOL MUSCLE & BODY,ACETAMINOPHEN,TABLET (EXTENDED-RELEASE),ORAL,MARKETED,01.11.2002,MARKETED,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,2002
70216,02246081,VARIVAX III,VARICELLA VIRUS LIVE ATTENUATED (OKA/MERCK STRAIN),POWDER FOR SOLUTION,INTRAMUSCULAR; SUBCUTANEOUS,APPROVED,19.06.2002,MARKETED,MERCK CANADA INC,2002
70217,02246082,FLUNARIZINE,FLUNARIZINE (FLUNARIZINE HYDROCHLORIDE),CAPSULE,ORAL,APPROVED,19.07.2002,MARKETED,AA PHARMA INC,2002
70219,02246084,IPRAVENT,IPRATROPIUM BROMIDE,SOLUTION,NASAL,APPROVED,10.07.2002,MARKETED,AA PHARMA INC,2002
70300,02246156,POLYSPORIN ITCH RELIEF,PRAMOXINE HYDROCHLORIDE; ZINC ACETATE,LOTION,TOPICAL,APPROVED,24.12.2002,MARKETED,JOHNSON & JOHNSON INC,2002
70312,02246162,REACTINE COMPLETE,PSEUDOEPHEDRINE HYDROCHLORIDE; CETIRIZINE HYDROCHLORIDE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,30.09.2002,MARKETED,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,2002
70344,02246194,APO-AMIODARONE TABLETS,AMIODARONE HYDROCHLORIDE,TABLET,ORAL,APPROVED,30.07.2002,MARKETED,APOTEX INC,2002
70384,02246226,FLUDARA,FLUDARABINE PHOSPHATE,TABLET,ORAL,APPROVED,20.08.2002,MARKETED,SANOFI-AVENTIS CANADA INC,2002
70477,02246314,GABAPENTIN,GABAPENTIN,CAPSULE,ORAL,APPROVED,30.07.2002,MARKETED,SIVEM PHARMACEUTICALS ULC,2002
70478,02246315,GABAPENTIN,GABAPENTIN,CAPSULE,ORAL,APPROVED,30.07.2002,MARKETED,SIVEM PHARMACEUTICALS ULC,2002
70479,02246316,GABAPENTIN,GABAPENTIN,CAPSULE,ORAL,APPROVED,30.07.2002,MARKETED,SIVEM PHARMACEUTICALS ULC,2002
70495,02246331,DOM-AMIODARONE,AMIODARONE HYDROCHLORIDE,TABLET,ORAL,APPROVED,30.07.2002,MARKETED,DOMINION PHARMACAL,2002
70531,02246365,TRANEXAMIC ACID INJECTION BP,TRANEXAMIC ACID,SOLUTION,INTRAVENOUS,APPROVED,04.10.2002,MARKETED,SANDOZ CANADA INCORPORATED,2002
70567,02246397,TEARS NATURALE FORTE,DEXTRAN 70; GLYCERINE; HYPROMELLOSE,SOLUTION,OPHTHALMIC,MARKETED,02.01.2003,MARKETED,ALCON CANADA INC,2003
70575,02246403,JUNIOR STRENGTH ADVIL,IBUPROFEN,TABLET (CHEWABLE),ORAL,APPROVED,17.10.2002,MARKETED,GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC,2002
70601,02246427,KEYSTONE FOAM HAND SANITIZER,BENZALKONIUM CHLORIDE,LIQUID,TOPICAL,MARKETED,01.08.2003,MARKETED,ECOLAB CO,2003
70715,02246533,ANGIOMAX,BIVALIRUDIN,POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,09.10.2002,MARKETED,SANDOZ CANADA INCORPORATED,2002
70717,02246534,TEVA-ZOPICLONE,ZOPICLONE,TABLET,ORAL,APPROVED,09.12.2002,MARKETED,TEVA CANADA LIMITED,2002
70735,02246552,REMODULIN,TREPROSTINIL (TREPROSTINIL SODIUM),SOLUTION,SUBCUTANEOUS; INTRAVENOUS,APPROVED,04.10.2002,MARKETED,UNITED THERAPEUTICS CORPORATION,2002
70736,02246553,REMODULIN,TREPROSTINIL (TREPROSTINIL SODIUM),SOLUTION,SUBCUTANEOUS; INTRAVENOUS,APPROVED,04.10.2002,MARKETED,UNITED THERAPEUTICS CORPORATION,2002
70737,02246554,REMODULIN,TREPROSTINIL (TREPROSTINIL SODIUM),SOLUTION,INTRAVENOUS; SUBCUTANEOUS,APPROVED,04.10.2002,MARKETED,UNITED THERAPEUTICS CORPORATION,2002
70738,02246555,REMODULIN,TREPROSTINIL (TREPROSTINIL SODIUM),SOLUTION,INTRAVENOUS; SUBCUTANEOUS,APPROVED,04.10.2002,MARKETED,UNITED THERAPEUTICS CORPORATION,2002
70742,02246559,VALTREX,VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE),TABLET,ORAL,APPROVED,04.11.2002,MARKETED,GLAXOSMITHKLINE INC,2002
70751,02246568,COVERSYL PLUS LD,INDAPAMIDE; PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,18.10.2002,MARKETED,SERVIER CANADA INC,2002
70752,02246569,COVERSYL PLUS,PERINDOPRIL ERBUMINE; INDAPAMIDE,TABLET,ORAL,APPROVED,18.10.2002,MARKETED,SERVIER CANADA INC,2002
70768,02246581,PMS-ATENOLOL,ATENOLOL,TABLET,ORAL,APPROVED,25.11.2002,MARKETED,PHARMASCIENCE INC,2002
70784,02246597,PAMIDRONATE DISODIUM FOR INJECTION,PAMIDRONATE DISODIUM,SOLUTION,INTRAVENOUS,APPROVED,08.11.2002,MARKETED,FRESENIUS KABI CANADA LTD,2002
70785,02246598,PAMIDRONATE DISODIUM FOR INJECTION,PAMIDRONATE DISODIUM,SOLUTION,INTRAVENOUS,APPROVED,08.11.2002,MARKETED,FRESENIUS KABI CANADA LTD,2002
70786,02246599,PAMIDRONATE DISODIUM FOR INJECTION,PAMIDRONATE DISODIUM,SOLUTION,INTRAVENOUS,APPROVED,08.11.2002,MARKETED,FRESENIUS KABI CANADA LTD,2002
70790,02246602,NEOCITRAN COLD & SORE THROAT NIGHT,ACETAMINOPHEN; PHENIRAMINE MALEATE; PHENYLEPHRINE HYDROCHLORIDE,POWDER FOR SOLUTION,ORAL,MARKETED,18.06.2003,MARKETED,HALEON CANADA ULC,2003
70807,02246619,XALACOM,LATANOPROST; TIMOLOL (TIMOLOL MALEATE),SOLUTION,OPHTHALMIC,APPROVED,15.10.2002,MARKETED,BGP PHARMA ULC,2002
70814,02246624,COVERSYL,PERINDOPRIL ERBUMINE,TABLET,ORAL,APPROVED,16.10.2002,MARKETED,SERVIER CANADA INC,2002
70886,02246691,APO-HYDROXYQUINE,HYDROXYCHLOROQUINE SULFATE,TABLET,ORAL,APPROVED,09.12.2002,MARKETED,APOTEX INC,2002
70888,02246693,TRIPLE ANTIBIOTIC OINTMENT,GRAMICIDIN; POLYMYXIN B (POLYMYXIN B SULFATE); BACITRACIN ZINC,OINTMENT,TOPICAL,MARKETED,20.01.2003,MARKETED,TARO PHARMACEUTICALS INC,2003
70894,02246699,APO-NAPROXEN EC TABLETS,NAPROXEN,TABLET (ENTERIC-COATED),ORAL,APPROVED,13.11.2002,MARKETED,APOTEX INC,2002
70895,02246700,APO-NAPROXEN EC,NAPROXEN,TABLET (ENTERIC-COATED),ORAL,APPROVED,13.11.2002,MARKETED,APOTEX INC,2002
70896,02246701,APO-NAPROXEN EC,NAPROXEN,TABLET (ENTERIC-COATED),ORAL,APPROVED,13.11.2002,MARKETED,APOTEX INC,2002
70909,02246714,TARO-AMCINONIDE,AMCINONIDE,CREAM,TOPICAL,APPROVED,11.02.2003,MARKETED,TARO PHARMACEUTICALS INC,2003
70993,02246793,SPIRIVA,TIOTROPIUM (TIOTROPIUM BROMIDE MONOHYDRATE),CAPSULE,INHALATION,APPROVED,20.11.2002,MARKETED,BOEHRINGER INGELHEIM (CANADA) LTD LTEE,2002
70995,02246795,KETAMINE HYDROCHLORIDE INJECTION USP,KETAMINE (KETAMINE HYDROCHLORIDE),SOLUTION,INTRAVENOUS; INTRAMUSCULAR,APPROVED,27.11.2002,MARKETED,SANDOZ CANADA INCORPORATED,2002
70996,02246796,KETAMINE HYDROCHLORIDE INJECTION USP,KETAMINE (KETAMINE HYDROCHLORIDE),SOLUTION,INTRAVENOUS; INTRAMUSCULAR,APPROVED,27.11.2002,MARKETED,SANDOZ CANADA INCORPORATED,2002
71005,02246805,THYMOGLOBULIN,ANTI-THYMOCYTE GLOBULIN (RABBIT),POWDER FOR SOLUTION,INTRAVENOUS,APPROVED,20.11.2002,MARKETED,SANOFI-AVENTIS CANADA INC,2002
71020,02246820,SANDOZ METFORMIN FC,METFORMIN HYDROCHLORIDE,TABLET,ORAL,APPROVED,16.12.2002,MARKETED,SANDOZ CANADA INCORPORATED,2002
71021,02246821,SANDOZ METFORMIN FC,METFORMIN HYDROCHLORIDE,TABLET,ORAL,APPROVED,16.12.2002,MARKETED,SANDOZ CANADA INCORPORATED,2002
71050,02246848,"HOT LEMON RELIEF FOR SYMPTOMS OF COUGH, COLD AND FLU EXTRA STRENGTH",ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE; CHLORPHENIRAMINE MALEATE,POWDER FOR SOLUTION,ORAL,MARKETED,13.02.2004,MARKETED,CELLCHEM PHARMACEUTICALS INC.,2004
71082,02246859,AA-FENO-SUPER,FENOFIBRATE,TABLET,ORAL,APPROVED,18.04.2006,MARKETED,AA PHARMA INC,2006
71083,02246860,AA-FENO-SUPER,FENOFIBRATE,TABLET,ORAL,APPROVED,18.04.2006,MARKETED,AA PHARMA INC,2006
71113,02246888,AVAGARD CHG,CHLORHEXIDINE GLUCONATE; ALCOHOL ANHYDROUS,LOTION,TOPICAL (HOSPITAL/HC FACILITIES),MARKETED,02.07.2003,MARKETED,3M HEALTHCARE CANADA COMPANY LIMITED,2003
71123,02246896,ACTONEL,RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE),TABLET,ORAL,APPROVED,09.12.2002,MARKETED,ABBVIE CORPORATION,2002
71124,02246897,PMS-LAMOTRIGINE,LAMOTRIGINE,TABLET,ORAL,APPROVED,22.01.2003,MARKETED,PHARMASCIENCE INC,2003
71125,02246898,PMS-LAMOTRIGINE,LAMOTRIGINE,TABLET,ORAL,APPROVED,22.01.2003,MARKETED,PHARMASCIENCE INC,2003
71126,02246899,PMS-LAMOTRIGINE,LAMOTRIGINE,TABLET,ORAL,APPROVED,22.01.2003,MARKETED,PHARMASCIENCE INC,2003
71177,02246950,STANHEXIDINE AQUEOUS 2% WITH 4% ISOPROPYL ALCOHOL,ISOPROPYL ALCOHOL; CHLORHEXIDINE GLUCONATE,SOLUTION,TOPICAL,MARKETED,04.12.2002,MARKETED,OMEGA LABORATORIES LIMITED,2002
71178,02246951,SENNA S. TABLETS,DOCUSATE SODIUM; SENNOSIDES,TABLET,ORAL,MARKETED,29.10.2003,MARKETED,SIGMA LIFE SCIENCES INC.,2003
71182,02246955,DIOVAN-HCT,HYDROCHLOROTHIAZIDE; VALSARTAN,TABLET,ORAL,APPROVED,03.01.2003,MARKETED,NOVARTIS PHARMACEUTICALS CANADA INC,2003
71196,02246967,SANDOZ ESTRADIOL DERM 50,ESTRADIOL (ESTRADIOL HEMIHYDRATE),PATCH,TRANSDERMAL,APPROVED,14.04.2003,MARKETED,SANDOZ CANADA INCORPORATED,2003
71197,02246968,SANDOZ ESTRADIOL DERM 75,ESTRADIOL (ESTRADIOL HEMIHYDRATE),PATCH,TRANSDERMAL,APPROVED,14.04.2003,MARKETED,SANDOZ CANADA INCORPORATED,2003
71198,02246969,SANDOZ ESTRADIOL DERM 100,ESTRADIOL (ESTRADIOL HEMIHYDRATE),PATCH,TRANSDERMAL,APPROVED,14.04.2003,MARKETED,SANDOZ CANADA INCORPORATED,2003
71241,02247008,TEVA-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,MARKETED,08.01.2003,MARKETED,TEVA CANADA LIMITED,2003
71242,02247009,TEVA-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,MARKETED,08.01.2003,MARKETED,TEVA CANADA LIMITED,2003
71243,02247010,TEVA-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,MARKETED,08.01.2003,MARKETED,TEVA CANADA LIMITED,2003
71245,02247011,APO-SIMVASTATIN,SIMVASTATIN,TABLET,ORAL,APPROVED,20.12.2002,MARKETED,APOTEX INC,2002
71246,02247012,APO-SIMVASTATIN,SIMVASTATIN,TABLET,ORAL,APPROVED,20.12.2002,MARKETED,APOTEX INC,2002
71247,02247013,APO-SIMVASTATIN,SIMVASTATIN,TABLET,ORAL,APPROVED,20.12.2002,MARKETED,APOTEX INC,2002
71248,02247014,APO-SIMVASTATIN,SIMVASTATIN,TABLET,ORAL,APPROVED,20.12.2002,MARKETED,APOTEX INC,2002
71249,02247015,APO-SIMVASTATIN,SIMVASTATIN,TABLET,ORAL,APPROVED,20.12.2002,MARKETED,APOTEX INC,2002
71256,02247022,DEFEROXAMINE MESYLATE FOR INJECTION,DEFEROXAMINE MESYLATE,POWDER FOR SOLUTION,INTRAVENOUS; SUBCUTANEOUS; INTRAPERITONEAL; INTRAMUSCULAR,APPROVED,24.12.2002,MARKETED,PFIZER CANADA ULC,2002
71262,02247027,KEPPRA,LEVETIRACETAM,TABLET,ORAL,APPROVED,06.03.2003,MARKETED,UCB CANADA INC,2003
71263,02247028,KEPPRA,LEVETIRACETAM,TABLET,ORAL,APPROVED,06.03.2003,MARKETED,UCB CANADA INC,2003
71264,02247029,KEPPRA,LEVETIRACETAM,TABLET,ORAL,APPROVED,06.03.2003,MARKETED,UCB CANADA INC,2003
71308,02247073,SANDOZ CYCLOSPORINE,CYCLOSPORINE,CAPSULE,ORAL,APPROVED,03.03.2005,MARKETED,SANDOZ CANADA INCORPORATED,2005
71309,02247074,SANDOZ CYCLOSPORINE,CYCLOSPORINE,CAPSULE,ORAL,APPROVED,03.03.2005,MARKETED,SANDOZ CANADA INCORPORATED,2005
71336,02247099,ZYPREXA INTRAMUSCULAR,OLANZAPINE (OLANZAPINE TARTRATE),POWDER FOR SOLUTION,INTRAMUSCULAR,APPROVED,19.03.2003,MARKETED,CHEPLAPHARM REGISTRATION GMBH,2003
71343,02247104,PMS-DOXYCYCLINE,DOXYCYCLINE (DOXYCYCLINE HYCLATE),CAPSULE,ORAL,APPROVED,11.03.2003,MARKETED,PHARMASCIENCE INC,2003
71350,02247111,RAPAMUNE,SIROLIMUS,TABLET,ORAL,APPROVED,10.02.2003,MARKETED,PFIZER CANADA ULC,2003
71367,02247127,OVOL FOR GAS 180 MG TABLET,SIMETHICONE,TABLET,ORAL,MARKETED,16.05.2003,MARKETED,CHURCH & DWIGHT CANADA CORP,2003
71368,02247128,VIREAD,TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,APPROVED,18.03.2003,MARKETED,GILEAD SCIENCES CANADA INC,2003
71374,02247134,SENNA LAXATIVE AND DOCUSATE SODIUM TABLETS,DOCUSATE SODIUM; SENNOSIDES,TABLET,ORAL,MARKETED,07.03.2003,MARKETED,VITA HEALTH PRODUCTS INC,2003
71388,02247147,ROBAX PLATINUM,IBUPROFEN; METHOCARBAMOL,TABLET,ORAL,APPROVED,02.04.2003,MARKETED,GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC,2003
71404,02247162,CRESTOR - 10MG,ROSUVASTATIN (ROSUVASTATIN CALCIUM),TABLET,ORAL,APPROVED,18.02.2003,MARKETED,ASTRAZENECA CANADA INC,2003
71405,02247163,CRESTOR - 20MG,ROSUVASTATIN (ROSUVASTATIN CALCIUM),TABLET,ORAL,APPROVED,18.02.2003,MARKETED,ASTRAZENECA CANADA INC,2003
71406,02247164,CRESTOR - 40MG,ROSUVASTATIN (ROSUVASTATIN CALCIUM),TABLET,ORAL,APPROVED,18.02.2003,MARKETED,ASTRAZENECA CANADA INC,2003
71435,02247193,AERIUS KIDS,DESLORATADINE,SYRUP,ORAL,APPROVED,24.03.2003,MARKETED,BAYER INC,2003
71450,02247208,DUKORAL,"VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED; VIBRIO CHOLERAE INABA 6973 EL TOR BIOTYPE, FORMALIN INACTIVATED; VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED; RECOMBINANT CHOLERA TOXIN B SUBUNIT; VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED",SUSPENSION,ORAL,APPROVED,21.02.2003,MARKETED,VALNEVA SWEDEN AB,2003
71459,02247217,RIVA-AMIODARONE,AMIODARONE HYDROCHLORIDE,TABLET,ORAL,APPROVED,17.02.2003,MARKETED,LABORATOIRE RIVA INC.,2003
71463,02247221,SIMVASTATIN-10,SIMVASTATIN,TABLET,ORAL,APPROVED,17.02.2003,MARKETED,PRO DOC LIMITEE,2003
71464,02247222,SIMVASTATIN-20,SIMVASTATIN,TABLET,ORAL,APPROVED,17.02.2003,MARKETED,PRO DOC LIMITEE,2003
71465,02247223,SIMVASTATIN-40,SIMVASTATIN,TABLET,ORAL,APPROVED,17.02.2003,MARKETED,PRO DOC LIMITEE,2003
71466,02247224,SIMVASTATIN-80,SIMVASTATIN,TABLET,ORAL,APPROVED,17.02.2003,MARKETED,PRO DOC LIMITEE,2003
71480,02247238,ELIDEL,PIMECROLIMUS,CREAM,TOPICAL,APPROVED,19.03.2003,MARKETED,"BAUSCH HEALTH, CANADA INC.",2003
71485,02247243,GEN-CLOZAPINE,CLOZAPINE,TABLET,ORAL,APPROVED,19.02.2003,MARKETED,MYLAN PHARMACEUTICALS ULC,2003
71486,02247244,GEN-CLOZAPINE,CLOZAPINE,TABLET,ORAL,APPROVED,19.02.2003,MARKETED,MYLAN PHARMACEUTICALS ULC,2003
71508,02247265,PENNSAID,DICLOFENAC SODIUM,SOLUTION,TOPICAL,APPROVED,28.03.2003,MARKETED,PALADIN PHARMA INC.,2003
71565,02247322,PROCTOL OINTMENT,FRAMYCETIN SULFATE; ESCULIN; HYDROCORTISONE; DIBUCAINE HYDROCHLORIDE,OINTMENT,RECTAL,APPROVED,06.05.2003,MARKETED,ODAN LABORATORIES LTD,2003
71582,02247339,ACT CIPROFLOXACIN,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),TABLET,ORAL,MARKETED,18.02.2004,MARKETED,TEVA CANADA LIMITED,2004
71583,02247340,ACT CIPROFLOXACIN,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),TABLET,ORAL,MARKETED,18.02.2004,MARKETED,TEVA CANADA LIMITED,2004
71584,02247341,ACT CIPROFLOXACIN,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),TABLET,ORAL,MARKETED,18.02.2004,MARKETED,TEVA CANADA LIMITED,2004
71589,02247346,TEVA-GABAPENTIN,GABAPENTIN,TABLET,ORAL,APPROVED,08.04.2003,MARKETED,TEVA CANADA LIMITED,2003
71619,02247374,METADOL-D,METHADONE HYDROCHLORIDE,SOLUTION,ORAL,APPROVED,24.03.2014,MARKETED,ENDO OPERATIONS LTD.,2014
71628,02247383,PHARMA-LACTULOSE,LACTULOSE,SOLUTION,ORAL,MARKETED,23.06.2004,MARKETED,PHARMASCIENCE INC,2004
71630,02247385,SANDOZ DOCUSATE SODIUM,DOCUSATE SODIUM,CAPSULE,ORAL,MARKETED,20.11.2006,MARKETED,SANDOZ CANADA INCORPORATED,2006
71631,02247386,PMS-HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,TABLET,ORAL,MARKETED,10.12.2003,MARKETED,PHARMASCIENCE INC,2003
71632,02247387,PMS-HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,TABLET,ORAL,MARKETED,10.12.2003,MARKETED,PHARMASCIENCE INC,2003
71635,02247390,SANDOZ SENNA S,SENNOSIDES; DOCUSATE SODIUM,TABLET,ORAL,MARKETED,10.12.2004,MARKETED,SANDOZ CANADA INCORPORATED,2004
71683,02247437,INVANZ,ERTAPENEM (ERTAPENEM SODIUM),POWDER FOR SOLUTION,INTRAVENOUS; INTRAMUSCULAR,APPROVED,12.05.2003,MARKETED,MERCK CANADA INC,2003
71705,02247459,"CHORIONIC GONADOTROPIN FOR INJECTION, USP",CHORIONIC GONADOTROPIN,POWDER FOR SOLUTION,INTRAMUSCULAR; SUBCUTANEOUS,MARKETED,13.09.2004,MARKETED,FRESENIUS KABI CANADA LTD,2004
71749,02247499,CLIMARA 25,ESTRADIOL (ESTRADIOL HEMIHYDRATE),PATCH,TRANSDERMAL,APPROVED,09.03.2004,MARKETED,BAYER INC,2004
71750,02247500,CLIMARA 75,ESTRADIOL (ESTRADIOL HEMIHYDRATE),PATCH,TRANSDERMAL,APPROVED,09.03.2004,MARKETED,BAYER INC,2004
71771,02247521,EZETROL,EZETIMIBE,TABLET,ORAL,APPROVED,12.05.2003,MARKETED,ORGANON CANADA INC.,2003
71788,02247538,MURINE,POVIDONE; POLYVINYL ALCOHOL,SOLUTION,OPHTHALMIC,MARKETED,24.03.2004,MARKETED,PRESTIGE BRANDS INC,2004
71812,02247560,ANTI-ITCH CREAM,DIPHENHYDRAMINE HYDROCHLORIDE,CREAM,TOPICAL,MARKETED,20.12.2007,MARKETED,TARO PHARMACEUTICALS INC,2007
71860,02247600,BOOSTRIX,PERTACTIN; FILAMENTOUS HAEMAGGLUTININ; DIPHTHERIA TOXOID; TETANUS TOXOID; PERTUSSIS TOXOID,SUSPENSION,INTRAMUSCULAR,APPROVED,16.05.2003,MARKETED,GLAXOSMITHKLINE INC,2003
71882,02247621,CHLORAL HYDRATE SYRUP ODAN,CHLORAL HYDRATE,SYRUP,ORAL,MARKETED,06.08.2003,MARKETED,ODAN LABORATORIES LTD,2003
71914,02247651,TARO-TERCONAZOLE,TERCONAZOLE,CREAM,VAGINAL,APPROVED,11.06.2003,MARKETED,TARO PHARMACEUTICALS INC,2003
71918,02247655,PMS-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,APPROVED,21.07.2003,MARKETED,PHARMASCIENCE INC,2003
71919,02247656,PMS-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,APPROVED,21.07.2003,MARKETED,PHARMASCIENCE INC,2003
71920,02247657,PMS-PRAVASTATIN,PRAVASTATIN SODIUM,TABLET,ORAL,APPROVED,21.07.2003,MARKETED,PHARMASCIENCE INC,2003
71950,02247686,ATROVENT HFA,IPRATROPIUM BROMIDE,METERED-DOSE AEROSOL,INHALATION,APPROVED,02.07.2003,MARKETED,BOEHRINGER INGELHEIM (CANADA) LTD LTEE,2003
71958,02247694,METADOL,METHADONE HYDROCHLORIDE,SOLUTION,ORAL,APPROVED,26.06.2003,MARKETED,ENDO OPERATIONS LTD.,2003
71959,02247698,METADOL,METHADONE HYDROCHLORIDE,TABLET,ORAL,APPROVED,11.07.2003,MARKETED,ENDO OPERATIONS LTD.,2003
71963,02247699,METADOL,METHADONE HYDROCHLORIDE,TABLET,ORAL,APPROVED,11.07.2003,MARKETED,ENDO OPERATIONS LTD.,2003
71964,02247700,METADOL,METHADONE HYDROCHLORIDE,TABLET,ORAL,APPROVED,11.07.2003,MARKETED,ENDO OPERATIONS LTD.,2003
71965,02247701,METADOL,METHADONE HYDROCHLORIDE,TABLET,ORAL,APPROVED,11.07.2003,MARKETED,ENDO OPERATIONS LTD.,2003
71993,02247721,PHYSIONEAL 40 GLUCOSE 1.36%,CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM BICARBONATE; SODIUM LACTATE; MAGNESIUM CHLORIDE,SOLUTION,HAEMODIALYSIS (INTRAPERITONEAL),MARKETED,05.08.2003,APPROVED,VANTIVE ULC,2003
71997,02247722,PHYSIONEAL 40 GLUCOSE 2.27%,CALCIUM CHLORIDE; DEXTROSE; SODIUM LACTATE; SODIUM BICARBONATE; SODIUM CHLORIDE; MAGNESIUM CHLORIDE,SOLUTION,HAEMODIALYSIS (INTRAPERITONEAL),MARKETED,05.08.2003,APPROVED,VANTIVE ULC,2003
71998,02247723,PHYSIONEAL 40 GLUCOSE 3.86%,SODIUM CHLORIDE; SODIUM BICARBONATE; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM LACTATE,SOLUTION,HAEMODIALYSIS (INTRAPERITONEAL),MARKETED,05.08.2003,MARKETED,VANTIVE ULC,2003
72002,02247724,GAMUNEX,IMMUNOGLOBULIN (HUMAN),SOLUTION,SUBCUTANEOUS; INTRAVENOUS,APPROVED,11.08.2003,MARKETED,GRIFOLS THERAPEUTICS LLC,2003
72012,02247732,CONCERTA,METHYLPHENIDATE HYDROCHLORIDE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,26.06.2003,MARKETED,JANSSEN INC,2003
72013,02247733,CONCERTA,METHYLPHENIDATE HYDROCHLORIDE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,26.06.2003,MARKETED,JANSSEN INC,2003
72014,02247734,CONCERTA,METHYLPHENIDATE HYDROCHLORIDE,TABLET (EXTENDED-RELEASE),ORAL,APPROVED,26.06.2003,MARKETED,JANSSEN INC,2003
72016,02247735,FAMOTIDINE OMEGA -(WITHOUT PRESERVATIVE),FAMOTIDINE,SOLUTION,INTRAVENOUS,APPROVED,11.07.2003,MARKETED,OMEGA LABORATORIES LIMITED,2003
72026,02247745,"FAMOTIDINE OMEGA  -(WITH PRESERVATIVE,BENZYL ALCOHOL)",FAMOTIDINE,SOLUTION,INTRAVENOUS,APPROVED,11.07.2003,MARKETED,OMEGA LABORATORIES LIMITED,2003
72042,02247750,PMS-PAROXETINE,PAROXETINE (PAROXETINE HYDROCHLORIDE),TABLET,ORAL,APPROVED,28.10.2003,MARKETED,PHARMASCIENCE INC,2003
