Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Marketing_authorisation_holder_extracted,Agency,Indications_and_usage,Origin,Referral,Disease_name(s),DRUG_CODE
anda210818,,methylphenidate hydrochloride,methylphenidate hydrochloride,alvogen,,tablet,oral,approved,discontinued,30.11.2018,2018,no,,,,,,,yes,,,alvogen,FDA,,fda,no,,
anda210992,,methylphenidate hydrochloride,methylphenidate hydrochloride,granule,,tablet,oral,approved,authorised,21.11.2018,2018,no,,,,,,,yes,,,granule,FDA,,fda,no,,
anda211009,,methylphenidate hydrochloride,methylphenidate hydrochloride,ascent pharms inc,,tablet,oral,approved,authorised,03.09.2019,2019,no,,,,mental and behavioural disorders,,,yes,,,ascent,FDA,"1 indications and usage methylphenidate hydrochloride extended-release tablets is indicated for the treatment of attention deficit hyperactivity disorder (adhd) in children 6 years of age and older, adolescents, and adults up to the age of 65 [see clinical studies (14)] . a diagnosis of attention deficit hyperactivity disorder (adhd; dsm-iv) implies the presence of hyperactive-impulsive or inattentive symptoms that caused impairment and were present before age 7 years. the symptoms must cause clinically significant impairment, e.g., in social, academic, or occupational functioning, and be present in two or more settings, e.g., school (or work) and at home. the symptoms must not be better accounted for by another mental disorder. for the inattentive type, at least six of the following symptoms must have persisted for at least 6 months: lack of attention to details/careless mistakes; lack of sustained attention; poor listener; failure to follow through on tasks; poor organization; avoids tasks requiring sustained mental effort; loses things; easily distracted; forgetful. for the hyperactive-impulsive type, at least six of the following symptoms must have persisted for at least 6 months: fidgeting/squirming; leaving seat; inappropriate running/climbing; difficulty with quiet activities; “on the go;” excessive talking; blurting answers; can’t wait turn; intrusive. the combined type requires both inattentive and hyperactive-impulsive criteria to be met. methylphenidate hydrochloride extended-release tablets is a cns stimulant indicated for the treatment of attention deficit hyperactivity disorder (adhd) in children 6 years of age and older, adolescents, and adults up to the age of 65. 1.1 special diagnostic considerations specific etiology of this syndrome is unknown, and there is no single diagnostic test. adequate diagnosis requires the use of medical and special psychological, educational, and social resources. learning may or may not be impaired. the diagnosis must be based upon a complete history and evaluation of the patient and not solely on the presence of the required number of dsm-iv characteristics. 1.2 need for comprehensive treatment program methylphenidate hydrochloride extended-release tablets is indicated as an integral part of a total treatment program for adhd that may include other measures (psychological, educational, social). drug treatment may not be indicated for all patients with adhd. stimulants are not intended for use in patients who exhibit symptoms secondary to environmental factors and/or other primary psychiatric disorders, including psychosis. appropriate educational placement is essential and psychosocial intervention is often helpful. when remedial measures alone are insufficient, the decision to prescribe stimulant medication will depend upon the physician's assessment of the chronicity and severity of the patient’s symptoms.",fda,no,<attention deficit hyperactivity disorder>,
anda211647,,methylphenidate hydrochloride,methylphenidate hydrochloride,alkem labs ltd,,solution,oral,approved,authorised,30.03.2020,2020,no,,,,,,,yes,,,alkem,FDA,,fda,no,,
anda211779,,methylphenidate hydrochloride,methylphenidate hydrochloride,alkem labs ltd,,tablet,oral,approved,authorised,04.10.2019,2019,no,,,,,,,yes,,,alkem,FDA,,fda,no,,
anda211796,,methylphenidate hydrochloride,methylphenidate hydrochloride,granule,,capsule,oral,approved,authorised,23.05.2019,2019,no,,,,,,,yes,,,granule,FDA,,fda,no,,
anda211918,,methylphenidate hydrochloride,methylphenidate hydrochloride,andor pharms,,tablet,oral,approved,authorised,24.04.2019,2019,no,,,,,,,yes,,,andor,FDA,,fda,no,,
anda212288,,methylphenidate hydrochloride,methylphenidate hydrochloride,alkem labs ltd,,tablet,oral,approved,authorised,06.10.2020,2020,no,,,,,,,yes,,,alkem,FDA,,fda,no,,
anda212697,,methylphenidate hydrochloride,methylphenidate hydrochloride,prinston inc,,tablet,oral,approved,authorised,23.07.2020,2020,no,,,,mental and behavioural disorders; diseases of the nervous system,,,yes,,,prinston,FDA,1 indications and usage methylphenidate hydrochloride tablets are indicated for the treatment of: • attention deficit hyperactivity disorders (adhd) in pediatric patients 6 years and older and adults • narcolepsy methylphenidate hydrochloride tablets are a central nervous system (cns) stimulant indicated for the treatment of attention deficit hyperactivity disorders (adhd) and narcolepsy ( 1 ).,fda,no,<attention deficit disorder with hyperactivity>; <narcolepsy>,
anda213473,,methylphenidate hydrochloride,methylphenidate hydrochloride,dr reddys,,tablet,oral,approved,authorised,29.07.2020,2020,no,,,,mental and behavioural disorders,,,yes,,,dr reddys,FDA,"1 indications and usage methylphenidate hydrochloride extended-release tablets are indicated for the treatment of attention deficit hyperactivity disorder (adhd) in children 6 years of age and older, adolescents, and adults up to the age of 65 [see clinical studies ( 14 )] . a diagnosis of attention deficit hyperactivity disorder (adhd; dsm-iv) implies the presence of hyperactive-impulsive or inattentive symptoms that caused impairment and were present before age 7 years. the symptoms must cause clinically significant impairment, e.g., in social, academic, or occupational functioning, and be present in two or more settings, e.g., school (or work) and at home. the symptoms must not be better accounted for by another mental disorder. for the inattentive type, at least six of the following symptoms must have persisted for at least 6 months: lack of attention to details/careless mistakes; lack of sustained attention; poor listener; failure to follow through on tasks; poor organization; avoids tasks requiring sustained mental effort; loses things; easily distracted; forgetful. for the hyperactive-impulsive type, at least six of the following symptoms must have persisted for at least 6 months: fidgeting/squirming; leaving seat; inappropriate running/climbing; difficulty with quiet activities; “on the go;” excessive talking; blurting answers; can’t wait turn; intrusive. the combined type requires both inattentive and hyperactive-impulsive criteria to be met. methylphenidate hydrochloride extended-release tablets is a cns stimulant indicated for the treatment of attention deficit hyperactivity disorder (adhd) in children 6 years of age and older, adolescents, and adults up to the age of 65. ( 1 ) 1.1 special diagnostic considerations specific etiology of this syndrome is unknown, and there is no single diagnostic test. adequate diagnosis requires the use of medical and special psychological, educational, and social resources. learning may or may not be impaired. the diagnosis must be based upon a complete history and evaluation of the patient and not solely on the presence of the required number of dsm-iv characteristics. 1.2 need for comprehensive treatment program methylphenidate hydrochloride extended-release tablets are indicated as an integral part of a total treatment program for adhd that may include other measures (psychological, educational, social). drug treatment may not be indicated for all patients with adhd. stimulants are not intended for use in patients who exhibit symptoms secondary to environmental factors and/or other primary psychiatric disorders, including psychosis. appropriate educational placement is essential and psychosocial intervention is often helpful. when remedial measures alone are insufficient, the decision to prescribe stimulant medication will depend upon the physician's assessment of the chronicity and severity of the patient’s symptoms.",fda,no,<attention deficit hyperactivity disorder>,
anda213567,,methylphenidate hydrochloride,methylphenidate hydrochloride,quagen,,solution,oral,approved,authorised,04.06.2020,2020,no,,,,mental and behavioural disorders; diseases of the nervous system,,,yes,,,quagen,FDA,"indications and usage attention deficit disorders, narcolepsy attention deficit disorders (previously known as minimal brain dysfunction in children). other terms being used to describe the behavioral syndrome below include: hyperkinetic child syndrome, minimal brain damage, minimal cerebral dysfunction, minor cerebral dysfunction. methylphenidate hcl oral solution is indicated as an integral part of a total treatment program which typically includes other remedial measures (psychological, educational, social) for a stabilizing effect in children with a behavioral syndrome characterized by the following group of developmentally inappropriate symptoms: moderate-to-severe distractibility, short attention span, hyperactivity, emotional lability, and impulsivity. the diagnosis of this syndrome should not be made with finality when these symptoms are only of comparatively recent origin. nonlocalizing (soft) neurological signs, learning disability, and abnormal eeg may or may not be present, and a diagnosis of central nervous system dysfunction may or may not be warranted. special diagnostic considerations specific etiology of this syndrome is unknown, and there is no single diagnostic test. adequate diagnosis requires the use not only of medical but of special psychological, educational, and social resources. characteristics commonly reported include: chronic history of short attention span, distractibility, emotional lability, impulsivity, and moderate-to-severe hyperactivity; minor neurological signs and abnormal eeg. learning may or may not be impaired. the diagnosis must be based upon a complete history and evaluation of the child and not solely on the presence of one or more of these characteristics. drug treatment is not indicated for all children with this syndrome. stimulants are not intended for use in the child who exhibits symptoms secondary to environmental factors and/or primary psychiatric disorders, including psychosis. appropriate educational placement is essential and psychosocial intervention is generally necessary. when remedial measures alone are insufficient, the decision to prescribe stimulant medication will depend upon the physician's assessment of the chronicity and severity of the child's symptoms.",fda,no,<attention deficit disorder with hyperactivity>; <narcolepsy>,
anda213936,,methylphenidate hydrochloride,methylphenidate hydrochloride,accord hlthcare,,tablet,oral,approved,authorised,28.10.2020,2020,no,,,,,,,yes,,,accord,FDA,,fda,no,,
anda214111,,methylphenidate hydrochloride,methylphenidate hydrochloride,rhodes pharms,,tablet,oral,approved,discontinued,31.05.2022,2022,no,,,,,,,yes,,,rhodes,FDA,,fda,no,,
anda214202,,methylphenidate hydrochloride,methylphenidate hydrochloride,teva pharms usa,,tablet,oral,conditional marketing authorisation,none (conditional marketing authorisation),07.02.2023,2023,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda214447,,methylphenidate hydrochloride,methylphenidate hydrochloride,alkem labs ltd,,tablet,oral,approved,authorised,23.05.2023,2023,no,,,,,,,yes,,,alkem,FDA,,fda,no,,
anda217229,,methylphenidate hydrochloride,methylphenidate hydrochloride,sun pharm inds inc,,tablet,oral,approved,authorised,25.08.2023,2023,no,,,,,,,yes,,,sun,FDA,,fda,no,,
nda021121,,concerta,methylphenidate hydrochloride,janssen pharms,,tablet,oral,approved,authorised,01.08.2000,2000,no,,,,,,,no,,,janssen,FDA,,fda,yes,,
nda021259,,metadate cd,methylphenidate hydrochloride,aytu biopharma,,capsule,oral,approved,authorised,03.04.2001,2001,no,,,,,,,no,,,aytu,FDA,,fda,yes,,
nda021284,,ritalin la,methylphenidate hydrochloride,sandoz,,capsule,oral,approved,authorised,05.06.2002,2002,no,,,,,,,no,,,sandoz,FDA,,fda,yes,,
nda021419,,methylin,methylphenidate hydrochloride,specgx llc,,solution,oral,approved,authorised,19.12.2002,2002,no,,,,,,,no,,,specgx,FDA,,fda,yes,,
nda021475,,methylin,methylphenidate hydrochloride,specgx llc,,tablet,oral,approved,discontinued,15.04.2003,2003,no,,,,,,,no,,,specgx,FDA,,fda,yes,,
nda202100,,quillivant xr,methylphenidate hydrochloride,nextwave,,suspension,oral,approved,authorised,27.09.2012,2012,no,,,,,,,no,,,not reported,FDA,,fda,yes,,
nda205831,,aptensio xr,methylphenidate hydrochloride,rhodes pharms,,capsule,oral,approved,authorised,17.04.2015,2015,no,,,,mental and behavioural disorders,,,no,,,rhodes,FDA,"1 indications and usage aptensio xr is indicated for the treatment of attention deficit hyperactivity disorder (adhd ) in patients 6 years and older [see clinical studies (14) ]. aptensio xr is a central nervous system (cns) stimulant indicated for the treatment of attention deficit hyperactivity disorder (adhd) in patients 6 years and older. ( 1 ) limitations of use : pediatric patients younger than 6 years of age experienced higher plasma exposure than patients 6 years and older at the same dose and high rates of adverse reactions, most notably weight loss. ( 8.4 ) limitations of use pediatric patients younger than 6 years of age experienced higher plasma exposure than patients 6 years and older at the same dose and high rates of adverse reactions, most notably weight loss [see use in specific populations (8.4) ].",fda,yes,<attention deficit disorder with hyperactivity>,
nda207960,,quillichew er,methylphenidate hydrochloride,nextwave pharms,,tablet,oral,approved,authorised,04.12.2015,2015,no,,,,,,,no,,,nextwave,FDA,,fda,yes,,
nda209311,,jornay pm,methylphenidate hydrochloride,ironshore pharms,,capsule,oral,approved,authorised,08.08.2018,2018,no,,,,,,,no,,,ironshore,FDA,,fda,yes,,
nda212038,,adhansia xr,methylphenidate hydrochloride,purdue pharma lp,,capsule,oral,approved,discontinued,27.02.2019,2019,no,,,,,,,no,,,purdue,FDA,,fda,yes,,
nda216117,,relexxii,methylphenidate hydrochloride,osmotica pharm us,,tablet,oral,approved,authorised,23.06.2022,2022,no,,,,,,,no,,,osmotica,FDA,,fda,yes,,
02234749,,pms-methylphenidate,methylphenidate hydrochloride,pharmascience inc,small molecule,tablet,oral,marketed,approved,24.10.1997,1997,,,,,,,,,,,pharmascience,HealthCanada,,,,,55866.0
02247732,,concerta,methylphenidate hydrochloride,janssen inc,small molecule,tablet,oral,approved,approved,26.06.2003,2003,,,,,,,,,,,janssen,HealthCanada,,,,,72012.0
02247733,,concerta,methylphenidate hydrochloride,janssen inc,small molecule,tablet,oral,approved,approved,26.06.2003,2003,,,,,,,,,,,janssen,HealthCanada,,,,,72013.0
02247734,,concerta,methylphenidate hydrochloride,janssen inc,small molecule,tablet,oral,approved,approved,26.06.2003,2003,,,,,,,,,,,janssen,HealthCanada,,,,,72014.0
02249324,,apo-methylphenidate,methylphenidate hydrochloride,apotex inc,small molecule,tablet,oral,marketed,approved,02.11.2004,2004,,,,,,,,,,,apotex,HealthCanada,,,,,73416.0
02249332,,apo-methylphenidate,methylphenidate hydrochloride,apotex inc,small molecule,tablet,oral,marketed,approved,02.11.2004,2004,,,,,,,,,,,apotex,HealthCanada,,,,,73417.0
02250241,,concerta,methylphenidate hydrochloride,janssen inc,small molecule,tablet,oral,approved,approved,30.06.2004,2004,,,,,,,,,,,janssen,HealthCanada,,,,,73505.0
02266687,,apo-methylphenidate sr,methylphenidate hydrochloride,apotex inc,small molecule,tablet,oral,approved,approved,31.03.2005,2005,,,,,,,,,,,apotex,HealthCanada,,,,,75209.0
02273950,,apo-methylphenidate,methylphenidate hydrochloride,apotex inc,small molecule,tablet,oral,marketed,approved,01.02.2006,2006,,,,,,,,,,,apotex,HealthCanada,,,,,75941.0
02277131,,biphentin,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,28.03.2006,2006,,,,,,,,,,,elvium,HealthCanada,,,,,76279.0
02277158,,biphentin,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,28.03.2006,2006,,,,,,,,,,,elvium,HealthCanada,,,,,76280.0
02277166,,biphentin,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,29.03.2006,2006,,,,,,,,,,,elvium,HealthCanada,,,,,76281.0
02277174,,biphentin,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,28.03.2006,2006,,,,,,,,,,,elvium,HealthCanada,,,,,76282.0
02277182,,biphentin,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,28.03.2006,2006,,,,,,,,,,,elvium,HealthCanada,,,,,76283.0
02277190,,biphentin,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,28.03.2006,2006,,,,,,,,,,,elvium,HealthCanada,,,,,76284.0
02277204,,biphentin,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,28.03.2006,2006,,,,,,,,,,,elvium,HealthCanada,,,,,76285.0
02277212,,biphentin,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,28.03.2006,2006,,,,,,,,,,,elvium,HealthCanada,,,,,76286.0
02330377,,apo-methylphenidate er,methylphenidate hydrochloride,apotex inc,small molecule,tablet,oral,approved,approved,16.07.2009,2009,,,,,,,,,,,apotex,HealthCanada,,,,,81611.0
02441934,,act methylphenidate er,methylphenidate hydrochloride,teva canada limited,small molecule,tablet,oral,approved,approved,18.09.2017,2017,,,,,,,,,,,teva,HealthCanada,,,,,92630.0
02441942,,act methylphenidate er,methylphenidate hydrochloride,teva canada limited,small molecule,tablet,oral,approved,approved,18.09.2017,2017,,,,,,,,,,,teva,HealthCanada,,,,,92631.0
02441950,,act methylphenidate er,methylphenidate hydrochloride,teva canada limited,small molecule,tablet,oral,approved,approved,18.09.2017,2017,,,,,,,,,,,teva,HealthCanada,,,,,92632.0
02441969,,act methylphenidate er,methylphenidate hydrochloride,teva canada limited,small molecule,tablet,oral,approved,approved,18.09.2017,2017,,,,,,,,,,,teva,HealthCanada,,,,,92633.0
02452731,,apo-methylphenidate er,methylphenidate hydrochloride,apotex inc,small molecule,tablet,oral,approved,approved,07.03.2016,2016,,,,,,,,,,,apotex,HealthCanada,,,,,93914.0
02452758,,apo-methylphenidate er,methylphenidate hydrochloride,apotex inc,small molecule,tablet,oral,approved,approved,07.03.2016,2016,,,,,,,,,,,apotex,HealthCanada,,,,,93915.0
02452766,,apo-methylphenidate er,methylphenidate hydrochloride,apotex inc,small molecule,tablet,oral,approved,approved,07.03.2016,2016,,,,,,,,,,,apotex,HealthCanada,,,,,93916.0
02470292,,foquest,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,06.12.2017,2017,,,,,,,,,,,elvium,HealthCanada,,,,,95927.0
02470306,,foquest,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,06.12.2017,2017,,,,,,,,,,,elvium,HealthCanada,,,,,95928.0
02470314,,foquest,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,06.12.2017,2017,,,,,,,,,,,elvium,HealthCanada,,,,,95929.0
02470322,,foquest,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,06.12.2017,2017,,,,,,,,,,,elvium,HealthCanada,,,,,95930.0
02470330,,foquest,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,06.12.2017,2017,,,,,,,,,,,elvium,HealthCanada,,,,,95931.0
02470349,,foquest,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,06.12.2017,2017,,,,,,,,,,,elvium,HealthCanada,,,,,95932.0
02470357,,foquest,methylphenidate hydrochloride,elvium life sciences,small molecule,capsule,oral,approved,approved,06.12.2017,2017,,,,,,,,,,,elvium,HealthCanada,,,,,95933.0
02536943,,pms-methylphenidate cr,methylphenidate hydrochloride,pharmascience inc,small molecule,capsule,oral,approved,approved,14.04.2023,2023,,,,,,,,,,,pharmascience,HealthCanada,,,,,102567.0
02536951,,pms-methylphenidate cr,methylphenidate hydrochloride,pharmascience inc,small molecule,capsule,oral,approved,approved,14.04.2023,2023,,,,,,,,,,,pharmascience,HealthCanada,,,,,102568.0
02536978,,pms-methylphenidate cr,methylphenidate hydrochloride,pharmascience inc,small molecule,capsule,oral,approved,approved,14.04.2023,2023,,,,,,,,,,,pharmascience,HealthCanada,,,,,102569.0
02536986,,pms-methylphenidate cr,methylphenidate hydrochloride,pharmascience inc,small molecule,capsule,oral,approved,approved,14.04.2023,2023,,,,,,,,,,,pharmascience,HealthCanada,,,,,102570.0
02536994,,pms-methylphenidate cr,methylphenidate hydrochloride,pharmascience inc,small molecule,capsule,oral,approved,approved,14.04.2023,2023,,,,,,,,,,,pharmascience,HealthCanada,,,,,102571.0
02537001,,pms-methylphenidate cr,methylphenidate hydrochloride,pharmascience inc,small molecule,capsule,oral,approved,approved,14.04.2023,2023,,,,,,,,,,,pharmascience,HealthCanada,,,,,102572.0
02537028,,pms-methylphenidate cr,methylphenidate hydrochloride,pharmascience inc,small molecule,capsule,oral,approved,approved,14.04.2023,2023,,,,,,,,,,,pharmascience,HealthCanada,,,,,102573.0
02537036,,pms-methylphenidate cr,methylphenidate hydrochloride,pharmascience inc,small molecule,capsule,oral,approved,approved,14.04.2023,2023,,,,,,,,,,,pharmascience,HealthCanada,,,,,102574.0
02541602,,quillivant er chewable tablets,methylphenidate hydrochloride,kye pharmaceuticals inc.,small molecule,tablet,oral,approved,approved,21.09.2023,2023,,,,,,,,,,,kye,HealthCanada,,,,,103024.0
02541610,,quillivant er chewable tablets,methylphenidate hydrochloride,kye pharmaceuticals inc.,small molecule,tablet,oral,approved,approved,21.09.2023,2023,,,,,,,,,,,kye,HealthCanada,,,,,103025.0
02541629,,quillivant er chewable tablets,methylphenidate hydrochloride,kye pharmaceuticals inc.,small molecule,tablet,oral,approved,approved,21.09.2023,2023,,,,,,,,,,,kye,HealthCanada,,,,,103026.0
02541637,,quillivant er oral suspension,methylphenidate hydrochloride,kye pharmaceuticals inc.,small molecule,powder,oral,approved,approved,21.09.2023,2023,,,,,,,,,,,kye,HealthCanada,,,,,103027.0
,emea/h/c/1086,olanzapine glenmark europe,olanzapine,glenmark generics (europe) ltd.,small molecule,tablet,oral,approved,authorised,24.09.2009,2009,no,no,treatment of schizophrenia; treatment of moderate to severe manic episode; prevention of recurrence in patients with bipolar disorder,treatment of schizophrenia; treatment of moderate to severe manic episode; prevention of recurrence in patients with bipolar disorder,mental and behavioural disorders,28.10.2008,2008.0,yes,,olanzapine-glenmark-europe-epar-public-assessment-report_en.pdf,glenmark,EMA,,,,,
,emea/h/c/001178,olanzapine apotex,olanzapine,apotex,small molecule,tablet; tablet,oral,approved,authorised,18.03.2010,2010,no,no,treatment of schizophrenia; treatment of moderate to severe manic episode; prevention of recurrence in patients with bipolar disorder,treatment of schizophrenia; treatment of moderate to severe manic episode; prevention of recurrence in patients with bipolar disorder,mental and behavioural disorders,06.05.2009,2009.0,yes,,olanzapine-apotex-epar-public-assessment-report_en.pdf,apotex,EMA,,,,,
,emea/h/c/961,olanzapine mylan,olanzapine,generics [uk] ltd.,small molecule,tablet,oral,approved,authorised,24.07.2008,2008,no,no,treatment of schizophrenia and bipolar disorder,treatment of schizophrenia and bipolar disorder,mental and behavioural disorders,30.11.2007,2007.0,yes,,olanzapine-mylan-epar-public-assessment-report_en.pdf,generics,EMA,,,,,
ema/608654/2008,emea/h/c/000890,zypadhera,olanzapine,eli lilly nederland b.v.,small molecule,powder,intramuscular,approved,authorised,25.09.2008,2008,no,yes,treatment and maintenance treatment of schizophrenia,maintenance treatment of adult patients with schizophrenia sufficiently stabilised during acute treatment with oral olanzapine,mental and behavioural disorders,27.06.2007,2007.0,no,na,zypadhera-epar-public-assessment-report_en.pdf,eli lilly,EMA,,,,,
,emea/h/c/1088,olazax disperzi,olanzapine,glenmark pharmaceuticals s.r.o,small molecule,tablet,oral,approved,authorised,10.12.2009,2009,no,no,treatment of schizophrenia; treatment of moderate to severe manic episode; prevention of recurrence in patients with bipolar disorder,treatment of schizophrenia; treatment of moderate to severe manic episode; prevention of recurrence in patients with bipolar disorder,mental and behavioural disorders,28.10.2008,2008.0,yes,,olazax-disperzi-epar-public-assessment-report_en.pdf,glenmark,EMA,,,,,
,emea/h/c/1085,olanzapine glenmark,olanzapine,glenmark generics (europe) ltd.,small molecule,tablet,oral,approved,authorised,24.09.2009,2009,no,no,treatment of schizophrenia; treatment of moderate to severe manic episode; prevention of recurrence in patients with bipolar disorder,treatment of schizophrenia; treatment of moderate to severe manic episode; prevention of recurrence in patients with bipolar disorder,mental and behavioural disorders,28.10.2008,2008.0,yes,na,olanzapine-glenmark-epar-public-assessment-report_en.pdf,glenmark,EMA,,,,,
,emea/h/c/1087,olazax,olanzapine,glenmark pharmaceuticals s.r.o.,small molecule,tablet,oral,approved,authorised,11.12.2009,2009,no,no,treatment of schizophrenia; treatment of moderate to severe manic episode; prevention of recurrence in patients with bipolar disorder,treatment of schizophrenia; treatment of moderate to severe manic episode; prevention of recurrence in patients with bipolar disorder,mental and behavioural disorders,28.10.2008,2008.0,yes,,olazax-epar-public-assessment-report_en.pdf,glenmark,EMA,,,,,
anda076000,,olanzapine,olanzapine,teva pharms,small molecule,tablet,oral,approved,discontinued,24.10.2011,2011,no,,,,,,,yes,,,teva,FDA,,fda,no,,
anda076133,,olanzapine,olanzapine,dr reddys labs ltd,small molecule,tablet,oral,approved,authorised,23.04.2012,2012,no,,,,,,,yes,,,dr reddys,FDA,,fda,no,,
anda076255,,olanzapine,olanzapine,dr reddys labs ltd,small molecule,tablet,oral,approved,authorised,23.04.2012,2012,no,,,,,,,yes,,,dr reddys,FDA,,fda,no,,
anda076534,,olanzapine,olanzapine,dr reddys labs ltd,small molecule,tablet,oral,approved,authorised,24.10.2011,2011,no,,,,mental and behavioural disorders,,,yes,,,dr reddys,FDA,"1 indications and usage olanzapine is an atypical antipsychotic indicated: as oral formulation for the: • treatment of schizophrenia. ( 1.1 ) adults: efficacy was established in three clinical trials in patients with schizophrenia: two 6-week trials and one maintenance trial. ( 14.1 ) adolescents (ages 13 to 17): efficacy was established in one 6week trial in patients with schizophrenia (14.1) . the increased potential (in adolescents compared with adults) for weight gain and dyslipidemia may lead clinicians to consider prescribing other drugs first in adolescents. (1.1) • acute treatment of manic or mixed episodes associated with bipolar i disorder and maintenance treatment of bipolar i disorder. ( 1.2 ) adults: efficacy was established in three clinical trials in patients with manic or mixed episodes of bipolar i disorder: two 3- to 4-week trials and one maintenance trial. ( 14.2 ) adolescents (ages 13 to 17): efficacy was established in one 3-week trial in patients with manic or mixed episodes associated with bipolar i disorder (14.2) . the increased potential (in adolescents compared with adults) for weight gain and dyslipidemia may lead clinicians to consider prescribing other drugs first in adolescents. (1.2) medication therapy for pediatric patients with schizophrenia or bipolar i disorder should be undertaken only after a thorough diagnostic evaluation and with careful consideration of the potential risks. (1.3) adjunct to valproate or lithium in the treatment of manic or mixed episodes associated with bipolar i disorder. ( 1.2 ) efficacy was established in two 6-week clinical trials in adults. ( 14.2 ). maintenance efficacy has not been systematically evaluated. as olanzapine and fluoxetine in combination for the: treatment of depressive episodes associated with bipolar i disorder. (1.5) efficacy was established with symbyax (olanzapine and fluoxetine in combination); refer to the product label for symbyax. treatment of treatment resistant depression. (1.6) efficacy was established with symbyax (olanzapine and fluoxetine combination) in adults; refer to the product label for symbyax. 1.1 schizophrenia oral olanzapine is indicated for the treatment of schizophrenia. efficacy was established in three clinical trials in adult patients with schizophrenia: two 6-week trials and one maintenance trial. in adolescent patients with schizophrenia (ages 13 to 17), efficacy was established in one 6-week trial [ see clinical studies ( 14.1 )]. when deciding among the alternative treatments available for adolescents, clinicians should consider the increased potential (in adolescents as compared with adults) for weight gain and dyslipidemia. clinicians should consider the potential long-term risks when prescribing to adolescents, and in many cases this may lead them to consider prescribing other drugs first in adolescents [see warnings and precautions ( 5.5 )]. 1.2 bipolar i disorder (manic or mixed episodes) monotherapy oral olanzapine is indicated for the acute treatment of manic or mixed episodes associated with bipolar i disorder and maintenance treatment of bipolar i disorder. efficacy was established in three clinical trials in adult patients with manic or mixed episodes of bipolar i disorder: two 3- to 4-week trials and one monotherapy maintenance trial. in adolescent patients with manic or mixed episodes associated with bipolar i disorder (ages 13 to 17), efficacy was established in one 3-week trial [see clinical studies ( 14.2 ) ]. when deciding among the alternative treatments available for adolescents, clinicians should consider the increased potential (in adolescents as compared with adults) for weight gain and dyslipidemia. clinicians should consider the potential long-term risks when prescribing to adolescents, and in many cases this may lead them to consider prescribing other drugs first in adolescents [see warnings and precautions (5.5) ]. adjunctive therapy to lithium or valproate oral olanzapine is indicated for the treatment of manic or mixed episodes associated with bipolar i disorder as an adjunct to lithium or valproate. efficacy was established in two 6-week clinical trials in adults. the effectiveness of adjunctive therapy for longer-term use has not been systematically evaluated in controlled trials [see clinical studies (14.2) ]. 1.3 special considerations in treating pediatric schizophrenia and bipolar i disorder pediatric schizophrenia and bipolar i disorder are serious mental disorders; however, diagnosis can be challenging. for pediatric schizophrenia, symptom profiles can be variable, and for bipolar i disorder, pediatric patients may have variable patterns of periodicity of manic or mixed symptoms. it is recommended that medication therapy for pediatric schizophrenia and bipolar i disorder be initiated only after a thorough diagnostic evaluation has been performed and careful consideration given to the risks associated with medication treatment. medication treatment for both pediatric schizophrenia and bipolar i disorder should be part of a total treatment program that often includes psychological, educational and social interventions. 1.5 olanzapine and fluoxetine in combination: depressive episodes associated with bipolar i disorder oral olanzapine and fluoxetine in combination is indicated for the treatment of depressive episodes associated with bipolar i disorder, based on clinical studies. when using olanzapine and fluoxetine in combination, refer to the clinical studies section of the package insert for symbyax. olanzapine monotheraphy is not indicated for the treatment of depressive episodes associated with bipolar i disorder. 1.6 olanzapine and fluoxetine in combination: treatment resistant depression oral olanzapine and fluoxetine in combination is indicated for the treatment of treatment resistant depression (major depressive disorder in patients who do not respond to 2 separate trials of different antidepressants of adequate dose and duration in the current episode), based on clinical studies in adult patients. when using olanzapine and fluoxetine in combination, refer to the clinical studies section of the package insert for symbyax. olanzapine monotherapy is not indicated for the treatment of treatment resistant depression.",fda,no,"<schizophrenia>; <bipolar disorder>; <depressive disorder, treatment-resistant>",
