Origin,Marketing authorisation Number,Drug name,Non proprietary name,Marketing authorisation holder/ applicant,Pharmaceutical form,Administration route,Decision,Decision date,Current status,Non-clinical abridge,Referral
FDA,NDA017628,TOLECTIN; TOLECTIN 600,TOLMETIN SODIUM,ORTHO MCNEIL JANSSEN,TABLET,ORAL,Approved,24.03.1976,Discontinued,no,Yes
FDA,ANDA077827,OXANDROLONE,OXANDROLONE,PAR PHARM,TABLET,ORAL,Approved,22.06.2007,Discontinued,yes,No
FDA,ANDA077851,ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE,NATCO PHARMA LTD,TABLET,ORAL,Approved,25.06.2007,authorised,yes,No
FDA,ANDA077855,MORPHINE SULFATE,MORPHINE SULFATE,NESHER PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Approved,27.09.2007,Discontinued,yes,No
FDA,ANDA077858,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,ACETAMINOPHEN,RISING,TABLET,ORAL,Approved,26.09.2008,authorised,yes,No
FDA,ANDA077859,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE,AUROBINDO PHARMA,TABLET,ORAL,Approved,26.04.2007,authorised,yes,No
FDA,ANDA077860,RISPERIDONE,RISPERIDONE,WATSON LABS,TABLET,ORAL,Approved,05.12.2008,Discontinued,yes,No
FDA,ANDA077871,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,ENDO OPERATIONS,INJECTABLE,SUBCUTANEOUS,Approved,09.07.2009,Discontinued,yes,No
FDA,ANDA077885,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,HIKMA INTL PHARMS,CAPSULE,ORAL,Approved,26.11.2007,Discontinued,yes,No
FDA,ANDA077905,TOPIRAMATE,TOPIRAMATE,PLIVA HRVATSKA DOO,TABLET,ORAL,Approved,30.03.2009,Discontinued,yes,No
FDA,ANDA077914,FINASTERIDE,FINASTERIDE,ACTAVIS TOTOWA TEVA,TABLET,ORAL,Approved,28.03.2007,Discontinued,yes,No
FDA,ANDA077928,MELOXICAM,MELOXICAM,ESJAY PHARMA,TABLET,ORAL,Approved,13.05.2009,authorised,yes,No
FDA,ANDA077930,MELOXICAM,MELOXICAM,IMPAX LABS INC,TABLET,ORAL,Approved,19.07.2006,Discontinued,yes,No
FDA,ANDA077987,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,GLENMARK PHARMS LTD,TABLET,ORAL,Approved,11.05.2007,authorised,yes,No
FDA,NDA017655,NEOSCAN,GALLIUM CITRATE GA-67,GE HEALTHCARE,INJECTABLE,INJECTION,Approved,01.05.1978,Discontinued,no,No
FDA,ANDA078010,FUROSEMIDE,FUROSEMIDE,IPCA LABS LTD,TABLET,ORAL,Approved,18.09.2006,authorised,yes,No
FDA,ANDA078020,VALSARTAN AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,MYLAN PHARMS INC,TABLET,ORAL,Approved,21.09.2012,authorised,yes,No
FDA,ANDA078036,RISPERIDONE,RISPERIDONE,SUN PHARM INDS INC,TABLET,ORAL,Approved,10.03.2014,Discontinued,yes,No
FDA,ANDA078042,LEVETIRACETAM,LEVETIRACETAM,STRIDES PHARMA,TABLET,ORAL,Approved,15.01.2009,authorised,yes,No
FDA,NDA017661,TAVIST; TAVIST-1,CLEMASTINE FUMARATE,NOVARTIS,TABLET,ORAL,Approved,25.02.1977,Discontinued,no,No; Yes
FDA,ANDA078064,EFAVIRENZ,EFAVIRENZ,AUROBINDO PHARMA,CAPSULE,ORAL,Approved,15.12.2017,authorised,yes,No
FDA,ANDA078110,ROPINIROLE HYDROCHLORIDE,ROPINIROLE HYDROCHLORIDE,PRINSTON INC,TABLET,ORAL,Approved,05.05.2008,authorised,yes,No
FDA,ANDA078134,LAMOTRIGINE,LAMOTRIGINE,HIKMA PHARMS,TABLET,ORAL,Approved,19.04.2011,Discontinued,yes,No
FDA,ANDA078138,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,ANI PHARMS,TABLET,ORAL,Approved,10.11.2009,Discontinued,yes,No
FDA,ANDA078155,SIMVASTATIN,SIMVASTATIN,ACCORD HLTHCARE,TABLET,ORAL,Approved,26.02.2008,authorised,yes,No
FDA,ANDA078158,FOSPHENYTOIN SODIUM,FOSPHENYTOIN SODIUM,HOSPIRA,INJECTABLE,INJECTION,Approved,06.08.2007,Discontinued,yes,No
FDA,ANDA078178,METRONIDAZOLE,METRONIDAZOLE,COSETTE,GEL,TOPICAL,Approved,19.01.2011,authorised,yes,No
FDA,ANDA078180,ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE,SAGENT PHARMS,INJECTABLE,INJECTION,Approved,26.03.2007,Discontinued,yes,No
FDA,ANDA078210,ATENOLOL,ATENOLOL,SUN PHARM INDS INC,TABLET,ORAL,Approved,10.07.2007,Discontinued,yes,No
FDA,ANDA078213,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,NORTHSTAR HLTHCARE,TABLET,ORAL,Approved,10.01.2008,authorised,yes,No
FDA,ANDA078224,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,NORVIUM BIOSCIENCE,TABLET,ORAL,Approved,27.02.2008,Discontinued,yes,No
FDA,ANDA078250,NAPROXEN,NAPROXEN,GLENMARK PHARMS LTD,TABLET,ORAL,Approved,28.03.2007,authorised,yes,No
FDA,ANDA078256,STAVUDINE,STAVUDINE,STRIDES ACROLAB,CAPSULE,ORAL,Tentative Approval,28.08.2006,None (Tentative Approval),yes,No
FDA,ANDA078257,ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE,STERISCIENCE SPECLTS,INJECTABLE,INJECTION,Approved,23.04.2008,Discontinued,yes,No
FDA,ANDA078269,RISPERIDONE,RISPERIDONE,RISING,TABLET,ORAL,Approved,08.10.2008,authorised,yes,No
FDA,ANDA078281,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,LANNETT CO INC,"TABLET, DELAYED RELEASE",ORAL,Approved,20.01.2011,authorised,yes,No
FDA,ANDA078287,ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE,ONDANSETRON HYDROCHLORIDE,BAXTER HLTHCARE CORP,INJECTABLE,INJECTION,Approved,22.02.2013,authorised,yes,No
FDA,ANDA078293,Oxybutynin Chloride,Oxybutynin Chloride,MYLAN PHARMS INC,"TABLET, EXTENDED RELEASE",ORAL,Approved,10.05.2007,authorised,yes,TBD
FDA,ANDA078299,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,STERISCIENCE SPECLTS,INJECTABLE,INJECTION,Approved,16.07.2007,Discontinued,yes,No
FDA,ANDA078316,OXYCODONE HYDROCHLORIDE AND IBUPROFEN,IBUPROFEN,BARR LABS INC,TABLET,ORAL,Approved,29.11.2007,Discontinued,yes,No
FDA,ANDA078339,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,25.07.2011,authorised,yes,No
FDA,ANDA078367,DESLORATADINE,DESLORATADINE,REDDYS,"TABLET, ORALLY DISINTEGRATING",ORAL,Approved,12.07.2010,authorised,yes,No
FDA,ANDA078373,PAMIDRONATE DISODIUM,PAMIDRONATE DISODIUM,SAGENT PHARMS INC,INJECTABLE,INJECTION,Approved,23.12.2008,authorised,yes,No
FDA,ANDA078390,ALLOPURINOL,ALLOPURINOL,SUN PHARM INDS INC,TABLET,ORAL,Approved,30.08.2007,Discontinued,yes,No
FDA,ANDA078401,BACLOFEN,BACLOFEN,NORTHSTAR HLTHCARE,TABLET,ORAL,Approved,18.09.2009,authorised,yes,No
FDA,ANDA078408,VINORELBINE TARTRATE,VINORELBINE TARTRATE,EBEWE PHARMA,INJECTABLE,INJECTION,Approved,13.02.2008,Discontinued,yes,No
FDA,ANDA078411,DIVALPROEX SODIUM,DIVALPROEX SODIUM,ENDO OPERATIONS,"TABLET, DELAYED RELEASE",ORAL,Approved,03.11.2008,Discontinued,yes,No
FDA,NDA017714,AN-DTPA,TECHNETIUM TC-99M PENTETATE KIT,JUBILANT DRAXIMAGE,INJECTABLE,INJECTION,Approved,16.11.1976,Discontinued,no,No
FDA,ANDA078420,NABUMETONE,NABUMETONE,SCIEGEN PHARMS INC,TABLET,ORAL,Approved,24.09.2008,authorised,yes,No
FDA,ANDA078421,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,DR REDDYS LABS LTD,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,06.05.2011,authorised,yes,No
FDA,ANDA078434,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,CHARTWELL RX,SOLUTION/DROPS,OPHTHALMIC,Approved,05.11.2009,Discontinued,yes,No
FDA,ANDA078439,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,LANNETT,TABLET,ORAL,Approved,09.12.2009,authorised,yes,No
FDA,ANDA078441,ACARBOSE,ACARBOSE,IMPAX LABS,TABLET,ORAL,Approved,14.05.2009,authorised,yes,No
FDA,ANDA078468,CALCIPOTRIENE,CALCIPOTRIENE,COSETTE,SOLUTION,TOPICAL,Approved,24.03.2011,authorised,yes,No
FDA,ANDA078478,TORSEMIDE,TORSEMIDE,SUN PHARM INDS,TABLET,ORAL,Approved,26.02.2008,Discontinued,yes,No
FDA,ANDA078499,TOPIRAMATE,TOPIRAMATE,AIPING PHARM INC,TABLET,ORAL,Approved,07.01.2010,Discontinued,yes,No
FDA,ANDA078516,RISPERIDONE,RISPERIDONE,ZYDUS PHARMS USA,"TABLET, ORALLY DISINTEGRATING",ORAL,Approved,01.05.2009,authorised,yes,No
FDA,ANDA078522,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,31.12.2007,authorised,yes,No
FDA,ANDA078523,VALPROATE SODIUM,VALPROATE SODIUM,HIKMA FARMACEUTICA,INJECTABLE,INJECTION,Approved,17.02.2010,authorised,yes,No
FDA,ANDA078528,RISPERIDONE,RISPERIDONE,SANDOZ,TABLET,ORAL,Approved,16.10.2009,authorised,yes,No
FDA,ANDA078533,ZOLEDRONIC ACID,ZOLEDRONIC ACID,APOTEX INC,INJECTABLE,IV (INFUSION),Tentative Approval,15.04.2009,None (Tentative Approval),yes,No
FDA,ANDA078534,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,SANDOZ,INJECTABLE,INJECTION,Approved,30.04.2009,authorised,yes,No
FDA,NDA017743,BREVICON 28-DAY,ETHINYL ESTRADIOL,ALLERGAN,TABLET,ORAL-28,Approved,29.03.1976,Discontinued,no,No
FDA,ANDA078542,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,GLENMARK PHARMS INC,TABLET,ORAL,Approved,19.11.2008,authorised,yes,No
FDA,ANDA078559,OFLOXACIN,OFLOXACIN,FDC LTD,SOLUTION/DROPS,OPHTHALMIC,Approved,25.02.2009,authorised,yes,No
FDA,ANDA078565,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,WOCKHARDT USA,INJECTABLE,INJECTION,Approved,30.06.2008,Discontinued,yes,No
FDA,ANDA078572,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,DR REDDYS LABS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,Approved,22.03.2010,authorised,yes,No
FDA,ANDA078594,CICLOPIROX,CICLOPIROX,PADAGIS US,SHAMPOO,TOPICAL,Approved,16.02.2010,authorised,yes,No
FDA,ANDA078605,MONTELUKAST SODIUM,MONTELUKAST SODIUM,TEVA PHARMS,TABLET,ORAL,Approved,03.08.2012,authorised,yes,No
FDA,ANDA078606,MITOXANTRONE HYDROCHLORIDE,MITOXANTRONE HYDROCHLORIDE,FRESENIUS KABI ONCOL,INJECTABLE,INJECTION,Approved,14.05.2008,Discontinued,yes,No
FDA,NDA017766,NEPHRAMINE 5.4%,AMINO ACIDS,B BRAUN,INJECTABLE,INJECTION,Approved,24.02.1978,Discontinued,no,No
FDA,ANDA078613,ARIPIPRAZOLE,ARIPIPRAZOLE,BARR LABS INC,TABLET,ORAL,Tentative Approval,12.10.2012,None (Tentative Approval),yes,No
FDA,ANDA078620,NAPROXEN,NAPROXEN,ZYDUS PHARMS USA,TABLET,ORAL,Approved,07.06.2007,authorised,yes,No
FDA,ANDA078629,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,HIKMA FARMACEUTICA,INJECTABLE,INJECTION,Approved,23.12.2009,authorised,yes,No
FDA,ANDA078640,ADENOSINE,ADENOSINE,NORVIUM BIOSCIENCE,INJECTABLE,INJECTION,Approved,21.03.2014,Discontinued,yes,No
FDA,ANDA078641,FAMOTIDINE,FAMOTIDINE,MYLAN LABS LTD,INJECTABLE,INJECTION,Approved,25.06.2008,authorised,yes,No
FDA,ANDA078644,NEVIRAPINE,NEVIRAPINE,PRINSTON INC,TABLET,ORAL,Approved,22.05.2012,Discontinued,yes,No
FDA,ANDA078657,DESOXIMETASONE,DESOXIMETASONE,FOUGERA PHARMS,OINTMENT,TOPICAL,Approved,28.09.2012,authorised,yes,No
FDA,ANDA078666,LEVONORGESTREL,LEVONORGESTREL,WATSON LABS,TABLET,ORAL,Approved,24.06.2009,Discontinued,yes,No
FDA,ANDA078668,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,TARO,LOTION,TOPICAL,Approved,20.05.2009,authorised,yes,No
FDA,ANDA078670,PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE,SANDOZ,TABLET,ORAL,Approved,13.02.2013,authorised,yes,No
FDA,ANDA078674,ROSIGLITAZONE MALEATE,ROSIGLITAZONE MALEATE,SANDOZ,TABLET,ORAL,Tentative Approval,09.03.2009,None (Tentative Approval),yes,No
FDA,ANDA078690,CARBIDOPA AND LEVODOPA,CARBIDOPA,SUN PHARM,"TABLET, ORALLY DISINTEGRATING",ORAL,Approved,31.07.2009,authorised,yes,No
FDA,ANDA078703,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,ADARE PHARMS INC,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,15.07.2011,authorised,yes,No
FDA,NDA017783,GLUCOTROL,GLIPIZIDE,PFIZER,TABLET,ORAL,Approved,08.05.1984,Discontinued,no,Yes
FDA,NDA017785,INJECTAPAP,ACETAMINOPHEN,ORTHO MCNEIL PHARM,INJECTABLE,INJECTION,,,Discontinued,no,No
FDA,ANDA078732,CARBOPLATIN,CARBOPLATIN,ACTAVIS TOTOWA,INJECTABLE,INTRAVENOUS,Approved,06.02.2012,Discontinued,yes,No
FDA,ANDA078734,OXCARBAZEPINE,OXCARBAZEPINE,SUN PHARM INDS LTD,SUSPENSION,ORAL,Approved,26.06.2009,authorised,yes,No
FDA,ANDA078738,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,SUN PHARM,SOLUTION/DROPS,OPHTHALMIC,Approved,21.06.2010,Discontinued,yes,No
FDA,ANDA078742,ABACAVIR SULFATE,ABACAVIR SULFATE,MATRIX LABS,TABLET,ORAL,Tentative Approval,05.04.2007,None (Tentative Approval),yes,No
FDA,ANDA078746,CARBAMAZEPINE,CARBAMAZEPINE,TEVA PHARMS USA,"CAPSULE, EXTENDED RELEASE",ORAL,Tentative Approval,20.09.2012,None (Tentative Approval),yes,No
FDA,ANDA078751,NARATRIPTAN,NARATRIPTAN HYDROCHLORIDE,ANI PHARMS,TABLET,ORAL,Approved,07.07.2010,Discontinued,yes,No
FDA,ANDA078766,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,HIKMA PHARMS,TABLET,ORAL,Approved,11.09.2012,Discontinued,yes,No
FDA,ANDA078775,STAVUDINE,STAVUDINE,NORVIUM BIOSCIENCE,CAPSULE,ORAL,Approved,05.01.2009,Discontinued,yes,No
FDA,NDA017796,BRYREL,PIPERAZINE CITRATE,SANOFI AVENTIS US,SYRUP,ORAL,,,Discontinued,no,No
FDA,ANDA078780,CETIRIZINE HYDROCHLORIDE ALLERGY; CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,AMNEAL PHARMS NY,TABLET,ORAL,Approved,21.01.2010,authorised,yes,No
FDA,ANDA078786,CARVEDILOL,CARVEDILOL,MLV,TABLET,ORAL,Approved,22.12.2009,authorised,yes,No
FDA,ANDA078791,DIVALPROEX SODIUM,DIVALPROEX SODIUM,IMPAX LABS,"TABLET, EXTENDED RELEASE",ORAL,Approved,06.05.2009,Discontinued,yes,No
FDA,ANDA078794,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE,APOTEX,TABLET,ORAL,Approved,21.08.2014,authorised,yes,No
FDA,ANDA078818,OXALIPLATIN,OXALIPLATIN,SUN PHARM,INJECTABLE,INTRAVENOUS,Approved,07.08.2009,Discontinued,yes,No
FDA,ANDA078829,ZALEPLON,ZALEPLON,AUROBINDO PHARMA,CAPSULE,ORAL,Approved,06.06.2008,authorised,yes,No
FDA,ANDA078845,LINEZOLID,LINEZOLID,RISING,TABLET,ORAL,Approved,21.12.2015,authorised,yes,No
FDA,ANDA078846,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,DR REDDYS LABS LTD,TABLET,ORAL,Approved,27.02.2009,authorised,yes,No
FDA,NDA017808,MIACALCIN,CALCITONIN SALMON,MYLAN IRELAND LTD,INJECTABLE,INJECTION,Approved,03.07.1986,authorised,no,Yes
FDA,ANDA078865,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,WOCKHARDT BIO AG,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,14.04.2011,authorised,yes,No
FDA,NDA017810,PROSTIN E2,DINOPROSTONE,PFIZER,SUPPOSITORY,VAGINAL,Approved,23.08.1977,Discontinued,no,Yes
FDA,NDA017812,LITHIUM CARBONATE,LITHIUM CARBONATE,HIKMA,CAPSULE,ORAL,Approved,26.11.1980,authorised,no,Yes
FDA,ANDA078899,BROMOCRIPTINE MESYLATE,BROMOCRIPTINE MESYLATE,ZYDUS PHARMS USA INC,CAPSULE,ORAL,Approved,30.07.2008,authorised,yes,No
FDA,ANDA078901,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,EPIC PHARMA LLC,CAPSULE,ORAL,Approved,16.11.2012,authorised,yes,No
FDA,NDA017814,INDOCIN,INDOMETHACIN,ZYLA LIFE SCIENCES,SUPPOSITORY,RECTAL,Approved,13.08.1984,Discontinued,no,Yes
FDA,ANDA078919,DIVALPROEX SODIUM,DIVALPROEX SODIUM,ZYDUS PHARMS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,Approved,27.01.2009,authorised,yes,No
FDA,ANDA078956,LAMOTRIGINE,LAMOTRIGINE,AUROBINDO PHARMA,TABLET,ORAL,Approved,27.01.2009,authorised,yes,No
FDA,ANDA078957,STAVUDINE,STAVUDINE,HETERO LABS LTD III,CAPSULE,ORAL,Approved,29.12.2008,Discontinued,yes,No
FDA,ANDA078968,NICOTINE POLACRILEX,NICOTINE POLACRILEX,PERRIGO R AND D,"GUM, CHEWING",BUCCAL,Approved,23.04.2008,Discontinued,yes,No
FDA,ANDA078983,ATOMOXETINE HYDROCHLORIDE,ATOMOXETINE HYDROCHLORIDE,APOTEX,CAPSULE,ORAL,Approved,30.05.2017,authorised,yes,No
FDA,ANDA078984,ANASTROZOLE,ANASTROZOLE,WATSON LABS TEVA,TABLET,ORAL,Approved,28.06.2010,Discontinued,yes,No
FDA,NDA017830,LODOSYN,CARBIDOPA,ATON,TABLET,ORAL,Approved,25.04.1977,authorised,no,Yes
FDA,ANDA079002,IBANDRONATE SODIUM,IBANDRONATE SODIUM,COBALT LABS INC,TABLET,ORAL,Tentative Approval,15.03.2011,None (Tentative Approval),yes,No
FDA,ANDA079009,GLYBURIDE AND METFORMIN HYDROCHLORIDE,GLYBURIDE,HERITAGE,TABLET,ORAL,Approved,03.06.2009,authorised,yes,No
FDA,ANDA079014,ALFUZOSIN HYDROCHLORIDE,ALFUZOSIN HYDROCHLORIDE,NORVIUM BIOSCIENCE,"TABLET, EXTENDED RELEASE",ORAL,Approved,18.07.2011,Discontinued,yes,No
FDA,ANDA079029,AMIODARONE HYDROCHLORIDE,AMIODARONE HYDROCHLORIDE,ZYDUS PHARMS USA INC,TABLET,ORAL,Approved,16.09.2008,authorised,yes,No
FDA,ANDA079070,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,AUROBINDO PHARMA,TABLET,ORAL,Approved,10.11.2009,authorised,yes,No
FDA,ANDA079102,ALTAVERA,ETHINYL ESTRADIOL,XIROMED,TABLET,ORAL-28,Approved,03.08.2010,authorised,yes,No
FDA,ANDA079103,MONTELUKAST SODIUM,MONTELUKAST SODIUM,NORVIUM BIOSCIENCE,TABLET,ORAL,Approved,03.08.2012,Discontinued,yes,No
FDA,NDA007513,LEVOPHED,NOREPINEPHRINE BITARTRATE,HOSPIRA,INJECTABLE,INJECTION,Approved,13.07.1950,authorised,no,Yes
FDA,ANDA079114,MICONAZOLE NITRATE,MICONAZOLE NITRATE,PERRIGO R AND D,"CREAM; CREAM, INSERT","TOPICAL, VAGINAL",Approved,02.06.2010,authorised,yes,No; TBD
FDA,ANDA079117,RIBAVIRIN,RIBAVIRIN,AUROBINDO PHARMA,CAPSULE,ORAL,Approved,17.09.2009,authorised,yes,No
FDA,ANDA079119,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,EPIC PHARMA LLC,INJECTABLE,INJECTION,Approved,10.09.2009,Discontinued,yes,No
FDA,ANDA079129,IBUPROFEN,IBUPROFEN,STRIDES PHARMA,TABLET,ORAL,Approved,28.03.2011,authorised,yes,No
FDA,NDA017854,REGLAN,METOCLOPRAMIDE HYDROCHLORIDE,ANI PHARMS,TABLET,ORAL,Approved,30.12.1980,authorised,no,Yes
FDA,ANDA079142,MONTELUKAST SODIUM,MONTELUKAST SODIUM,NATCO PHARMA,"TABLET, CHEWABLE",ORAL,Approved,03.08.2012,Discontinued,yes,No
FDA,NDA017856,TOPICORT,DESOXIMETASONE,TARO,CREAM,TOPICAL,Approved,28.02.1977,Discontinued,no,Yes
FDA,NDA017857,STADOL; STADOL PRESERVATIVE FREE,BUTORPHANOL TARTRATE,APOTHECON,INJECTABLE,INJECTION,Approved,22.08.1978,Discontinued,no,Yes
FDA,ANDA079185,BICALUTAMIDE,BICALUTAMIDE,RISING,TABLET,ORAL,Approved,06.07.2009,Discontinued,yes,No
FDA,ANDA079216,NICOTINE POLACRILEX,NICOTINE POLACRILEX,P AND L,"GUM, CHEWING",BUCCAL,Approved,08.07.2009,authorised,yes,No
FDA,ANDA079238,ARGATROBAN,ARGATROBAN,PLIVA HRVATSKA DOO,INJECTABLE,INJECTION,Tentative Approval,29.12.2010,None (Tentative Approval),yes,No
FDA,ANDA079246,ABACAVIR SULFATE AND LAMIVUDINE,ABACAVIR SULFATE,TEVA PHARMS USA,TABLET,ORAL,Approved,29.09.2016,Discontinued,yes,No
FDA,ANDA080024,SULFACEL-15,SULFACETAMIDE SODIUM,OPTOPICS,SOLUTION/DROPS,OPHTHALMIC,Approved,29.09.1970,Discontinued,yes,No
FDA,ANDA080027,ALCAINE,PROPARACAINE HYDROCHLORIDE,ALCON LABS INC,SOLUTION/DROPS,OPHTHALMIC,Approved,22.12.1971,authorised,yes,No
FDA,ANDA080078,NITROFURANTOIN,NITROFURANTOIN,IVAX SUB TEVA PHARMS,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA080120,ISONIAZID,ISONIAZID,WHITEWORTH TOWN PLSN,TABLET,ORAL,Approved,14.04.1971,Discontinued,yes,No
FDA,ANDA080136,ISONIAZID,ISONIAZID,SUN PHARM INDUSTRIES,TABLET,ORAL,Approved,13.11.1970,Discontinued,yes,No
FDA,ANDA080198,LIDOCAINE,LIDOCAINE,FOUGERA PHARMS INC,OINTMENT,TOPICAL,Approved,30.06.1972,authorised,yes,Yes
FDA,ANDA080259,PROMPT PHENYTOIN SODIUM,PHENYTOIN SODIUM,ANI PHARMS,CAPSULE,ORAL,Approved,06.04.1978,Discontinued,yes,No
FDA,ANDA080293,DELTA-DOME,PREDNISONE,BAYER PHARMS,TABLET,ORAL,Approved,17.04.1972,Discontinued,yes,No
FDA,NDA017892,HALCION,TRIAZOLAM,PFIZER,TABLET,ORAL,Approved,15.11.1982,authorised,no,No; Yes
FDA,NDA007529,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,LILLY,INJECTABLE,INJECTION,Approved,12.07.1950,Discontinued,no,Yes
FDA,ANDA080324,PREDNISOLONE,PREDNISOLONE,WEST WARD,TABLET,ORAL,,,Discontinued,yes,No
FDA,ANDA080343,PREDNISONE,PREDNISONE,WHITEWORTH TOWN PLSN,TABLET,ORAL,Approved,20.06.1973,Discontinued,yes,No
FDA,ANDA080366,SOXAZOLE,SULFISOXAZOLE,ALRA,TABLET,ORAL,Approved,07.06.1971,Discontinued,yes,No
FDA,ANDA080377,LIDOCAINE HYDROCHLORIDE; LIDOCAINE HYDROCHLORIDE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,WATSON LABS,INJECTABLE,INJECTION,Approved,20.02.1974,Discontinued,yes,No
FDA,NDA017907,GLUCOSCAN,TECHNETIUM TC-99M GLUCEPTATE KIT,BRISTOL MYERS SQUIBB,INJECTABLE,INJECTION,Approved,25.05.1978,Discontinued,no,No
FDA,ANDA080388,MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,ABBOTT,INJECTABLE,INJECTION,,,Discontinued,yes,No
FDA,ANDA080393,RESERPINE,RESERPINE,WATSON LABS,TABLET,ORAL,Approved,22.12.1971,Discontinued,yes,No
FDA,ANDA080438,HC #1; HC #4,HYDROCORTISONE,BAYER PHARMS,CREAM,TOPICAL,,,Discontinued,yes,No
FDA,ANDA080446,RESERPINE,RESERPINE,SOLVAY,TABLET,ORAL,Approved,04.04.1972,Discontinued,yes,No
FDA,ANDA080448,MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,SUN PHARM INDUSTRIES,TABLET,ORAL,Approved,15.10.1976,Discontinued,yes,No
FDA,ANDA080452,HYDROCORTISONE,HYDROCORTISONE,EVERYLIFE,CREAM,TOPICAL,,,Discontinued,yes,No
FDA,ANDA080454,MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,WYETH AYERST,TABLET,ORAL,Approved,31.07.1973,Discontinued,yes,No
FDA,ANDA080473,HYTONE,HYDROCORTISONE,VALEANT INTL,LOTION,TOPICAL,Approved,25.09.1972,Discontinued,yes,Yes
FDA,ANDA080525,RESERPINE,RESERPINE,MK LABS,TABLET,ORAL,Approved,30.03.1972,Discontinued,yes,No
FDA,ANDA080618,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,14.08.1972,authorised,yes,Yes
FDA,ANDA080630,CORTISONE ACETATE,CORTISONE ACETATE,IVAX SUB TEVA PHARMS,TABLET,ORAL,Approved,03.01.1972,Discontinued,yes,No
FDA,ANDA080667,THIAMINE HYDROCHLORIDE,THIAMINE HYDROCHLORIDE,LUITPOLD,INJECTABLE,INJECTION,,,Discontinued,yes,No
