ApplNo	SubmissionType	SubmissionNo	SubmissionPropertyTypeCode	SubmissionPropertyTypeID
000159	ORIG      	1	Null	0
000159	SUPPL     	3	Null	0
000159	SUPPL     	4	Null	0
000552	SUPPL     	7	Null	0
000552	SUPPL     	8	Null	0
000552	SUPPL     	10	Null	0
000552	SUPPL     	11	Null	0
000552	SUPPL     	14	Null	0
000552	SUPPL     	15	Null	0
000552	SUPPL     	20	Null	0
000552	SUPPL     	21	Null	0
000552	SUPPL     	22	Null	0
000552	SUPPL     	24	Null	0
000552	SUPPL     	26	Null	54
000552	SUPPL     	26	Null	7
000552	SUPPL     	26	Null	31
000552	SUPPL     	26	Null	15
000734	ORIG      	1	Null	0
000734	SUPPL     	8	Null	0
000793	SUPPL     	3	Null	0
000793	SUPPL     	4	Null	0
000793	SUPPL     	9	Null	0
000793	SUPPL     	10	Null	0
000793	SUPPL     	12	Null	0
000793	SUPPL     	13	Null	0
000793	SUPPL     	14	Null	0
000793	SUPPL     	16	Null	0
000793	SUPPL     	17	Null	0
000793	SUPPL     	18	Null	0
000793	SUPPL     	19	Null	0
000793	SUPPL     	21	Null	0
000793	SUPPL     	22	Null	0
000793	SUPPL     	23	Null	0
000793	SUPPL     	24	Null	0
000793	SUPPL     	26	Null	7
000793	SUPPL     	26	Null	15
000793	SUPPL     	26	Null	6
000793	SUPPL     	26	Null	31
001104	ORIG      	1	Null	0
001104	SUPPL     	1	Null	0
001546	SUPPL     	4	Null	0
001546	SUPPL     	6	Null	0
001546	SUPPL     	7	Null	0
001546	SUPPL     	8	Null	0
001546	SUPPL     	9	Null	0
001546	SUPPL     	10	Null	0
001546	SUPPL     	12	Null	0
001546	SUPPL     	13	Null	0
001546	SUPPL     	14	Null	0
001546	SUPPL     	15	Null	0
001546	SUPPL     	21	Null	0
001546	SUPPL     	22	Null	0
002282	SUPPL     	3	Null	0
002282	SUPPL     	5	Null	0
002282	SUPPL     	6	Null	0
002282	SUPPL     	10	Null	0
002282	SUPPL     	11	Null	0
002282	SUPPL     	12	Null	0
002282	SUPPL     	15	Null	0
002386	ORIG      	1	Null	0
002386	SUPPL     	1	Null	0
002386	SUPPL     	2	Null	0
002386	SUPPL     	3	Null	0
002386	SUPPL     	4	Null	0
002386	SUPPL     	5	Null	0
002386	SUPPL     	6	Null	0
002386	SUPPL     	7	Null	0
002386	SUPPL     	8	Null	0
002386	SUPPL     	9	Null	0
002386	SUPPL     	10	Null	0
002386	SUPPL     	11	Null	0
002386	SUPPL     	12	Null	0
002386	SUPPL     	13	Null	0
002386	SUPPL     	14	Null	0
002386	SUPPL     	15	Null	0
003444	SUPPL     	6	Null	0
003444	SUPPL     	17	Null	0
003444	SUPPL     	18	Null	0
003444	SUPPL     	19	Null	0
004054	ORIG      	1	Null	0
004054	SUPPL     	1	Null	0
004054	SUPPL     	5	Null	0
004054	SUPPL     	6	Null	0
004054	SUPPL     	7	Null	0
004054	SUPPL     	8	Null	0
004122	ORIG      	1	Null	0
004122	SUPPL     	5	Null	0
004122	SUPPL     	6	Null	0
004122	SUPPL     	8	Null	0
004570	SUPPL     	18	Null	0
004570	SUPPL     	20	Null	0
004570	SUPPL     	23	Null	0
004570	SUPPL     	26	Null	0
004570	SUPPL     	29	Null	0
004570	SUPPL     	31	Null	0
004570	SUPPL     	32	Null	0
004570	SUPPL     	34	Null	0
004570	SUPPL     	36	Null	0
004570	SUPPL     	37	Null	0
004570	SUPPL     	38	Null	0
004570	SUPPL     	46	Null	0
004570	SUPPL     	49	Null	0
004570	SUPPL     	52	Null	0
004570	SUPPL     	53	Null	0
004570	SUPPL     	56	Null	0
004589	ORIG      	1	Null	0
004589	SUPPL     	1	Null	0
004589	SUPPL     	2	Null	0
004589	SUPPL     	3	Null	0
004589	SUPPL     	4	Null	0
004589	SUPPL     	5	Null	0
004589	SUPPL     	6	Null	0
004589	SUPPL     	7	Null	0
004589	SUPPL     	10	Null	0
004589	SUPPL     	11	Null	0
004782	SUPPL     	49	Null	0
004782	SUPPL     	50	Null	0
004782	SUPPL     	52	Null	0
004782	SUPPL     	58	Null	0
004782	SUPPL     	59	Null	0
004782	SUPPL     	60	Null	0
004782	SUPPL     	62	Null	0
004782	SUPPL     	63	Null	0
004782	SUPPL     	65	Null	0
004782	SUPPL     	66	Null	0
004782	SUPPL     	68	Null	0
004782	SUPPL     	70	Null	0
004782	SUPPL     	71	Null	0
004782	SUPPL     	73	Null	0
004782	SUPPL     	74	Null	0
004782	SUPPL     	77	Null	0
004782	SUPPL     	78	Null	0
004782	SUPPL     	83	Null	0
004782	SUPPL     	86	Null	0
004782	SUPPL     	87	Null	0
004782	SUPPL     	94	Null	0
004782	SUPPL     	95	Null	0
004782	SUPPL     	98	Null	0
004782	SUPPL     	99	Null	0
004782	SUPPL     	100	Null	0
004782	SUPPL     	101	Null	0
004782	SUPPL     	102	Null	0
004782	SUPPL     	103	Null	0
004782	SUPPL     	108	Null	0
004782	SUPPL     	113	Null	0
004782	SUPPL     	116	Null	0
004782	SUPPL     	120	Null	0
004782	SUPPL     	121	Null	0
004782	SUPPL     	124	Null	0
004782	SUPPL     	126	Null	0
004782	SUPPL     	137	Null	0
004782	SUPPL     	141	Null	0
004782	SUPPL     	142	Null	0
004782	SUPPL     	162	Null	15
004782	SUPPL     	162	Null	7
004782	SUPPL     	162	Null	6
004782	SUPPL     	163	Null	0
004782	SUPPL     	164	Null	7
004782	SUPPL     	164	Null	15
004782	SUPPL     	164	Null	6
004782	SUPPL     	167	Null	15
004782	SUPPL     	167	Null	6
004782	SUPPL     	167	Null	7
004782	SUPPL     	171	Null	7
004782	SUPPL     	171	Null	15
004782	SUPPL     	171	Null	6
004782	SUPPL     	172	Null	0
004782	SUPPL     	173	Null	0
004782	SUPPL     	176	Null	15
004782	SUPPL     	176	Null	31
004782	SUPPL     	176	Null	6
004782	SUPPL     	176	Null	7
004782	SUPPL     	179	Null	15
004782	SUPPL     	179	Null	31
004782	SUPPL     	179	Null	54
004782	SUPPL     	179	Null	33
004782	SUPPL     	179	Null	7
004782	SUPPL     	181	Null	31
004782	SUPPL     	181	Null	7
004782	SUPPL     	181	Null	15
005010	SUPPL     	9	Null	0
005010	SUPPL     	10	Null	0
005010	SUPPL     	11	Null	0
005010	SUPPL     	17	Null	0
005010	SUPPL     	18	Null	0
005010	SUPPL     	19	Null	0
005010	SUPPL     	20	Null	0
005010	SUPPL     	21	Null	0
005010	SUPPL     	23	Null	0
005010	SUPPL     	24	Null	0
005010	SUPPL     	25	Null	0
005010	SUPPL     	26	Null	0
005010	SUPPL     	27	Null	0
005010	SUPPL     	28	Null	0
005010	SUPPL     	32	Null	0
005010	SUPPL     	33	Null	0
005010	SUPPL     	34	Null	0
005010	SUPPL     	35	Null	0
005010	SUPPL     	36	Null	0
005010	SUPPL     	37	Null	0
005010	SUPPL     	38	Null	0
005010	SUPPL     	39	Null	0
005010	SUPPL     	40	Null	0
005010	SUPPL     	41	Null	0
005010	SUPPL     	42	Null	0
005010	SUPPL     	43	Null	0
005010	SUPPL     	44	Null	0
005010	SUPPL     	45	Null	0
005010	SUPPL     	46	Null	0
005010	SUPPL     	50	Null	7
005010	SUPPL     	50	Null	6
005010	SUPPL     	51	Null	7
005010	SUPPL     	51	Null	6
005010	SUPPL     	51	Null	15
005010	SUPPL     	54	Null	15
005010	SUPPL     	54	Null	31
005010	SUPPL     	54	Null	7
005010	SUPPL     	54	Null	6
005010	SUPPL     	55	Null	31
005010	SUPPL     	55	Null	7
005010	SUPPL     	55	Null	15
005010	SUPPL     	55	Null	6
005010	SUPPL     	56	Null	7
005010	SUPPL     	56	Null	31
005010	SUPPL     	56	Null	15
005010	SUPPL     	56	Null	6
005010	SUPPL     	57	Null	6
005010	SUPPL     	57	Null	7
005010	SUPPL     	57	Null	31
005010	SUPPL     	57	Null	15
005010	SUPPL     	58	Null	6
005010	SUPPL     	58	Null	7
005010	SUPPL     	58	Null	15
005010	SUPPL     	58	Null	31
005010	SUPPL     	59	Null	6
005010	SUPPL     	59	Null	31
005010	SUPPL     	59	Null	7
005010	SUPPL     	59	Null	15
005010	SUPPL     	60	Null	7
005010	SUPPL     	60	Null	15
005010	SUPPL     	60	Null	31
005010	SUPPL     	61	Null	15
005010	SUPPL     	61	Null	7
005010	SUPPL     	61	Null	31
005010	SUPPL     	61	Null	54
005213	SUPPL     	14	Null	0
005213	SUPPL     	22	Null	0
005213	SUPPL     	23	Null	0
005213	SUPPL     	24	Null	0
005213	SUPPL     	27	Null	0
005213	SUPPL     	28	Null	0
005213	SUPPL     	29	Null	0
005213	SUPPL     	30	Null	0
005213	SUPPL     	38	Null	31
005213	SUPPL     	38	Null	7
005213	SUPPL     	38	Null	6
005213	SUPPL     	38	Null	15
005213	SUPPL     	39	Null	15
005213	SUPPL     	39	Null	6
005213	SUPPL     	39	Null	31
005213	SUPPL     	39	Null	7
005213	SUPPL     	46	Null	31
005213	SUPPL     	46	Null	15
005213	SUPPL     	46	Null	7
005264	SUPPL     	93	Null	7
005264	SUPPL     	93	Null	15
005264	SUPPL     	93	Null	6
005292	ORIG      	1	Null	0
005292	SUPPL     	7	Null	0
005292	SUPPL     	9	Null	0
005292	SUPPL     	11	Null	0
005292	SUPPL     	12	Null	0
005292	SUPPL     	14	Null	0
005292	SUPPL     	15	Null	0
005292	SUPPL     	16	Null	0
005292	SUPPL     	17	Null	0
005292	SUPPL     	18	Null	0
005292	SUPPL     	19	Null	0
005292	SUPPL     	20	Null	0
005292	SUPPL     	21	Null	0
005292	SUPPL     	22	Null	0
005292	SUPPL     	24	Null	0
005292	SUPPL     	25	Null	0
005378	SUPPL     	5	Null	0
005378	SUPPL     	11	Null	0
005378	SUPPL     	14	Null	0
005378	SUPPL     	19	Null	0
005378	SUPPL     	21	Null	0
005378	SUPPL     	22	Null	0
005378	SUPPL     	23	Null	0
005378	SUPPL     	27	Null	6
005378	SUPPL     	27	Null	15
005378	SUPPL     	27	Null	7
005378	SUPPL     	27	Null	31
005378	SUPPL     	28	Null	31
005378	SUPPL     	28	Null	15
005378	SUPPL     	28	Null	7
005378	SUPPL     	28	Null	6
005378	SUPPL     	29	Null	0
005378	SUPPL     	30	Null	15
005378	SUPPL     	30	Null	6
005378	SUPPL     	30	Null	31
005378	SUPPL     	30	Null	7
005378	SUPPL     	31	Null	6
005378	SUPPL     	31	Null	15
005378	SUPPL     	31	Null	7
005378	SUPPL     	31	Null	31
005378	SUPPL     	32	Null	33
005378	SUPPL     	32	Null	54
005378	SUPPL     	32	Null	31
005378	SUPPL     	32	Null	15
005378	SUPPL     	32	Null	7
005378	SUPPL     	34	Null	31
005378	SUPPL     	34	Null	6
005378	SUPPL     	34	Null	15
005378	SUPPL     	34	Null	7
005378	SUPPL     	35	Null	15
005378	SUPPL     	35	Null	7
005378	SUPPL     	35	Null	6
005378	SUPPL     	35	Null	31
005378	SUPPL     	37	Null	6
005378	SUPPL     	37	Null	7
005378	SUPPL     	37	Null	15
005378	SUPPL     	37	Null	31
005378	SUPPL     	38	Null	7
005378	SUPPL     	38	Null	31
005378	SUPPL     	38	Null	15
005521	ORIG      	1	Null	0
005521	SUPPL     	8	Null	0
005521	SUPPL     	11	Null	0
005521	SUPPL     	12	Null	0
005521	SUPPL     	13	Null	0
005521	SUPPL     	14	Null	0
005521	SUPPL     	15	Null	0
005521	SUPPL     	16	Null	0
005521	SUPPL     	17	Null	0
005521	SUPPL     	18	Null	0
005521	SUPPL     	19	Null	0
005521	SUPPL     	20	Null	0
005521	SUPPL     	21	Null	0
005521	SUPPL     	23	Null	0
005521	SUPPL     	24	Null	0
005521	SUPPL     	26	Null	0
005545	ORIG      	1	Null	0
005545	SUPPL     	7	Null	0
005545	SUPPL     	8	Null	0
005545	SUPPL     	9	Null	0
005545	SUPPL     	10	Null	0
005545	SUPPL     	13	Null	0
005545	SUPPL     	14	Null	0
005545	SUPPL     	15	Null	0
005545	SUPPL     	16	Null	0
005545	SUPPL     	17	Null	0
005545	SUPPL     	18	Null	0
005619	SUPPL     	2	Null	0
005619	SUPPL     	7	Null	0
005619	SUPPL     	8	Null	0
005619	SUPPL     	9	Null	0
005619	SUPPL     	11	Null	0
005619	SUPPL     	13	Null	0
005619	SUPPL     	14	Null	0
005619	SUPPL     	16	Null	0
005619	SUPPL     	17	Null	0
005619	SUPPL     	21	Null	6
005619	SUPPL     	21	Null	7
005619	SUPPL     	23	Null	0
005619	SUPPL     	24	Null	0
005657	ORIG      	1	Null	0
005657	SUPPL     	1	Null	0
005657	SUPPL     	2	Null	0
005657	SUPPL     	3	Null	0
005657	SUPPL     	4	Null	0
005657	SUPPL     	5	Null	0
005657	SUPPL     	6	Null	0
005657	SUPPL     	7	Null	0
005657	SUPPL     	8	Null	0
005657	SUPPL     	9	Null	0
005657	SUPPL     	10	Null	0
005794	ORIG      	1	Null	0
005794	SUPPL     	18	Null	0
005794	SUPPL     	20	Null	0
005794	SUPPL     	21	Null	0
005794	SUPPL     	22	Null	0
005794	SUPPL     	23	Null	0
005794	SUPPL     	24	Null	0
005795	ORIG      	1	Null	0
005795	SUPPL     	3	Null	0
005795	SUPPL     	4	Null	0
005795	SUPPL     	5	Null	0
005795	SUPPL     	6	Null	0
005795	SUPPL     	7	Null	0
005795	SUPPL     	8	Null	0
005795	SUPPL     	9	Null	0
005795	SUPPL     	11	Null	0
005795	SUPPL     	12	Null	0
005795	SUPPL     	13	Null	0
005845	ORIG      	1	Null	0
005845	SUPPL     	31	Null	0
005845	SUPPL     	33	Null	0
005845	SUPPL     	37	Null	0
005845	SUPPL     	38	Null	0
005845	SUPPL     	39	Null	0
005845	SUPPL     	40	Null	0
005845	SUPPL     	41	Null	0
005845	SUPPL     	42	Null	0
005845	SUPPL     	43	Null	0
005845	SUPPL     	44	Null	0
005856	SUPPL     	5	Null	0
005856	SUPPL     	8	Null	0
005856	SUPPL     	9	Null	0
005856	SUPPL     	12	Null	0
005856	SUPPL     	14	Null	0
005856	SUPPL     	15	Null	0
005856	SUPPL     	16	Null	0
005856	SUPPL     	17	Null	0
005856	SUPPL     	18	Null	0
005856	SUPPL     	19	Null	0
005856	SUPPL     	21	Null	15
005856	SUPPL     	21	Null	6
005856	SUPPL     	21	Null	7
005856	SUPPL     	23	Null	0
005897	SUPPL     	11	Null	0
005897	SUPPL     	12	Null	0
005897	SUPPL     	13	Null	0
005897	SUPPL     	14	Null	0
005897	SUPPL     	16	Null	0
005897	SUPPL     	17	Null	0
005897	SUPPL     	19	Null	0
005897	SUPPL     	20	Null	0
005897	SUPPL     	21	Null	0
005897	SUPPL     	24	Null	0
005897	SUPPL     	25	Null	0
005897	SUPPL     	26	Null	0
005914	SUPPL     	38	Null	0
005929	SUPPL     	3	Null	0
005929	SUPPL     	4	Null	0
005929	SUPPL     	5	Null	0
005929	SUPPL     	6	Null	0
005929	SUPPL     	7	Null	0
005929	SUPPL     	8	Null	0
005929	SUPPL     	14	Null	0
005929	SUPPL     	15	Null	0
005929	SUPPL     	16	Null	0
005929	SUPPL     	18	Null	0
005929	SUPPL     	28	Null	0
005929	SUPPL     	29	Null	0
005929	SUPPL     	31	Null	0
005929	SUPPL     	34	Null	0
005929	SUPPL     	36	Null	0
005929	SUPPL     	37	Null	0
005929	SUPPL     	38	Null	0
005929	SUPPL     	39	Null	0
005929	SUPPL     	40	Null	0
005929	SUPPL     	45	Null	6
005929	SUPPL     	45	Null	7
005929	SUPPL     	45	Null	31
005929	SUPPL     	45	Null	15
005939	SUPPL     	3	Null	0
005970	ORIG      	1	Null	14
005970	SUPPL     	13	Null	14
005970	SUPPL     	17	Null	14
005970	SUPPL     	18	Null	14
005970	SUPPL     	19	Null	14
005970	SUPPL     	22	Null	14
005970	SUPPL     	24	Null	14
005970	SUPPL     	25	Null	14
005970	SUPPL     	26	Null	14
005970	SUPPL     	27	Null	14
005970	SUPPL     	28	Null	14
005970	SUPPL     	30	Null	14
005970	SUPPL     	31	Null	14
005970	SUPPL     	32	Null	14
005970	SUPPL     	33	Null	14
005970	SUPPL     	34	Null	14
005970	SUPPL     	35	Null	14
005970	SUPPL     	37	Null	14
006002	SUPPL     	15	Null	0
006002	SUPPL     	17	Null	0
006002	SUPPL     	18	Null	0
006002	SUPPL     	20	Null	0
006002	SUPPL     	21	Null	0
006002	SUPPL     	22	Null	0
006002	SUPPL     	23	Null	0
006002	SUPPL     	26	Null	0
006002	SUPPL     	28	Null	0
006002	SUPPL     	31	Null	0
006002	SUPPL     	33	Null	0
006002	SUPPL     	34	Null	0
006002	SUPPL     	35	Null	0
006002	SUPPL     	37	Null	0
006002	SUPPL     	38	Null	0
006002	SUPPL     	40	Null	0
006002	SUPPL     	43	Null	6
006002	SUPPL     	43	Null	15
006002	SUPPL     	43	Null	7
006002	SUPPL     	44	Null	6
006002	SUPPL     	44	Null	15
006002	SUPPL     	44	Null	31
006002	SUPPL     	44	Null	7
006002	SUPPL     	45	Null	6
006002	SUPPL     	45	Null	15
006002	SUPPL     	45	Null	31
006002	SUPPL     	45	Null	7
006008	ORIG      	1	Null	0
006008	SUPPL     	11	Null	0
006008	SUPPL     	14	Null	0
006008	SUPPL     	15	Null	0
006008	SUPPL     	17	Null	0
006008	SUPPL     	18	Null	0
006008	SUPPL     	19	Null	0
006008	SUPPL     	20	Null	0
006008	SUPPL     	21	Null	0
006008	SUPPL     	22	Null	0
006008	SUPPL     	23	Null	0
006008	SUPPL     	24	Null	0
006008	SUPPL     	25	Null	0
006008	SUPPL     	26	Null	0
006008	SUPPL     	27	Null	0
006008	SUPPL     	30	Null	0
006008	SUPPL     	31	Null	0
006008	SUPPL     	32	Null	0
006008	SUPPL     	33	Null	0
006008	SUPPL     	34	Null	0
006008	SUPPL     	35	Null	0
006008	SUPPL     	38	Null	0
006008	SUPPL     	39	Null	0
006008	SUPPL     	40	Null	0
006008	SUPPL     	41	Null	0
006008	SUPPL     	42	Null	0
006008	SUPPL     	43	Null	0
006008	SUPPL     	44	Null	0
006008	SUPPL     	45	Null	0
006008	SUPPL     	46	Null	0
006008	SUPPL     	48	Null	0
006008	SUPPL     	49	Null	0
006012	ORIG      	1	Null	0
006012	SUPPL     	3	Null	0
006012	SUPPL     	6	Null	0
006035	SUPPL     	10	Null	0
006035	SUPPL     	11	Null	0
006035	SUPPL     	12	Null	0
006035	SUPPL     	13	Null	0
006035	SUPPL     	16	Null	0
006035	SUPPL     	18	Null	0
006035	SUPPL     	23	Null	0
006035	SUPPL     	24	Null	0
006035	SUPPL     	25	Null	0
006035	SUPPL     	29	Null	0
006035	SUPPL     	30	Null	0
006035	SUPPL     	32	Null	0
006035	SUPPL     	33	Null	0
006035	SUPPL     	36	Null	0
006035	SUPPL     	42	Null	0
006035	SUPPL     	43	Null	0
006035	SUPPL     	44	Null	0
006035	SUPPL     	46	Null	0
006035	SUPPL     	47	Null	0
006035	SUPPL     	48	Null	0
006035	SUPPL     	51	Null	0
006035	SUPPL     	53	Null	0
006035	SUPPL     	54	Null	0
006035	SUPPL     	55	Null	0
006035	SUPPL     	56	Null	0
006035	SUPPL     	57	Null	0
006035	SUPPL     	59	Null	0
006035	SUPPL     	61	Null	0
006035	SUPPL     	62	Null	0
006035	SUPPL     	63	Null	0
006035	SUPPL     	64	Null	0
006035	SUPPL     	65	Null	0
006035	SUPPL     	66	Null	0
006035	SUPPL     	67	Null	0
006035	SUPPL     	68	Null	0
006035	SUPPL     	69	Null	0
006035	SUPPL     	78	Null	6
006035	SUPPL     	78	Null	7
006035	SUPPL     	78	Null	15
006035	SUPPL     	79	Null	0
006044	SUPPL     	4	Null	0
006044	SUPPL     	6	Null	0
006095	ORIG      	1	Null	0
006095	SUPPL     	1	Null	0
006095	SUPPL     	5	Null	0
006095	SUPPL     	6	Null	0
006095	SUPPL     	7	Null	0
006095	SUPPL     	8	Null	0
006095	SUPPL     	9	Null	0
006095	SUPPL     	11	Null	0
006095	SUPPL     	12	Null	0
006095	SUPPL     	13	Null	0
006095	SUPPL     	14	Null	0
006095	SUPPL     	15	Null	0
006095	SUPPL     	16	Null	0
006095	SUPPL     	17	Null	0
006095	SUPPL     	18	Null	0
006095	SUPPL     	19	Null	0
006095	SUPPL     	20	Null	0
006095	SUPPL     	22	Null	0
006095	SUPPL     	23	Null	0
006095	SUPPL     	24	Null	0
006095	SUPPL     	25	Null	0
006095	SUPPL     	26	Null	0
006095	SUPPL     	27	Null	0
006095	SUPPL     	28	Null	0
006095	SUPPL     	29	Null	0
006095	SUPPL     	30	Null	0
006095	SUPPL     	31	Null	0
006095	SUPPL     	32	Null	0
006095	SUPPL     	33	Null	0
006095	SUPPL     	34	Null	0
006095	SUPPL     	35	Null	0
006095	SUPPL     	36	Null	0
006095	SUPPL     	37	Null	0
006095	SUPPL     	38	Null	0
006110	ORIG      	1	Null	0
006110	SUPPL     	5	Null	0
006110	SUPPL     	6	Null	0
006110	SUPPL     	8	Null	0
006110	SUPPL     	11	Null	0
006110	SUPPL     	12	Null	0
006110	SUPPL     	14	Null	0
006110	SUPPL     	15	Null	0
006110	SUPPL     	16	Null	0
006110	SUPPL     	17	Null	0
006110	SUPPL     	19	Null	0
006110	SUPPL     	20	Null	0
006110	SUPPL     	21	Null	0
006110	SUPPL     	22	Null	0
006110	SUPPL     	23	Null	0
006110	SUPPL     	24	Null	0
006110	SUPPL     	26	Null	0
006110	SUPPL     	27	Null	0
006110	SUPPL     	28	Null	0
006134	SUPPL     	9	Null	0
006134	SUPPL     	12	Null	0
006134	SUPPL     	21	Null	0
006134	SUPPL     	22	Null	0
006134	SUPPL     	24	Null	0
006134	SUPPL     	25	Null	0
006134	SUPPL     	26	Null	0
006134	SUPPL     	27	Null	0
006134	SUPPL     	30	Null	7
006134	SUPPL     	30	Null	15
006134	SUPPL     	30	Null	6
006134	SUPPL     	31	Null	7
006134	SUPPL     	31	Null	6
006134	SUPPL     	31	Null	15
006134	SUPPL     	32	Null	6
006134	SUPPL     	32	Null	15
006134	SUPPL     	32	Null	7
006134	SUPPL     	35	Null	15
006134	SUPPL     	35	Null	31
006134	SUPPL     	35	Null	7
006134	SUPPL     	35	Null	6
006134	SUPPL     	36	Null	15
006134	SUPPL     	36	Null	7
006134	SUPPL     	36	Null	31
006134	SUPPL     	36	Null	6
006134	SUPPL     	37	Null	6
006134	SUPPL     	37	Null	31
006134	SUPPL     	37	Null	7
006134	SUPPL     	37	Null	15
006134	SUPPL     	38	Null	15
006134	SUPPL     	38	Null	6
006134	SUPPL     	38	Null	7
006134	SUPPL     	38	Null	31
006134	SUPPL     	39	Null	15
006134	SUPPL     	39	Null	7
006134	SUPPL     	39	Null	31
006134	SUPPL     	39	Null	6
006134	SUPPL     	40	Null	15
006134	SUPPL     	40	Null	7
006134	SUPPL     	40	Null	31
006134	SUPPL     	40	Null	6
006134	SUPPL     	41	Null	6
006134	SUPPL     	41	Null	31
006134	SUPPL     	41	Null	15
006134	SUPPL     	41	Null	7
006134	SUPPL     	42	Null	15
006134	SUPPL     	42	Null	31
006134	SUPPL     	42	Null	7
006134	SUPPL     	42	Null	6
006134	SUPPL     	44	Null	6
006134	SUPPL     	44	Null	7
006134	SUPPL     	44	Null	15
006134	SUPPL     	44	Null	31
006134	SUPPL     	45	Null	7
006134	SUPPL     	45	Null	6
006134	SUPPL     	45	Null	31
006134	SUPPL     	45	Null	15
006134	SUPPL     	46	Null	6
006134	SUPPL     	46	Null	15
006134	SUPPL     	46	Null	31
006134	SUPPL     	46	Null	7
006134	SUPPL     	48	Null	31
006134	SUPPL     	48	Null	6
006134	SUPPL     	48	Null	15
006134	SUPPL     	48	Null	7
006134	SUPPL     	49	Null	31
006134	SUPPL     	49	Null	6
006134	SUPPL     	49	Null	15
006134	SUPPL     	49	Null	7
006134	SUPPL     	50	Null	15
006134	SUPPL     	50	Null	6
006134	SUPPL     	50	Null	7
006134	SUPPL     	50	Null	31
006146	ORIG      	1	Null	0
006146	SUPPL     	6	Null	0
006146	SUPPL     	9	Null	0
006146	SUPPL     	10	Null	0
006146	SUPPL     	11	Null	0
006146	SUPPL     	12	Null	0
006146	SUPPL     	13	Null	0
006170	ORIG      	1	Null	0
006170	SUPPL     	4	Null	0
006170	SUPPL     	5	Null	0
006170	SUPPL     	6	Null	0
006188	SUPPL     	5	Null	0
006188	SUPPL     	6	Null	0
006188	SUPPL     	11	Null	0
006188	SUPPL     	15	Null	0
006188	SUPPL     	16	Null	0
006188	SUPPL     	17	Null	0
006188	SUPPL     	20	Null	6
006188	SUPPL     	20	Null	7
006188	SUPPL     	21	Null	6
006188	SUPPL     	21	Null	7
006188	SUPPL     	21	Null	31
006188	SUPPL     	22	Null	7
006188	SUPPL     	22	Null	6
006188	SUPPL     	23	Null	0
006188	SUPPL     	24	Null	7
006188	SUPPL     	24	Null	15
006188	SUPPL     	24	Null	31
006188	SUPPL     	24	Null	6
006188	SUPPL     	25	Null	6
006188	SUPPL     	25	Null	31
006188	SUPPL     	25	Null	7
006188	SUPPL     	25	Null	15
006188	SUPPL     	26	Null	7
006188	SUPPL     	26	Null	6
006188	SUPPL     	26	Null	15
006188	SUPPL     	26	Null	31
006270	SUPPL     	6	Null	0
006270	SUPPL     	7	Null	0
006383	SUPPL     	5	Null	14
006383	SUPPL     	6	Null	0
006383	SUPPL     	9	Null	0
006383	SUPPL     	10	Null	0
006383	SUPPL     	15	Null	0
006383	SUPPL     	16	Null	0
006383	SUPPL     	17	Null	15
006383	SUPPL     	17	Null	31
006383	SUPPL     	17	Null	7
006383	SUPPL     	17	Null	6
006383	SUPPL     	18	Null	7
006383	SUPPL     	18	Null	6
006383	SUPPL     	18	Null	31
006383	SUPPL     	18	Null	15
006403	ORIG      	1	Null	0
006403	SUPPL     	8	Null	0
006403	SUPPL     	11	Null	0
006403	SUPPL     	12	Null	0
006403	SUPPL     	13	Null	0
006403	SUPPL     	14	Null	0
006403	SUPPL     	15	Null	0
006403	SUPPL     	16	Null	0
006403	SUPPL     	17	Null	0
006403	SUPPL     	18	Null	0
006403	SUPPL     	19	Null	0
006403	SUPPL     	20	Null	0
006403	SUPPL     	21	Null	0
006459	SUPPL     	3	Null	0
006459	SUPPL     	4	Null	0
006459	SUPPL     	5	Null	0
006459	SUPPL     	6	Null	0
006459	SUPPL     	7	Null	0
006460	ORIG      	1	Null	0
006460	SUPPL     	8	Null	0
006460	SUPPL     	9	Null	0
006460	SUPPL     	10	Null	0
006460	SUPPL     	11	Null	0
006460	SUPPL     	12	Null	0
006460	SUPPL     	13	Null	0
006460	SUPPL     	14	Null	0
006460	SUPPL     	15	Null	0
006460	SUPPL     	16	Null	0
006460	SUPPL     	17	Null	0
006460	SUPPL     	18	Null	0
006460	SUPPL     	20	Null	0
006460	SUPPL     	21	Null	0
006460	SUPPL     	22	Null	0
006460	SUPPL     	23	Null	0
006460	SUPPL     	24	Null	0
006460	SUPPL     	26	Null	0
006460	SUPPL     	27	Null	0
006460	SUPPL     	28	Null	0
006460	SUPPL     	29	Null	0
006460	SUPPL     	30	Null	0
006460	SUPPL     	31	Null	0
006488	SUPPL     	5	Null	0
006488	SUPPL     	6	Null	0
006488	SUPPL     	9	Null	0
006488	SUPPL     	10	Null	0
006488	SUPPL     	13	Null	0
006488	SUPPL     	16	Null	0
006488	SUPPL     	17	Null	0
006488	SUPPL     	19	Null	0
006488	SUPPL     	22	Null	0
006488	SUPPL     	23	Null	0
006488	SUPPL     	24	Null	0
006488	SUPPL     	28	Null	0
006488	SUPPL     	30	Null	0
006488	SUPPL     	31	Null	0
006488	SUPPL     	33	Null	0
006488	SUPPL     	35	Null	0
006488	SUPPL     	37	Null	0
006488	SUPPL     	39	Null	0
006488	SUPPL     	43	Null	0
006488	SUPPL     	45	Null	0
006488	SUPPL     	47	Null	0
