ApplNo	SubmissionType	SubmissionNo	SubmissionPropertyTypeCode	SubmissionPropertyTypeID
087048	SUPPL     	8	Null	0
087048	SUPPL     	9	Null	0
087048	SUPPL     	13	Null	0
087048	SUPPL     	14	Null	0
087048	SUPPL     	17	Null	7
087048	SUPPL     	17	Null	31
087048	SUPPL     	17	Null	54
087048	SUPPL     	17	Null	15
087053	ORIG      	1	Null	0
087053	SUPPL     	3	Null	0
087053	SUPPL     	6	Null	0
087053	SUPPL     	9	Null	0
087053	SUPPL     	10	Null	0
087053	SUPPL     	11	Null	0
087053	SUPPL     	12	Null	0
087053	SUPPL     	13	Null	0
087053	SUPPL     	14	Null	0
087053	SUPPL     	15	Null	0
087056	SUPPL     	12	Null	0
087056	SUPPL     	13	Null	0
087056	SUPPL     	16	Null	0
087056	SUPPL     	17	Null	0
087056	SUPPL     	19	Null	0
087056	SUPPL     	20	Null	0
087056	SUPPL     	22	Null	0
087056	SUPPL     	24	Null	0
087056	SUPPL     	25	Null	0
087056	SUPPL     	27	Null	0
087056	SUPPL     	28	Null	0
087056	SUPPL     	29	Null	0
087056	SUPPL     	30	Null	0
087056	SUPPL     	31	Null	0
087056	SUPPL     	32	Null	0
087056	SUPPL     	33	Null	0
087056	SUPPL     	35	Null	0
087056	SUPPL     	36	Null	0
087056	SUPPL     	37	Null	0
087059	SUPPL     	4	Null	0
087059	SUPPL     	8	Null	0
087059	SUPPL     	11	Null	0
087059	SUPPL     	13	Null	0
087059	SUPPL     	14	Null	0
087059	SUPPL     	15	Null	0
087059	SUPPL     	20	Null	15
087059	SUPPL     	20	Null	31
087059	SUPPL     	20	Null	7
087059	SUPPL     	22	Null	7
087059	SUPPL     	22	Null	31
087059	SUPPL     	22	Null	15
087060	SUPPL     	2	Null	31
087060	SUPPL     	2	Null	7
087060	SUPPL     	2	Null	15
087060	SUPPL     	3	Null	31
087060	SUPPL     	3	Null	7
087060	SUPPL     	3	Null	15
087062	SUPPL     	1	Null	0
087062	SUPPL     	2	Null	0
087062	SUPPL     	4	Null	0
087062	SUPPL     	5	Null	0
087062	SUPPL     	7	Null	0
087062	SUPPL     	10	Null	0
087062	SUPPL     	11	Null	0
087062	SUPPL     	12	Null	0
087062	SUPPL     	13	Null	0
087062	SUPPL     	14	Null	0
087062	SUPPL     	15	Null	0
087062	SUPPL     	18	Null	0
087062	SUPPL     	19	Null	0
087062	SUPPL     	20	Null	0
087062	SUPPL     	21	Null	0
087068	SUPPL     	4	Null	0
087068	SUPPL     	5	Null	0
087068	SUPPL     	10	Null	0
087068	SUPPL     	13	Null	0
087068	SUPPL     	15	Null	0
087068	SUPPL     	16	Null	0
087068	SUPPL     	17	Null	0
087068	SUPPL     	22	Null	31
087068	SUPPL     	22	Null	7
087068	SUPPL     	22	Null	15
087068	SUPPL     	24	Null	31
087068	SUPPL     	24	Null	7
087068	SUPPL     	24	Null	15
087075	SUPPL     	4	Null	0
087075	SUPPL     	5	Null	0
087081	ORIG      	1	Null	29
087083	SUPPL     	13	Null	0
087083	SUPPL     	16	Null	0
087083	SUPPL     	17	Null	0
087083	SUPPL     	18	Null	0
087083	SUPPL     	19	Null	0
087083	SUPPL     	26	Null	0
087083	SUPPL     	27	Null	0
087083	SUPPL     	29	Null	0
087083	SUPPL     	30	Null	0
087083	SUPPL     	31	Null	0
087083	SUPPL     	32	Null	0
087083	SUPPL     	34	Null	0
087083	SUPPL     	35	Null	0
087083	SUPPL     	43	Null	7
087083	SUPPL     	44	Null	7
087083	SUPPL     	44	Null	15
087083	SUPPL     	45	Null	15
087083	SUPPL     	45	Null	31
087083	SUPPL     	45	Null	7
087083	SUPPL     	46	Null	7
087083	SUPPL     	46	Null	15
087083	SUPPL     	46	Null	31
087083	SUPPL     	47	Null	7
087083	SUPPL     	47	Null	31
087083	SUPPL     	47	Null	15
087083	SUPPL     	48	Null	15
087083	SUPPL     	48	Null	7
087083	SUPPL     	48	Null	31
087083	SUPPL     	49	Null	7
087083	SUPPL     	49	Null	15
087083	SUPPL     	49	Null	31
087083	SUPPL     	50	Null	31
087083	SUPPL     	50	Null	7
087083	SUPPL     	50	Null	15
087083	SUPPL     	51	Null	31
087083	SUPPL     	51	Null	15
087083	SUPPL     	51	Null	7
087083	SUPPL     	52	Null	31
087083	SUPPL     	52	Null	15
087083	SUPPL     	52	Null	7
087083	SUPPL     	53	Null	31
087083	SUPPL     	53	Null	15
087083	SUPPL     	53	Null	7
087083	SUPPL     	54	Null	31
087083	SUPPL     	54	Null	7
087083	SUPPL     	54	Null	15
087083	SUPPL     	57	Null	31
087083	SUPPL     	57	Null	7
087083	SUPPL     	57	Null	54
087083	SUPPL     	57	Null	15
087086	SUPPL     	3	Null	0
087086	SUPPL     	8	Null	0
087086	SUPPL     	9	Null	0
087086	SUPPL     	12	Null	0
087086	SUPPL     	14	Null	0
087086	SUPPL     	16	Null	0
087086	SUPPL     	20	Null	0
087086	SUPPL     	21	Null	0
087086	SUPPL     	22	Null	0
087086	SUPPL     	23	Null	0
087086	SUPPL     	24	Null	0
087092	SUPPL     	3	Null	7
087092	SUPPL     	3	Null	31
087092	SUPPL     	3	Null	15
087092	SUPPL     	4	Null	31
087092	SUPPL     	4	Null	15
087092	SUPPL     	4	Null	7
087092	SUPPL     	5	Null	15
087092	SUPPL     	5	Null	7
087092	SUPPL     	5	Null	31
087093	SUPPL     	19	Null	0
087093	SUPPL     	24	Null	0
087093	SUPPL     	25	Null	0
087093	SUPPL     	26	Null	0
087093	SUPPL     	27	Null	0
087093	SUPPL     	28	Null	0
087093	SUPPL     	29	Null	0
087093	SUPPL     	30	Null	0
087093	SUPPL     	32	Null	0
087093	SUPPL     	33	Null	0
087093	SUPPL     	34	Null	0
087093	SUPPL     	35	Null	0
087093	SUPPL     	36	Null	0
087093	SUPPL     	37	Null	0
087093	SUPPL     	38	Null	0
087093	SUPPL     	39	Null	0
087093	SUPPL     	40	Null	0
087100	SUPPL     	2	Null	0
087100	SUPPL     	6	Null	0
087100	SUPPL     	7	Null	0
087100	SUPPL     	9	Null	0
087100	SUPPL     	11	Null	0
087100	SUPPL     	12	Null	0
087100	SUPPL     	13	Null	0
087100	SUPPL     	14	Null	0
087100	SUPPL     	16	Null	0
087100	SUPPL     	17	Null	0
087100	SUPPL     	18	Null	0
087100	SUPPL     	19	Null	0
087100	SUPPL     	21	Null	0
087100	SUPPL     	22	Null	0
087100	SUPPL     	23	Null	0
087100	SUPPL     	27	Null	0
087100	SUPPL     	28	Null	0
087102	SUPPL     	3	Null	0
087102	SUPPL     	4	Null	0
087102	SUPPL     	5	Null	0
087102	SUPPL     	6	Null	0
087102	SUPPL     	10	Null	0
087102	SUPPL     	12	Null	0
087102	SUPPL     	19	Null	0
087102	SUPPL     	20	Null	0
087104	SUPPL     	3	Null	0
087104	SUPPL     	4	Null	0
087104	SUPPL     	6	Null	0
087104	SUPPL     	9	Null	0
087104	SUPPL     	13	Null	0
087104	SUPPL     	21	Null	0
087111	SUPPL     	3	Null	31
087111	SUPPL     	3	Null	7
087111	SUPPL     	3	Null	15
087111	SUPPL     	4	Null	31
087111	SUPPL     	4	Null	7
087111	SUPPL     	4	Null	15
087111	SUPPL     	5	Null	15
087111	SUPPL     	5	Null	31
087111	SUPPL     	5	Null	7
087118	SUPPL     	2	Null	0
087118	SUPPL     	5	Null	0
087118	SUPPL     	9	Null	0
087118	SUPPL     	13	Null	0
087118	SUPPL     	15	Null	0
087118	SUPPL     	16	Null	0
087118	SUPPL     	17	Null	0
087118	SUPPL     	21	Null	0
087127	SUPPL     	22	Null	15
087128	SUPPL     	3	Null	0
087128	SUPPL     	5	Null	0
087128	SUPPL     	6	Null	0
087128	SUPPL     	7	Null	0
087128	SUPPL     	9	Null	0
087128	SUPPL     	11	Null	0
087128	SUPPL     	12	Null	0
087128	SUPPL     	14	Null	0
087128	SUPPL     	15	Null	0
087128	SUPPL     	18	Null	0
087128	SUPPL     	19	Null	0
087128	SUPPL     	20	Null	0
087128	SUPPL     	26	Null	15
087128	SUPPL     	33	Null	7
087128	SUPPL     	33	Null	15
087128	SUPPL     	33	Null	31
087129	SUPPL     	2	Null	0
087129	SUPPL     	4	Null	0
087129	SUPPL     	5	Null	0
087129	SUPPL     	6	Null	0
087129	SUPPL     	8	Null	0
087141	SUPPL     	1	Null	0
087143	SUPPL     	1	Null	0
087143	SUPPL     	2	Null	0
087143	SUPPL     	3	Null	0
087143	SUPPL     	6	Null	0
087143	SUPPL     	11	Null	0
087143	SUPPL     	12	Null	0
087143	SUPPL     	14	Null	0
087143	SUPPL     	15	Null	0
087143	SUPPL     	16	Null	0
087143	SUPPL     	18	Null	0
087143	SUPPL     	20	Null	0
087146	SUPPL     	2	Null	0
087146	SUPPL     	4	Null	0
087146	SUPPL     	5	Null	0
087146	SUPPL     	6	Null	0
087146	SUPPL     	7	Null	0
087146	SUPPL     	11	Null	0
087146	SUPPL     	12	Null	0
087146	SUPPL     	13	Null	0
087146	SUPPL     	16	Null	0
087147	SUPPL     	2	Null	0
087147	SUPPL     	3	Null	0
087147	SUPPL     	6	Null	0
087147	SUPPL     	7	Null	0
087147	SUPPL     	9	Null	0
087147	SUPPL     	10	Null	0
087147	SUPPL     	11	Null	0
087147	SUPPL     	12	Null	31
087147	SUPPL     	12	Null	7
087147	SUPPL     	12	Null	15
087147	SUPPL     	13	Null	31
087147	SUPPL     	13	Null	15
087147	SUPPL     	13	Null	7
087147	SUPPL     	14	Null	15
087147	SUPPL     	14	Null	7
087147	SUPPL     	14	Null	31
087159	ORIG      	1	Null	0
087160	SUPPL     	1	Null	0
087160	SUPPL     	2	Null	0
087160	SUPPL     	3	Null	0
087160	SUPPL     	5	Null	0
087160	SUPPL     	6	Null	0
087160	SUPPL     	11	Null	0
087160	SUPPL     	12	Null	0
087160	SUPPL     	13	Null	0
087160	SUPPL     	16	Null	0
087160	SUPPL     	17	Null	0
087160	SUPPL     	19	Null	0
087160	SUPPL     	20	Null	0
087160	SUPPL     	21	Null	0
087160	SUPPL     	24	Null	0
087160	SUPPL     	25	Null	0
087160	SUPPL     	26	Null	0
087160	SUPPL     	27	Null	0
087160	SUPPL     	28	Null	0
087160	SUPPL     	29	Null	0
087160	SUPPL     	31	Null	0
087160	SUPPL     	33	Null	0
087160	SUPPL     	34	Null	0
087160	SUPPL     	35	Null	0
087160	SUPPL     	36	Null	0
087160	SUPPL     	37	Null	0
087160	SUPPL     	38	Null	0
087160	SUPPL     	39	Null	0
087165	SUPPL     	4	Null	0
087165	SUPPL     	7	Null	0
087165	SUPPL     	11	Null	0
087165	SUPPL     	19	Null	15
087165	SUPPL     	21	Null	15
087165	SUPPL     	24	Null	7
087165	SUPPL     	24	Null	31
087165	SUPPL     	24	Null	15
087176	ORIG      	1	Null	0
087176	SUPPL     	4	Null	0
087176	SUPPL     	7	Null	0
087176	SUPPL     	8	Null	0
087176	SUPPL     	14	Null	0
087176	SUPPL     	15	Null	0
087176	SUPPL     	16	Null	0
087176	SUPPL     	17	Null	0
087176	SUPPL     	18	Null	0
087176	SUPPL     	19	Null	0
087176	SUPPL     	20	Null	0
087176	SUPPL     	21	Null	0
087183	SUPPL     	3	Null	0
087183	SUPPL     	9	Null	0
087183	SUPPL     	10	Null	0
087183	SUPPL     	12	Null	0
087183	SUPPL     	13	Null	0
087183	SUPPL     	14	Null	0
087184	SUPPL     	14	Null	0
087184	SUPPL     	22	Null	0
087184	SUPPL     	25	Null	0
087184	SUPPL     	26	Null	0
087184	SUPPL     	27	Null	0
087184	SUPPL     	29	Null	0
087184	SUPPL     	31	Null	0
087184	SUPPL     	32	Null	0
087184	SUPPL     	33	Null	0
087184	SUPPL     	34	Null	0
087184	SUPPL     	35	Null	0
087184	SUPPL     	36	Null	0
087184	SUPPL     	38	Null	0
087184	SUPPL     	40	Null	0
087184	SUPPL     	41	Null	0
087184	SUPPL     	42	Null	0
087184	SUPPL     	43	Null	0
087184	SUPPL     	44	Null	0
087184	SUPPL     	45	Null	0
087184	SUPPL     	46	Null	0
087184	SUPPL     	47	Null	0
087184	SUPPL     	48	Null	0
087184	SUPPL     	49	Null	0
087184	SUPPL     	50	Null	0
087185	SUPPL     	13	Null	0
087185	SUPPL     	14	Null	0
087185	SUPPL     	15	Null	0
087185	SUPPL     	16	Null	0
087185	SUPPL     	19	Null	0
087185	SUPPL     	21	Null	0
087185	SUPPL     	22	Null	0
087185	SUPPL     	23	Null	0
087185	SUPPL     	24	Null	0
087185	SUPPL     	25	Null	0
087185	SUPPL     	26	Null	0
087185	SUPPL     	27	Null	0
087185	SUPPL     	28	Null	0
087185	SUPPL     	29	Null	0
087185	SUPPL     	30	Null	0
087185	SUPPL     	31	Null	0
087185	SUPPL     	32	Null	0
087190	SUPPL     	1	Null	0
087190	SUPPL     	2	Null	0
087190	SUPPL     	4	Null	0
087190	SUPPL     	5	Null	0
087190	SUPPL     	6	Null	0
087190	SUPPL     	8	Null	0
087190	SUPPL     	9	Null	0
087190	SUPPL     	14	Null	0
087190	SUPPL     	17	Null	0
087190	SUPPL     	18	Null	0
087190	SUPPL     	20	Null	0
087190	SUPPL     	24	Null	0
087190	SUPPL     	25	Null	0
087190	SUPPL     	35	Null	15
087190	SUPPL     	35	Null	7
087190	SUPPL     	36	Null	15
087190	SUPPL     	36	Null	7
087190	SUPPL     	39	Null	7
087190	SUPPL     	39	Null	31
087190	SUPPL     	39	Null	15
087191	SUPPL     	3	Null	0
087191	SUPPL     	4	Null	0
087191	SUPPL     	5	Null	0
087191	SUPPL     	10	Null	0
087191	SUPPL     	12	Null	0
087191	SUPPL     	13	Null	0
087191	SUPPL     	14	Null	0
087191	SUPPL     	21	Null	0
087191	SUPPL     	22	Null	0
087197	SUPPL     	7	Null	0
087197	SUPPL     	9	Null	0
087197	SUPPL     	10	Null	0
087197	SUPPL     	11	Null	0
087197	SUPPL     	12	Null	0
087202	SUPPL     	1	Null	0
087202	SUPPL     	2	Null	0
087202	SUPPL     	4	Null	0
087202	SUPPL     	5	Null	0
087202	SUPPL     	6	Null	0
087202	SUPPL     	8	Null	0
087204	SUPPL     	6	Null	7
087204	SUPPL     	6	Null	15
087204	SUPPL     	6	Null	17
087208	ORIG      	1	Null	0
087208	SUPPL     	1	Null	0
087208	SUPPL     	2	Null	0
087208	SUPPL     	5	Null	0
087208	SUPPL     	6	Null	0
087208	SUPPL     	8	Null	0
087208	SUPPL     	12	Null	0
087208	SUPPL     	13	Null	0
087208	SUPPL     	14	Null	0
087208	SUPPL     	16	Null	0
087208	SUPPL     	17	Null	0
087208	SUPPL     	18	Null	0
087208	SUPPL     	19	Null	0
087208	SUPPL     	20	Null	0
087209	SUPPL     	3	Null	0
087209	SUPPL     	4	Null	0
087209	SUPPL     	11	Null	0
087209	SUPPL     	12	Null	0
087211	SUPPL     	1	Null	0
087211	SUPPL     	2	Null	0
087211	SUPPL     	4	Null	0
087211	SUPPL     	6	Null	0
087211	SUPPL     	7	Null	0
087211	SUPPL     	10	Null	0
087211	SUPPL     	11	Null	0
087211	SUPPL     	12	Null	0
087211	SUPPL     	13	Null	0
087211	SUPPL     	15	Null	0
087211	SUPPL     	16	Null	0
087211	SUPPL     	18	Null	0
087211	SUPPL     	19	Null	0
087211	SUPPL     	20	Null	0
087211	SUPPL     	21	Null	0
087211	SUPPL     	22	Null	0
087211	SUPPL     	23	Null	0
087211	SUPPL     	24	Null	0
087211	SUPPL     	25	Null	0
087211	SUPPL     	26	Null	0
087211	SUPPL     	27	Null	0
087211	SUPPL     	29	Null	0
087211	SUPPL     	30	Null	0
087215	SUPPL     	5	Null	0
087215	SUPPL     	8	Null	0
087215	SUPPL     	9	Null	0
087215	SUPPL     	10	Null	0
087215	SUPPL     	12	Null	0
087215	SUPPL     	13	Null	0
087215	SUPPL     	14	Null	0
087215	SUPPL     	17	Null	0
087215	SUPPL     	23	Null	0
087223	ORIG      	1	Null	0
087223	SUPPL     	1	Null	0
087223	SUPPL     	2	Null	0
087223	SUPPL     	4	Null	0
087223	SUPPL     	5	Null	0
087223	SUPPL     	6	Null	0
087223	SUPPL     	8	Null	0
087223	SUPPL     	9	Null	0
087223	SUPPL     	12	Null	0
087223	SUPPL     	13	Null	0
087223	SUPPL     	14	Null	0
087223	SUPPL     	16	Null	0
087223	SUPPL     	17	Null	0
087223	SUPPL     	18	Null	0
087223	SUPPL     	19	Null	0
087223	SUPPL     	20	Null	0
087226	ORIG      	1	Null	29
087226	SUPPL     	5	Null	0
087226	SUPPL     	8	Null	0
087226	SUPPL     	9	Null	0
087226	SUPPL     	10	Null	0
087226	SUPPL     	12	Null	0
087226	SUPPL     	13	Null	0
087226	SUPPL     	16	Null	0
087231	SUPPL     	2	Null	0
087233	SUPPL     	6	Null	0
087233	SUPPL     	9	Null	0
087233	SUPPL     	10	Null	0
087233	SUPPL     	12	Null	0
087233	SUPPL     	13	Null	0
087233	SUPPL     	14	Null	0
087234	SUPPL     	2	Null	0
087235	SUPPL     	2	Null	0
087239	ORIG      	1	Null	0
087239	SUPPL     	2	Null	0
087239	SUPPL     	5	Null	0
087239	SUPPL     	6	Null	0
087239	SUPPL     	7	Null	0
087239	SUPPL     	8	Null	0
087239	SUPPL     	10	Null	0
087239	SUPPL     	11	Null	0
087239	SUPPL     	12	Null	0
087239	SUPPL     	13	Null	0
087239	SUPPL     	14	Null	0
087240	ORIG      	1	Null	0
087240	SUPPL     	6	Null	0
087240	SUPPL     	7	Null	0
087240	SUPPL     	8	Null	0
087242	SUPPL     	3	Null	1
087242	SUPPL     	6	Null	0
087242	SUPPL     	7	Null	0
087242	SUPPL     	8	Null	0
087242	SUPPL     	9	Null	0
087242	SUPPL     	10	Null	0
087242	SUPPL     	11	Null	0
087242	SUPPL     	14	Null	0
087242	SUPPL     	15	Null	0
087242	SUPPL     	16	Null	0
087244	SUPPL     	1	Null	0
087244	SUPPL     	2	Null	0
087244	SUPPL     	3	Null	0
087244	SUPPL     	4	Null	0
087244	SUPPL     	8	Null	0
087244	SUPPL     	9	Null	0
087244	SUPPL     	10	Null	0
087244	SUPPL     	12	Null	0
087244	SUPPL     	13	Null	0
087244	SUPPL     	14	Null	0
087264	SUPPL     	3	Null	0
087264	SUPPL     	4	Null	0
087264	SUPPL     	5	Null	0
087264	SUPPL     	6	Null	0
087264	SUPPL     	8	Null	0
087264	SUPPL     	9	Null	0
087264	SUPPL     	10	Null	0
087264	SUPPL     	11	Null	0
087264	SUPPL     	12	Null	0
087264	SUPPL     	14	Null	0
087264	SUPPL     	17	Null	0
087264	SUPPL     	19	Null	0
087264	SUPPL     	20	Null	0
087264	SUPPL     	23	Null	0
087264	SUPPL     	24	Null	0
087264	SUPPL     	26	Null	0
087264	SUPPL     	27	Null	0
087264	SUPPL     	28	Null	0
087264	SUPPL     	29	Null	0
087264	SUPPL     	30	Null	7
087265	ORIG      	1	Null	0
087265	SUPPL     	6	Null	0
087265	SUPPL     	8	Null	0
087265	SUPPL     	13	Null	0
087265	SUPPL     	14	Null	0
087265	SUPPL     	15	Null	0
087265	SUPPL     	16	Null	0
087265	SUPPL     	17	Null	0
087265	SUPPL     	18	Null	0
087265	SUPPL     	19	Null	0
087265	SUPPL     	20	Null	0
087265	SUPPL     	21	Null	0
087265	SUPPL     	22	Null	0
087265	SUPPL     	24	Null	0
087265	SUPPL     	25	Null	0
087265	SUPPL     	26	Null	0
087265	SUPPL     	27	Null	0
087265	SUPPL     	28	Null	0
087265	SUPPL     	29	Null	0
087266	SUPPL     	2	Null	0
087266	SUPPL     	3	Null	0
087266	SUPPL     	4	Null	0
087266	SUPPL     	5	Null	0
087266	SUPPL     	7	Null	0
087266	SUPPL     	11	Null	0
087266	SUPPL     	12	Null	0
087266	SUPPL     	14	Null	0
087266	SUPPL     	15	Null	0
087266	SUPPL     	19	Null	0
087266	SUPPL     	20	Null	0
087266	SUPPL     	21	Null	0
087267	ORIG      	1	Null	0
087267	SUPPL     	6	Null	0
087267	SUPPL     	7	Null	0
087267	SUPPL     	10	Null	0
087267	SUPPL     	11	Null	0
087267	SUPPL     	12	Null	0
087267	SUPPL     	13	Null	0
087267	SUPPL     	14	Null	0
087267	SUPPL     	15	Null	0
087267	SUPPL     	17	Null	0
087267	SUPPL     	19	Null	0
087267	SUPPL     	20	Null	0
087267	SUPPL     	22	Null	0
087267	SUPPL     	23	Null	0
087267	SUPPL     	24	Null	0
087267	SUPPL     	25	Null	0
087267	SUPPL     	26	Null	0
087267	SUPPL     	27	Null	0
087278	SUPPL     	3	Null	0
087282	SUPPL     	1	Null	0
087282	SUPPL     	7	Null	0
087282	SUPPL     	8	Null	0
087282	SUPPL     	9	Null	0
087283	SUPPL     	1	Null	0
087283	SUPPL     	7	Null	0
087283	SUPPL     	8	Null	0
087283	SUPPL     	9	Null	0
087284	SUPPL     	5	Null	0
087284	SUPPL     	6	Null	0
087285	SUPPL     	6	Null	0
087285	SUPPL     	9	Null	0
087285	SUPPL     	11	Null	0
087285	SUPPL     	12	Null	0
087285	SUPPL     	13	Null	0
087285	SUPPL     	14	Null	0
087292	ORIG      	1	Null	0
087292	SUPPL     	1	Null	0
087292	SUPPL     	2	Null	0
087292	SUPPL     	6	Null	0
087292	SUPPL     	7	Null	0
087292	SUPPL     	9	Null	0
087292	SUPPL     	10	Null	0
087292	SUPPL     	12	Null	0
087292	SUPPL     	15	Null	0
087292	SUPPL     	16	Null	0
087292	SUPPL     	17	Null	0
087292	SUPPL     	23	Null	0
087292	SUPPL     	24	Null	0
087292	SUPPL     	25	Null	0
087292	SUPPL     	26	Null	0
087292	SUPPL     	28	Null	0
087292	SUPPL     	29	Null	0
087292	SUPPL     	30	Null	0
087292	SUPPL     	31	Null	0
087292	SUPPL     	32	Null	0
087292	SUPPL     	33	Null	0
087293	ORIG      	1	Null	0
087293	SUPPL     	1	Null	0
087293	SUPPL     	2	Null	0
087293	SUPPL     	6	Null	0
087293	SUPPL     	7	Null	0
087293	SUPPL     	9	Null	0
087293	SUPPL     	10	Null	0
087293	SUPPL     	16	Null	0
087293	SUPPL     	17	Null	0
087293	SUPPL     	18	Null	0
087293	SUPPL     	19	Null	0
087293	SUPPL     	20	Null	0
087293	SUPPL     	24	Null	0
087293	SUPPL     	25	Null	0
087293	SUPPL     	26	Null	0
087293	SUPPL     	27	Null	0
087293	SUPPL     	29	Null	0
087293	SUPPL     	30	Null	0
087293	SUPPL     	31	Null	0
087293	SUPPL     	32	Null	0
087293	SUPPL     	33	Null	0
087293	SUPPL     	34	Null	0
087294	SUPPL     	3	Null	0
087294	SUPPL     	5	Null	0
087294	SUPPL     	6	Null	0
087294	SUPPL     	7	Null	0
087294	SUPPL     	10	Null	0
087294	SUPPL     	11	Null	0
087294	SUPPL     	12	Null	0
087294	SUPPL     	14	Null	0
087294	SUPPL     	26	Null	31
087294	SUPPL     	26	Null	7
087294	SUPPL     	26	Null	15
087294	SUPPL     	27	Null	7
087294	SUPPL     	27	Null	15
087294	SUPPL     	27	Null	31
087294	SUPPL     	28	Null	7
087294	SUPPL     	28	Null	31
087294	SUPPL     	28	Null	15
087296	SUPPL     	1	Null	0
087296	SUPPL     	2	Null	0
087296	SUPPL     	5	Null	0
087296	SUPPL     	6	Null	0
087296	SUPPL     	7	Null	0
087296	SUPPL     	8	Null	0
087296	SUPPL     	11	Null	0
087296	SUPPL     	12	Null	0
087296	SUPPL     	13	Null	0
087296	SUPPL     	14	Null	0
087296	SUPPL     	15	Null	0
087296	SUPPL     	19	Null	0
087301	SUPPL     	1	Null	0
087301	SUPPL     	3	Null	0
087301	SUPPL     	4	Null	0
087301	SUPPL     	5	Null	0
087301	SUPPL     	7	Null	0
087301	SUPPL     	8	Null	0
087301	SUPPL     	9	Null	0
087301	SUPPL     	14	Null	0
087301	SUPPL     	17	Null	0
087301	SUPPL     	18	Null	0
087301	SUPPL     	19	Null	0
087301	SUPPL     	23	Null	0
087311	ORIG      	1	Null	0
087311	SUPPL     	5	Null	0
087311	SUPPL     	6	Null	0
087312	ORIG      	1	Null	0
087312	SUPPL     	5	Null	0
087312	SUPPL     	6	Null	0
087313	SUPPL     	1	Null	0
087313	SUPPL     	2	Null	0
087313	SUPPL     	3	Null	0
087313	SUPPL     	4	Null	0
087313	SUPPL     	5	Null	0
087313	SUPPL     	6	Null	0
087313	SUPPL     	10	Null	0
087313	SUPPL     	11	Null	0
087313	SUPPL     	17	Null	0
087313	SUPPL     	18	Null	0
087313	SUPPL     	19	Null	0
087313	SUPPL     	20	Null	0
087313	SUPPL     	21	Null	0
087313	SUPPL     	23	Null	0
087313	SUPPL     	24	Null	0
087313	SUPPL     	27	Null	0
087313	SUPPL     	30	Null	0
087313	SUPPL     	32	Null	0
087313	SUPPL     	33	Null	0
087313	SUPPL     	34	Null	0
087313	SUPPL     	35	Null	0
087317	SUPPL     	1	Null	0
087317	SUPPL     	2	Null	0
087317	SUPPL     	4	Null	0
087318	SUPPL     	7	Null	0
087318	SUPPL     	8	Null	0
087318	SUPPL     	9	Null	0
087318	SUPPL     	10	Null	0
087318	SUPPL     	11	Null	0
087318	SUPPL     	13	Null	0
087318	SUPPL     	14	Null	0
087318	SUPPL     	16	Null	0
087318	SUPPL     	17	Null	0
087318	SUPPL     	18	Null	0
087318	SUPPL     	19	Null	0
087318	SUPPL     	20	Null	0
087318	SUPPL     	21	Null	0
087324	ORIG      	1	Null	0
087324	SUPPL     	4	Null	0
087324	SUPPL     	5	Null	0
087324	SUPPL     	6	Null	0
087324	SUPPL     	7	Null	0
087324	SUPPL     	8	Null	0
087324	SUPPL     	13	Null	0
087324	SUPPL     	14	Null	0
087324	SUPPL     	15	Null	0
087324	SUPPL     	16	Null	0
087324	SUPPL     	17	Null	0
087329	SUPPL     	1	Null	0
087329	SUPPL     	4	Null	0
087329	SUPPL     	5	Null	0
087329	SUPPL     	6	Null	0
087329	SUPPL     	8	Null	0
087329	SUPPL     	10	Null	0
087329	SUPPL     	12	Null	0
087329	SUPPL     	14	Null	0
087329	SUPPL     	19	Null	7
087329	SUPPL     	19	Null	15
087329	SUPPL     	19	Null	31
087329	SUPPL     	20	Null	7
087329	SUPPL     	20	Null	31
087329	SUPPL     	20	Null	15
087329	SUPPL     	21	Null	31
087329	SUPPL     	21	Null	7
087329	SUPPL     	21	Null	15
087329	SUPPL     	22	Null	15
087329	SUPPL     	22	Null	7
087329	SUPPL     	22	Null	31
087332	SUPPL     	3	Null	0
087336	ORIG      	1	Null	0
087336	SUPPL     	1	Null	0
087336	SUPPL     	2	Null	0
087336	SUPPL     	6	Null	0
087336	SUPPL     	12	Null	0
087336	SUPPL     	13	Null	0
087336	SUPPL     	15	Null	0
087336	SUPPL     	16	Null	0
087336	SUPPL     	17	Null	0
087336	SUPPL     	18	Null	0
087336	SUPPL     	19	Null	0
087336	SUPPL     	20	Null	0
087336	SUPPL     	21	Null	0
087336	SUPPL     	22	Null	0
087336	SUPPL     	23	Null	0
087336	SUPPL     	24	Null	0
087336	SUPPL     	25	Null	0
087336	SUPPL     	26	Null	0
087336	SUPPL     	27	Null	0
087342	SUPPL     	44	Null	15
087342	SUPPL     	44	Null	54
087342	SUPPL     	44	Null	31
087342	SUPPL     	44	Null	7
087342	SUPPL     	48	Null	15
087342	SUPPL     	48	Null	7
087342	SUPPL     	48	Null	54
087342	SUPPL     	48	Null	31
087355	SUPPL     	2	Null	0
087355	SUPPL     	3	Null	0
087355	SUPPL     	7	Null	0
087355	SUPPL     	9	Null	0
087355	SUPPL     	10	Null	0
087355	SUPPL     	11	Null	0
087355	SUPPL     	13	Null	0
087355	SUPPL     	16	Null	0
087355	SUPPL     	17	Null	0
087355	SUPPL     	18	Null	0
087355	SUPPL     	22	Null	0
087355	SUPPL     	33	Null	31
087355	SUPPL     	33	Null	7
