Administration_route,Current_status,DRUG_CODE,Decision,Decision_date,Decision_year,Drug_name,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Non_proprietary_name_extracted,Pharmaceutical_form
INTRAMUSCULAR; INTRAVENOUS,MARKETED,95004,APPROVED,09.03.2017,2017,AMPICILLIN SODIUM FOR INJECTION BP,AURO PHARMA INC,Auro,02462303,AMPICILLIN (AMPICILLIN SODIUM),Small molecule,POWDER FOR SOLUTION
INTRAMUSCULAR; INTRAVENOUS,MARKETED,95005,APPROVED,09.03.2017,2017,AMPICILLIN SODIUM FOR INJECTION BP,AURO PHARMA INC,Auro,02462311,AMPICILLIN (AMPICILLIN SODIUM),Small molecule,POWDER FOR SOLUTION
INTRAVENOUS; INTRAMUSCULAR,MARKETED,95006,APPROVED,09.03.2017,2017,AMPICILLIN SODIUM FOR INJECTION BP,AURO PHARMA INC,Auro,02462338,AMPICILLIN (AMPICILLIN SODIUM),Small molecule,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,95007,APPROVED,09.03.2017,2017,AMPICILLIN SODIUM FOR INJECTION BP,AURO PHARMA INC,Auro,02462346,AMPICILLIN (AMPICILLIN SODIUM),Small molecule,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,95011,APPROVED,09.03.2017,2017,FLUDEOXYGLUCOSE (F-18),LAWSON HEALTH RESEARCH INSTITUTE,Not Reported,02462354,FLUDEOXYGLUCOSE 18F,Other,SOLUTION
INTRAVENOUS,MARKETED,95012,APPROVED,10.03.2017,2017,ETHACRYNATE SODIUM,STERIMAX INC,Sterimax,02462362,ETHACRYNIC ACID (ETHACRYNATE SODIUM),Small molecule,POWDER FOR SOLUTION
TOPICAL,MARKETED,95015,APPROVED,09.03.2017,2017,CLOTRIMAZOLE EXTERNAL ANTIFUNGAL CREAM,TARO PHARMACEUTICALS INC,Taro,02462397,CLOTRIMAZOLE,Small molecule,CREAM
INTRAVENOUS,MARKETED,95016,APPROVED,13.03.2017,2017,BRINAVESS,CIPHER PHARMACEUTICALS INC,CIPHER,02462400,VERNAKALANT HYDROCHLORIDE,Small molecule,SOLUTION
BLOCK/INFILTRATION,MARKETED,95020,APPROVED,13.03.2017,2017,LIDOCAINE INJECTION BP,AURO PHARMA INC,Auro,02462443,LIDOCAINE HYDROCHLORIDE,Small molecule,SOLUTION
BLOCK/INFILTRATION,MARKETED,95021,APPROVED,13.03.2017,2017,LIDOCAINE INJECTION BP,AURO PHARMA INC,Auro,02462451,LIDOCAINE HYDROCHLORIDE,Small molecule,SOLUTION
OPHTHALMIC,MARKETED,95023,APPROVED,14.03.2017,2017,TEVA-CYCLOSPORINE,TEVA CANADA LIMITED,Teva,02462486,CYCLOSPORINE,Peptides and proteins,EMULSION
ORAL,MARKETED,95031,APPROVED,22.03.2017,2017,MINT-ITRACONAZOLE,MINT PHARMACEUTICALS INC,MINT,02462559,ITRACONAZOLE,Small molecule,CAPSULE
TOPICAL,MARKETED,95040,APPROVED,21.03.2017,2017,BOBBI BROWN SKIN WEIGHTLESS LONG-WEAR FOUNDATION SPF15 FULL COVER OIL-FREE SHINE CONTROL,DIST. BOBBI BROWN PROFESSIONAL COSMETICS,Bobbi Brown,02462605,OCTINOXATE; TITANIUM DIOXIDE,Other,LIQUID
ORAL,MARKETED,95045,APPROVED,28.03.2017,2017,MED-CLINDAMYCIN,GENERIC MEDICAL PARTNERS INC,Generic Medical Partners,02462656,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),Small molecule,CAPSULE
ORAL,MARKETED,95046,APPROVED,28.03.2017,2017,MED-CLINDAMYCIN,GENERIC MEDICAL PARTNERS INC,Generic Medical Partners,02462664,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),Small molecule,CAPSULE
INTRAVENOUS,MARKETED,95050,APPROVED,29.03.2017,2017,TEPADINA,ADIENNE SA,ADIENNE,02462680,THIOTEPA,Small molecule,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,95051,APPROVED,29.03.2017,2017,TEPADINA,ADIENNE SA,ADIENNE,02462702,THIOTEPA,Small molecule,POWDER FOR SOLUTION
INTRAMUSCULAR,MARKETED,95052,APPROVED,30.03.2017,2017,ZEULIDE DEPOT,VERITY PHARMACEUTICALS INC.,Verity,02462699,LEUPROLIDE ACETATE,Peptides and proteins,"KIT; POWDER FOR SUSPENSION, SUSTAINED-RELEASE"
INTRAVENOUS,MARKETED,95055,APPROVED,03.04.2017,2017,DOBUTAMINE INJECTION USP,HIKMA CANADA LIMITED,Hikma,02462729,DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE),Small molecule,SOLUTION
ORAL,MARKETED,95062,APPROVED,31.03.2017,2017,MAR-RIZATRIPTAN ODT,MARCAN PHARMACEUTICALS INC,Marcan,02462788,RIZATRIPTAN (RIZATRIPTAN BENZOATE),Small molecule,TABLET (ORALLY DISINTEGRATING)
ORAL,MARKETED,95063,APPROVED,31.03.2017,2017,MAR-RIZATRIPTAN ODT,MARCAN PHARMACEUTICALS INC,Marcan,02462796,RIZATRIPTAN (RIZATRIPTAN BENZOATE),Small molecule,TABLET (ORALLY DISINTEGRATING)
SUBCUTANEOUS,MARKETED,95068,APPROVED,24.10.2017,2017,AZACITIDINE FOR INJECTION,DR REDDY'S LABORATORIES LTD,DR REDDY'S,02462826,AZACITIDINE,Small molecule,POWDER FOR SUSPENSION
ORAL,MARKETED,95069,APPROVED,05.04.2017,2017,PRZ-DOMPERIDONE,PHARMARIS CANADA INC,PHARMARIS,02462834,DOMPERIDONE (DOMPERIDONE MALEATE),Small molecule,TABLET
BUCCAL,MARKETED,95071,APPROVED,05.04.2017,2017,EURO-CHLORHEXIDINE,EURO-PHARM INTERNATIONAL CANADA INC,EURO-PHARM,02462842,CHLORHEXIDINE GLUCONATE,Small molecule,MOUTHWASH
SUBCUTANEOUS,MARKETED,95072,APPROVED,06.04.2017,2017,ERELZI,SANDOZ CANADA INCORPORATED,Sandoz,02462850,ETANERCEPT,Biologics,SOLUTION
SUBCUTANEOUS,MARKETED,95073,APPROVED,06.04.2017,2017,ERELZI,SANDOZ CANADA INCORPORATED,Sandoz,02462869,ETANERCEPT,Biologics,SOLUTION
SUBCUTANEOUS,MARKETED,95074,APPROVED,06.04.2017,2017,ERELZI,SANDOZ CANADA INCORPORATED,Sandoz,02462877,ETANERCEPT,Biologics,SOLUTION
INTRAVENOUS,MARKETED,95075,APPROVED,06.04.2017,2017,MEROPENEM FOR INJECTION,AURO PHARMA INC,Auro,02462885,MEROPENEM (MEROPENEM TRIHYDRATE),Small molecule,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,95076,APPROVED,06.04.2017,2017,MEROPENEM FOR INJECTION,AURO PHARMA INC,Auro,02462893,MEROPENEM (MEROPENEM TRIHYDRATE),Small molecule,POWDER FOR SOLUTION
TOPICAL,MARKETED,95080,APPROVED,05.04.2017,2017,HEALING OINTMENT,CERAVE CANADA,Not Reported,02462915,WHITE PETROLATUM,Other,OINTMENT
INTRAVENOUS,MARKETED,95083,APPROVED,06.04.2017,2017,CYCLODX,CIUSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Not Reported,02462958,FLUDEOXYGLUCOSE 18F,Other,SOLUTION
ORAL,MARKETED,95086,APPROVED,12.04.2017,2017,MOXIFLOXACIN,PRO DOC LIMITEE,PRO DOC,02462974,MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE),Small molecule,TABLET
INTRAVENOUS,MARKETED,95089,APPROVED,12.04.2017,2017,TECENTRIQ,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02462990,ATEZOLIZUMAB,Biologics,SOLUTION
ORAL,MARKETED,95094,APPROVED,18.04.2017,2017,ORKAMBI,VERTEX PHARMACEUTICALS (CANADA) INCORPORATED,Vertex,02463040,IVACAFTOR; LUMACAFTOR,Small molecule,TABLET
SUBCUTANEOUS,MARKETED,95095,APPROVED,13.04.2017,2017,HIZENTRA,CSL BEHRING CANADA INC,CSL Behring,02463059,IMMUNOGLOBULIN (HUMAN),Biologics,SOLUTION
SUBCUTANEOUS,MARKETED,95096,APPROVED,13.04.2017,2017,HIZENTRA,CSL BEHRING CANADA INC,CSL Behring,02463067,IMMUNOGLOBULIN (HUMAN),Biologics,SOLUTION
INTRAVENOUS,MARKETED,95098,APPROVED,12.04.2017,2017,"PEMETREXED FOR INJECTION, USP",DR REDDY'S LABORATORIES LTD,DR REDDY'S,02463083,PEMETREXED (PEMETREXED DISODIUM),Small molecule,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,95099,APPROVED,12.04.2017,2017,"PEMETREXED FOR INJECTION, USP",DR REDDY'S LABORATORIES LTD,DR REDDY'S,02463091,PEMETREXED (PEMETREXED DISODIUM),Small molecule,POWDER FOR SOLUTION
ORAL,MARKETED,95102,APPROVED,20.04.2017,2017,REDDY-PROGESTERONE,DR. REDDY'S LABORATORIES INC,Dr. Reddy's,02463113,PROGESTERONE,Peptides and proteins,CAPSULE
BUCCAL,MARKETED,95103,APPROVED,13.04.2017,2017,ODAN-BENZYDAMINE,ODAN LABORATORIES LTD,ODAN,02463105,BENZYDAMINE HYDROCHLORIDE,Small molecule,MOUTHWASH/GARGLE
ORAL,MARKETED,95104,APPROVED,24.05.2017,2017,OCALIVA,ADVANZ PHARMA CANADA INC.,ADVANZ,02463121,OBETICHOLIC ACID,Small molecule,TABLET
ORAL,MARKETED,95105,APPROVED,24.05.2017,2017,OCALIVA,ADVANZ PHARMA CANADA INC.,ADVANZ,02463148,OBETICHOLIC ACID,Small molecule,TABLET
TOPICAL,MARKETED,95108,APPROVED,13.04.2017,2017,HYDRO BOOST WATER GEL LOTION SUNSCREEN SPF 30,JOHNSON & JOHNSON INC,Johnson & Johnson,02463172,OCTISALATE; AVOBENZONE; OCTOCRYLENE; HOMOSALATE,Small molecule,LOTION
TOPICAL,MARKETED,95111,APPROVED,18.04.2017,2017,ACNE CLEARING TREATMENT,"RODAN & FIELDS BEAUTY, LLC",Rodan & Fields,02463202,BENZOYL PEROXIDE,Small molecule,LOTION
TOPICAL,MARKETED,95112,APPROVED,18.04.2017,2017,DAILY ACNE WASH,"RODAN & FIELDS BEAUTY, LLC",Rodan & Fields,02463210,BENZOYL PEROXIDE,Small molecule,CREAM
ORAL,MARKETED,95113,APPROVED,06.12.2019,2019,TEVA-EVEROLIMUS,TEVA CANADA LIMITED,TEVA,02463229,EVEROLIMUS,Small molecule,TABLET
ORAL,MARKETED,95114,APPROVED,06.12.2019,2019,TEVA-EVEROLIMUS,TEVA CANADA LIMITED,Teva,02463237,EVEROLIMUS,Small molecule,TABLET
ORAL,MARKETED,95116,APPROVED,06.12.2019,2019,TEVA-EVEROLIMUS,TEVA CANADA LIMITED,Teva,02463253,EVEROLIMUS,Small molecule,TABLET
ORAL,MARKETED,95117,APPROVED,21.04.2017,2017,CERDELGA,SANOFI-AVENTIS CANADA INC,Sanofi-Aventis,02463261,ELIGLUSTAT (ELIGLUSTAT TARTRATE),Small molecule,CAPSULE
INTRAMUSCULAR; SUBCUTANEOUS,MARKETED,95136,APPROVED,21.04.2017,2017,CYANOCOBALAMIN INJECTION USP,HIKMA CANADA LIMITED,Hikma,02463393,VITAMIN B12,Other,SOLUTION
ORAL,MARKETED,95161,APPROVED,26.06.2017,2017,TARO-DEFERASIROX,TARO PHARMACEUTICALS INC,Taro,02463520,DEFERASIROX,Small molecule,TABLET FOR SUSPENSION
ORAL,MARKETED,95162,APPROVED,26.06.2017,2017,TARO-DEFERASIROX,TARO PHARMACEUTICALS INC,Taro,02463539,DEFERASIROX,Small molecule,TABLET FOR SUSPENSION
ORAL,MARKETED,95163,APPROVED,26.06.2017,2017,TARO-DEFERASIROX,TARO PHARMACEUTICALS INC,Taro,02463547,DEFERASIROX,Small molecule,TABLET FOR SUSPENSION
ORAL,MARKETED,95168,APPROVED,04.05.2017,2017,TARO-GLICLAZIDE MR,SUN PHARMA CANADA INC,Sun,02463571,GLICLAZIDE,Small molecule,TABLET (EXTENDED-RELEASE)
SUBLINGUAL,MARKETED,95174,APPROVED,04.05.2017,2017,ACARIZAX,ALK-ABELLO A/S,ALK-ABELLO,02463644,DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES PTERONYSSINUS,Vaccine,TABLET
OPHTHALMIC,MARKETED,95175,APPROVED,03.05.2017,2017,REFRESH OPTIVE GEL DROPS,ABBVIE CORPORATION,AbbVie,02463652,GLYCERINE; CARBOXYMETHYLCELLULOSE SODIUM,Other,SOLUTION
INTRAVENOUS,MARKETED,95184,APPROVED,05.05.2017,2017,BUSULFAN FOR INJECTION,STERIMAX INC,Sterimax,02463733,BUSULFAN,Small molecule,SOLUTION
TRANSDERMAL,MARKETED,95189,APPROVED,05.05.2017,2017,TARO-TESTOSTERONE GEL,TARO PHARMACEUTICALS INC,Taro,02463792,TESTOSTERONE,Peptides and proteins,GEL
TRANSDERMAL,MARKETED,95190,APPROVED,05.05.2017,2017,TARO-TESTOSTERONE GEL,TARO PHARMACEUTICALS INC,Taro,02463806,TESTOSTERONE,Peptides and proteins,GEL
TOPICAL,MARKETED,95201,APPROVED,08.05.2017,2017,OLAY LUMINOUS WHIP,PROCTER & GAMBLE INC,Procter & Gamble,02463911,OCTISALATE; AVOBENZONE; HOMOSALATE; OCTOCRYLENE,Small molecule,CREAM
TOPICAL,MARKETED,95202,APPROVED,08.05.2017,2017,OLAY REGENERIST WHIP,PROCTER & GAMBLE INC,Procter & Gamble,02463938,OCTISALATE; OCTOCRYLENE; AVOBENZONE; HOMOSALATE,Small molecule,CREAM
TOPICAL,MARKETED,95203,APPROVED,08.05.2017,2017,OLAY TOTAL EFFECTS WHIP,PROCTER & GAMBLE INC,Procter & Gamble,02463946,AVOBENZONE; HOMOSALATE; OCTISALATE; OCTOCRYLENE,Small molecule,CREAM
ORAL,MARKETED,95215,APPROVED,07.03.2018,2018,TEVA-PERINDOPRIL/INDAPAMIDE,TEVA CANADA LIMITED,Teva,02464039,INDAPAMIDE; PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,95216,APPROVED,07.03.2018,2018,TEVA-PERINDOPRIL/INDAPAMIDE,TEVA CANADA LIMITED,Teva,02464020,INDAPAMIDE; PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,APPROVED,95236,MARKETED,01.11.2018,2018,MYLAN-VARDENAFIL,MYLAN PHARMACEUTICALS ULC,Mylan,02464209,VARDENAFIL (VARDENAFIL HYDROCHLORIDE TRIHYDRATE),Small molecule,TABLET
ORAL,APPROVED,95239,MARKETED,01.11.2018,2018,MYLAN-VARDENAFIL,MYLAN PHARMACEUTICALS ULC,Mylan,02464225,VARDENAFIL (VARDENAFIL HYDROCHLORIDE TRIHYDRATE),Small molecule,TABLET
ORAL,APPROVED,95240,MARKETED,01.11.2018,2018,MYLAN-VARDENAFIL,MYLAN PHARMACEUTICALS ULC,Mylan,02464233,VARDENAFIL (VARDENAFIL HYDROCHLORIDE TRIHYDRATE),Small molecule,TABLET
ORAL,MARKETED,95241,APPROVED,17.05.2017,2017,VEMLIDY,GILEAD SCIENCES CANADA INC,Gilead,02464241,TENOFOVIR ALAFENAMIDE (TENOFOVIR ALAFENAMIDE HEMIFUMARATE),Small molecule,TABLET
TOPICAL,MARKETED,95248,APPROVED,19.05.2017,2017,SPF 50+ KIDS (80 MINUTES) WATER RESISTANT,OMBRELLE CANADA,Not Reported,02464322,OCTOCRYLENE; AVOBENZONE; HOMOSALATE; OCTISALATE; DROMETRIZOLE TRISILOXANE,Small molecule,SPRAY
INTRAVENOUS; INTRA-ARTERIAL; INTRAMUSCULAR,MARKETED,95252,APPROVED,12.06.2017,2017,METHOTREXATE INJECTION BP,ACCORD HEALTHCARE INC,Accord,02464365,METHOTREXATE (METHOTREXATE SODIUM),Small molecule,SOLUTION
INTRAVENOUS,MARKETED,95254,APPROVED,03.01.2019,2019,DEXMEDETOMIDINE HYDROCHLORIDE FOR INJECTION,AURO PHARMA INC,Auro,02464381,DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE),Small molecule,SOLUTION
ORAL,MARKETED,95259,APPROVED,08.06.2017,2017,SANDOZ DEFERASIROX,SANDOZ CANADA INCORPORATED,Sandoz,02464454,DEFERASIROX,Small molecule,TABLET FOR SUSPENSION
ORAL,MARKETED,95260,APPROVED,08.06.2017,2017,SANDOZ DEFERASIROX,SANDOZ CANADA INCORPORATED,Sandoz,02464462,DEFERASIROX,Small molecule,TABLET FOR SUSPENSION
ORAL,MARKETED,95261,APPROVED,08.06.2017,2017,SANDOZ DEFERASIROX,SANDOZ CANADA INCORPORATED,Sandoz,02464470,DEFERASIROX,Small molecule,TABLET FOR SUSPENSION
ORAL,MARKETED,95262,APPROVED,02.06.2017,2017,ESBRIET,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02464489,PIRFENIDONE,Small molecule,TABLET
ORAL,MARKETED,95264,APPROVED,02.06.2017,2017,ESBRIET,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02464500,PIRFENIDONE,Small molecule,TABLET
TOPICAL,MARKETED,95265,APPROVED,31.05.2017,2017,TARO-BENZOYL PEROXIDE / CLINDAMYCIN KIT,TARO PHARMACEUTICALS INC,Taro,02464519,BENZOYL PEROXIDE; CLINDAMYCIN (CLINDAMYCIN PHOSPHATE),Small molecule,GEL
INTRAVENOUS,MARKETED,95270,APPROVED,05.06.2017,2017,ONDANSETRON INJECTION USP,STERIMAX INC,Sterimax,02464578,ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),Small molecule,SOLUTION
ORAL,MARKETED,95272,APPROVED,02.06.2017,2017,EURO D 10 000,EURO-PHARM INTERNATIONAL CANADA INC,Euro-Pharm,02464594,VITAMIN D3 (CHOLECALCIFEROL),Other,CAPSULE
INTRAVENOUS,MARKETED,95274,APPROVED,07.06.2017,2017,FIBRYGA,OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,Octapharma,02464616,FIBRINOGEN (HUMAN),Peptides and proteins,POWDER FOR SOLUTION
ORAL,MARKETED,95277,APPROVED,13.06.2017,2017,PMS-FLUOXETINE,PHARMASCIENCE INC,Pharmascience,02464640,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),Small molecule,CAPSULE
ORAL,MARKETED,95278,APPROVED,13.06.2017,2017,PMS-FLUOXETINE,PHARMASCIENCE INC,Pharmascience,02464659,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),Small molecule,CAPSULE
ORAL,MARKETED,95281,APPROVED,07.06.2017,2017,NIGHTTIME SLEEP AID,JUNO OTC INC,JUNO,02464683,DIPHENHYDRAMINE HYDROCHLORIDE,Small molecule,SOLUTION
INTRAVENOUS; INTRAVESICAL,MARKETED,95282,APPROVED,09.06.2017,2017,MITOMYCIN FOR INJECTION USP,ACCORD HEALTHCARE INC,Accord,02464691,MITOMYCIN,Small molecule,POWDER FOR SOLUTION
ORAL,MARKETED,95283,APPROVED,13.06.2017,2017,PROCYSBI,AMGEN CANADA INC,Amgen,02464705,CYSTEAMINE (CYSTEAMINE BITARTRATE),Small molecule,CAPSULE (DELAYED RELEASE)
ORAL,MARKETED,95284,APPROVED,13.06.2017,2017,PROCYSBI,AMGEN CANADA INC,Amgen,02464713,CYSTEAMINE (CYSTEAMINE BITARTRATE),Small molecule,CAPSULE (DELAYED RELEASE)
TOPICAL,MARKETED,95288,APPROVED,08.06.2017,2017,MARCELLE SHEER TINT MOISTURIZER HYDRATANT TEINTÉ TRANSLUCIDE SPF 30 FPS,GROUPE MARCELLE INC,Marcelle,02464748,OCTINOXATE; OXYBENZONE,Small molecule,CREAM
TOPICAL (HOUSEHOLD),MARKETED,95295,APPROVED,09.06.2017,2017,DIAL FOAMING ANTIBACTERIAL HAND WASH,HENKEL CANADA CORPORATION,Henkel,02464802,BENZALKONIUM CHLORIDE,Small molecule,SOLUTION
TOPICAL (HOUSEHOLD),MARKETED,95297,APPROVED,09.06.2017,2017,DIAL ANTIBACTERIAL HAND SOAP,HENKEL CANADA CORPORATION,Henkel,02464829,BENZALKONIUM CHLORIDE,Small molecule,SOLUTION
TOPICAL,MARKETED,95318,APPROVED,13.06.2017,2017,BANANA BOAT KIDS TEAR-FREE SUNSCREEN SPRAY SPF 50+,"EDGEWELL PERSONAL CARE CANADA, ULC",Edgewell,02464977,AVOBENZONE; OCTOCRYLENE; OCTISALATE; HOMOSALATE,Small molecule,SPRAY
ORAL,MARKETED,95319,APPROVED,07.03.2018,2018,TEVA-PERINDOPRIL,TEVA CANADA LIMITED,Teva,02464985,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,95320,APPROVED,07.03.2018,2018,TEVA-PERINDOPRIL,TEVA CANADA LIMITED,Teva,02464993,PERINDOPRIL ERBUMINE,Small molecule,TABLET
ORAL,MARKETED,95321,APPROVED,07.03.2018,2018,TEVA-PERINDOPRIL,TEVA CANADA LIMITED,Teva,02465000,PERINDOPRIL ERBUMINE,Small molecule,TABLET
TOPICAL,APPROVED,95324,APPROVED,23.06.2017,2017,VOLTAREN EMULGEL BACK & MUSCLE PAIN,HALEON CANADA ULC,Haleon,02465035,DICLOFENAC DIETHYLAMINE,Small molecule,GEL
TOPICAL,MARKETED,95325,APPROVED,23.06.2017,2017,VOLTAREN EMULGEL JOINT PAIN EXTRA STRENGTH,HALEON CANADA ULC,Haleon,02465043,DICLOFENAC DIETHYLAMINE,Small molecule,GEL
ORAL,MARKETED,95327,APPROVED,16.06.2017,2017,JAMP-RIZATRIPTAN ODT,JAMP PHARMA CORPORATION,JAMP,02465086,RIZATRIPTAN (RIZATRIPTAN BENZOATE),Small molecule,TABLET (ORALLY DISINTEGRATING)
ORAL,MARKETED,95328,APPROVED,16.06.2017,2017,JAMP-RIZATRIPTAN ODT,JAMP PHARMA CORPORATION,JAMP,02465094,RIZATRIPTAN (RIZATRIPTAN BENZOATE),Small molecule,TABLET (ORALLY DISINTEGRATING)
ORAL,MARKETED,95330,APPROVED,14.06.2017,2017,ALLERGY FORMULA,JUNO OTC INC,JUNO,02465108,DIPHENHYDRAMINE HYDROCHLORIDE,Small molecule,SOLUTION
ORAL,MARKETED,95332,APPROVED,16.06.2017,2017,MAR-KETOROLAC,MARCAN PHARMACEUTICALS INC,Marcan,02465124,KETOROLAC TROMETHAMINE,Small molecule,TABLET
OPHTHALMIC,MARKETED,95350,APPROVED,19.06.2017,2017,SOOTHE RESTORE,BAUSCH & LOMB INC,Bausch & Lomb,02465302,MINERAL OIL; MINERAL OIL LIGHT,Other,DROPS
ORAL,MARKETED,95353,APPROVED,21.06.2017,2017,ISENTRESS HD,MERCK CANADA INC,Merck,02465337,RALTEGRAVIR (RALTEGRAVIR POTASSIUM),Small molecule,TABLET
ORAL,MARKETED,95355,APPROVED,21.06.2017,2017,MAR-DILTIAZEM T,MARCAN PHARMACEUTICALS INC,MARCAN,02465353,DILTIAZEM HYDROCHLORIDE,Small molecule,CAPSULE (EXTENDED RELEASE)
ORAL,MARKETED,95356,APPROVED,21.06.2017,2017,MAR-DILTIAZEM T,MARCAN PHARMACEUTICALS INC,MARCAN,02465361,DILTIAZEM HYDROCHLORIDE,Small molecule,CAPSULE (EXTENDED RELEASE)
ORAL,MARKETED,95357,APPROVED,21.06.2017,2017,MAR-DILTIAZEM T,MARCAN PHARMACEUTICALS INC,MARCAN,02465388,DILTIAZEM HYDROCHLORIDE,Small molecule,CAPSULE (EXTENDED RELEASE)
ORAL,MARKETED,95358,APPROVED,21.06.2017,2017,MAR-DILTIAZEM T,MARCAN PHARMACEUTICALS INC,MARCAN,02465396,DILTIAZEM HYDROCHLORIDE,Small molecule,CAPSULE (EXTENDED RELEASE)
ORAL,MARKETED,95359,APPROVED,21.06.2017,2017,MAR-DILTIAZEM T,MARCAN PHARMACEUTICALS INC,MARCAN,02465418,DILTIAZEM HYDROCHLORIDE,Small molecule,CAPSULE (EXTENDED RELEASE)
INTRAVENOUS; INTRAMUSCULAR,MARKETED,95364,APPROVED,27.06.2017,2017,CEFAZOLIN SODIUM FOR INJECTION BP,STERIMAX INC,Sterimax,02465469,CEFAZOLIN (CEFAZOLIN SODIUM),Small molecule,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,95365,APPROVED,27.06.2017,2017,CEFAZOLIN SODIUM FOR INJECTION BP,STERIMAX INC,Sterimax,02465477,CEFAZOLIN (CEFAZOLIN SODIUM),Small molecule,POWDER FOR SOLUTION
INTRAVENOUS,MARKETED,95367,APPROVED,30.06.2017,2017,CUBICIN RF,CUBIST PHARMACEUTICALS LLC,Cubist,02465493,DAPTOMYCIN,Peptides and proteins,POWDER FOR SOLUTION
SUBCUTANEOUS; INTRAMUSCULAR,MARKETED,95368,APPROVED,23.06.2017,2017,CYANOCOBALAMIN INJECTION USP,HIKMA CANADA LIMITED,Hikma,02465507,VITAMIN B12,Other,SOLUTION
SUBCUTANEOUS,MARKETED,95373,APPROVED,04.07.2017,2017,CIMZIA,UCB CANADA INC,UCB,02465574,CERTOLIZUMAB PEGOL,Biologics,SOLUTION
INTRAVENOUS,MARKETED,95383,APPROVED,05.09.2017,2017,"AZITHROMYCIN FOR INJECTION, USP",AURO PHARMA INC,Auro,02465604,AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE),Small molecule,POWDER FOR SOLUTION
ORAL,MARKETED,95384,APPROVED,30.06.2017,2017,MINT-BISOPROLOL,MINT PHARMACEUTICALS INC,MINT,02465612,BISOPROLOL FUMARATE,Small molecule,TABLET
ORAL,MARKETED,95385,APPROVED,30.06.2017,2017,MINT-BISOPROLOL,MINT PHARMACEUTICALS INC,MINT,02465620,BISOPROLOL FUMARATE,Small molecule,TABLET
INTRATHECAL,MARKETED,95389,APPROVED,29.06.2017,2017,SPINRAZA,BIOGEN CANADA INC,Biogen,02465663,NUSINERSEN (NUSINERSEN SODIUM),Biologics,SOLUTION
ORAL,MARKETED,95399,APPROVED,18.05.2021,2021,OCTASA,TILLOTTS PHARMA AG,Tillotts,02465752,MESALAZINE,Small molecule,TABLET (DELAYED-RELEASE)
INTRAVENOUS,MARKETED,95407,APPROVED,07.07.2017,2017,PIPERACILLIN AND TAZOBACTAM FOR INJECTION,FRESENIUS KABI CANADA LTD,Fresenius,02465833,TAZOBACTAM (TAZOBACTAM SODIUM); PIPERACILLIN (PIPERACILLIN SODIUM),Small molecule,POWDER FOR SOLUTION
TOPICAL,MARKETED,95414,APPROVED,04.07.2017,2017,COMPLETE SENSITIVE ADVANCED [80 MINUTES] WATER/SWEAT RESISTANT LOTION SPF 60,OMBRELLE CANADA,Not Reported,02465884,HOMOSALATE; OCTISALATE; DROMETRIZOLE TRISILOXANE; OCTOCRYLENE; AVOBENZONE,Small molecule,LOTION
INHALATION,MARKETED,95417,APPROVED,06.07.2017,2017,TEVA-BUDESONIDE,TEVA CANADA LIMITED,TEVA,02465949,BUDESONIDE,Small molecule,SUSPENSION
INHALATION,MARKETED,95418,APPROVED,06.07.2017,2017,TEVA-BUDESONIDE,TEVA CANADA LIMITED,Teva,02465957,BUDESONIDE,Small molecule,SUSPENSION
INTRAVENOUS,MARKETED,95424,APPROVED,10.07.2017,2017,DEFITELIO,JAZZ PHARMACEUTICALS IRELAND LIMITED,Jazz,02465981,DEFIBROTIDE,Biologics,SOLUTION
INTRAVENOUS,MARKETED,95428,APPROVED,07.07.2017,2017,TRANEXAMIC ACID INJECTION,AURO PHARMA INC,Auro,02466015,TRANEXAMIC ACID,Small molecule,SOLUTION
