drug,from_agency,to_agency,lag_days,lag_months,from_date,to_date,agency_pair
teclistamab,EMA,Swissmedic,154,5.059132720105125,2022-07-21,2022-12-22,EMA -> Swissmedic
teclistamab,Swissmedic,TGA,162,5.321944809461235,2022-12-22,2023-06-02,Swissmedic -> TGA
teduglutide,EMA,TGA,1791,58.83705650459921,2012-06-21,2017-05-17,EMA -> TGA
telmisartan,EMA,TGA,92,3.0223390275952693,2009-11-19,2010-02-19,EMA -> TGA
tepotinib,EMA,TGA,26,0.8541392904073587,2021-12-16,2022-01-11,EMA -> TGA
teriflunomide,TGA,EMA,240,7.884362680683311,2012-10-30,2013-06-27,TGA -> EMA
teriparatide,EMA,TGA,1475,48.45597897503285,2016-11-10,2020-11-24,EMA -> TGA
tezepelumab,Swissmedic,EMA,38,1.2483574244415243,2022-06-13,2022-07-21,Swissmedic -> EMA
ticagrelor,EMA,TGA,259,8.508541392904073,2010-09-23,2011-06-09,EMA -> TGA
tildrakizumab,EMA,TGA,41,1.3469119579500657,2018-07-26,2018-09-05,EMA -> TGA
tirbanibulin,EMA,Swissmedic,259,8.508541392904073,2021-05-20,2022-02-03,EMA -> Swissmedic
tirbanibulin,Swissmedic,TGA,593,19.48094612352168,2022-02-03,2023-09-19,Swissmedic -> TGA
tirzepatide,EMA,Swissmedic,104,3.416557161629435,2022-07-21,2022-11-02,EMA -> Swissmedic
tirzepatide,Swissmedic,TGA,50,1.6425755584756898,2022-11-02,2022-12-22,Swissmedic -> TGA
tislelizumab,EMA,Swissmedic,266,8.73850197109067,2023-07-20,2024-04-11,EMA -> Swissmedic
tislelizumab,Swissmedic,TGA,43,1.4126149802890933,2024-04-11,2024-05-24,Swissmedic -> TGA
tobramycin,TGA,EMA,2481,81.50459921156373,2012-02-27,2018-12-13,TGA -> EMA
tocilizumab,EMA,TGA,784,25.755584756898816,2008-11-20,2011-01-13,EMA -> TGA
tofacitinib,TGA,EMA,744,24.441524310118265,2015-01-13,2017-01-26,TGA -> EMA
tolvaptan,EMA,TGA,1022,33.5742444152431,2009-05-28,2012-03-15,EMA -> TGA
tralokinumab,EMA,Swissmedic,308,10.11826544021025,2021-04-22,2022-02-24,EMA -> Swissmedic
trametinib,TGA,EMA,73,2.3981603153745072,2014-02-11,2014-04-25,TGA -> EMA
trastuzumab,TGA,EMA,2554,83.90275952693824,2010-09-17,2017-09-14,TGA -> EMA
trastuzumab deruxtecan,EMA,TGA,299,9.822601839684625,2020-12-10,2021-10-05,EMA -> TGA
trastuzumab deruxtecan,TGA,Swissmedic,55,1.8068331143232588,2021-10-05,2021-11-29,TGA -> Swissmedic
trastuzumab emtansine,TGA,EMA,24,0.7884362680683311,2013-08-26,2013-09-19,TGA -> EMA
tremelimumab,EMA,TGA,186,6.110381077529566,2022-12-15,2023-06-19,EMA -> TGA
tremelimumab,TGA,Swissmedic,86,2.8252299605781865,2023-06-19,2023-09-13,TGA -> Swissmedic
treosulfan,EMA,Swissmedic,606,19.90801576872536,2018-12-13,2020-08-10,EMA -> Swissmedic
trientine dihydrochloride,EMA,TGA,589,19.349540078843624,2019-05-29,2021-01-07,EMA -> TGA
